,單位：宅,民國109年,,,,,2020,Unit:Housing unit,,,,,,
,表４５ 花蓮縣有人經常居住住宅之房廳數,,Table 45 Hualien County Number of Rooms of Occupied Housing Units,,,,,,,表４５ 有人經常居住住宅之房廳數,表４５ 花蓮縣有人經常居住住宅之房廳數,表４５,花蓮縣,有人經常居住住宅之房廳數
,,,,,,,,,,Table 45 Number of Rooms of Occupied Housing Units,Table 45 Hualien County Number of Rooms of Occupied Housing Units,Table 45,Hualien County,Number of Rooms of Occupied Housing Units
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,,,
,,總 計,１間,２間,３間,,４間,５間,６間以上,平均每宅房廳數（間 / 宅）,,,,
,,,,,,,,,,,,,,
,,Grand total,1 room,2 rooms,3 rooms,,4 rooms,5 rooms,6 roomsand more,Average numberof rooms perhousing unit(room/unit),,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,By Township/City/District,,,
,花蓮縣,85131,1218,8914,12014,,25384,19611,17990,4.4000000000000004,Hualien County,,,
,花蓮市,24455,477,3399,4485,,6661,5510,3923,4.0999999999999996,Hualien City,,,
,鳳林鎮,2764,30,401,294,,737,536,766,4.5999999999999996,Fenglin Township,,,
,玉里鎮,6646,154,622,932,,2206,1357,1375,4.4000000000000004,Yuli Township,,,
,新城鄉,5772,107,504,815,,2011,1276,1059,4.3,Xincheng Township,,,
,吉安鄉,25497,138,1128,2555,,7859,7495,6322,4.7,Ji'an Township,,,
,壽豐鄉,4991,64,627,616,,1124,918,1642,4.7,Shoufeng Township,,,
,光復鄉,3291,46,487,406,,1065,598,689,4.3,Guangfu Township,,,
,豐濱鄉,1013,15,160,195,,285,186,172,4.2,Fengbin Township,,,
,瑞穗鄉,2946,62,371,438,,993,546,536,4.3,Ruisui Township,,,
,富里鄉,2463,24,425,259,,607,433,715,4.5999999999999996,Fuli Township,,,
,秀林鄉,3159,66,499,613,,1069,428,484,4,Xiulin Township,,,
,萬榮鄉,1108,17,166,222,,401,146,156,4,Wanrong Township,,,
,卓溪鄉,1026,18,125,184,,366,182,151,4.0999999999999996,Zhuoxi Township,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅,民國109年,,,,,2020,Unit:Housing unit,,,,,,
,表４５ 花蓮縣有人經常居住住宅之房廳數（續）,,Table 45 Hualien County Number of Rooms of Occupied Housing Units(Cont.),,,,,,,表４５ 有人經常居住住宅之房廳數（續）,表４５ 花蓮縣有人經常居住住宅之房廳數（續）,表４５,花蓮縣,有人經常居住住宅之房廳數（續）
,,,,,,,,,,Table 45 Number of Rooms of Occupied Housing Units(Cont.),Table 45 Hualien County Number of Rooms of Occupied Housing Units(Cont.),Table 45,Hualien County,Number of Rooms of Occupied Housing Units(Cont.)
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,,,
,,總 計,１間,２間,３間,,４間,５間,６間以上,平均每宅房廳數（間 / 宅）,,,,
,,,,,,,,,,,,,,
,,Grand total,1 room,2 rooms,3 rooms,,4 rooms,5 rooms,6 roomsand more,Average numberof rooms perhousing unit(room/unit),,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按樓地板面積分,,,,,,,,,,By Total Floor Area,,,
,總計,85131,1218,8914,12014,,25384,19611,17990,4.4000000000000004,Grand Total,,,
,未滿６０平方公尺,14936,1066,5786,3453,,4090,483,58,2.8,Under 60 Square Meters,,,
,６０－未滿１２０平方公尺,35869,103,2308,5995,,13387,8710,5366,4.3,60-Under 120 Square Meters,,,
,１２０－未滿１８０平方公尺,20840,32,629,1576,,5337,7107,6159,5,120-Under 180 Square Meters,,,
,１８０－未滿３００平方公尺,12305,17,183,977,,2513,3144,5471,5.4,180-Under 300 Square Meters,,,
,３００平方公尺以上,1181,-,8,13,,57,167,936,7.2,300 Square Meters and More,,,
