,單位：宅,民國109年,,,,2020,Unit:Housing unit,,,,,
,表３９ 花蓮縣住宅之樓地板面積,,Table 39 Hualien County Total Floor Area of Housing Units,,,,,表３９ 住宅之樓地板面積,表３９ 花蓮縣住宅之樓地板面積,表３９,花蓮縣,住宅之樓地板面積
,,,,,,,,Table 39 Total Floor Area of Housing Units,Table 39 Hualien County Total Floor Area of Housing Units,Table 39,Hualien County,Total Floor Area of Housing Units
,,,,,,,,,,,,
,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,
,,總 計,未滿６０平方公尺,６０－未滿１２０平方公尺,,１２０－未滿１８０平方公尺,１８０－未滿３００平方公尺,３００平方公尺以上,平均每宅面積（平方公尺 / 宅）,,,
,,,,,,,,,,,,
,,Grand total,Under 60square meters,60-under 120square meters,,120-under 180square meters,180-under 300square meters,300 squaremetersand more,Average floor areaper housing unit(square meter/unit),,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,By Township/City/District,,
,花蓮縣,127365,28807,52715,,27462,16795,1586,111.6,Hualien County,,
,花蓮市,41037,12114,16553,,7136,4825,409,101.9,Hualien City,,
,鳳林鎮,4824,1442,1724,,977,624,57,106.5,Fenglin Township,,
,玉里鎮,10279,2081,3739,,2612,1688,159,121,Yuli Township,,
,新城鄉,7782,1330,3670,,1830,840,112,111.7,Xincheng Township,,
,吉安鄉,33514,4142,13986,,9263,5723,400,126.2,Ji'an Township,,
,壽豐鄉,7302,1537,3483,,1019,1016,247,120.5,Shoufeng Township,,
,光復鄉,4998,1357,1873,,1267,460,41,104.8,Guangfu Township,,
,豐濱鄉,1970,717,822,,283,137,11,89.8,Fengbin Township,,
,瑞穗鄉,4724,1107,1945,,934,659,79,112.7,Ruisui Township,,
,富里鄉,3956,1028,1541,,952,395,40,105.3,Fuli Township,,
,秀林鄉,3811,1005,1830,,679,276,21,96.2,Xiulin Township,,
,萬榮鄉,1518,417,800,,238,55,8,89.5,Wanrong Township,,
,卓溪鄉,1650,530,749,,272,97,2,88.7,Zhuoxi Township,,
