,單位：宅,民國109年,,,,,2020,Unit:Housing unit,,,,,,
,表４４ 花蓮縣有人經常居住住宅之居住人數,,Table 44 Hualien County Number of Persons of Occupied Housing Units,,,,,,,表４４ 有人經常居住住宅之居住人數,表４４ 花蓮縣有人經常居住住宅之居住人數,表４４,花蓮縣,有人經常居住住宅之居住人數
,,,,,,,,,,Table 44 Number of Persons of Occupied Housing Units,Table 44 Hualien County Number of Persons of Occupied Housing Units,Table 44,Hualien County,Number of Persons of Occupied Housing Units
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,,,
,,總 計,１人,２人,３人,,４人,５人,６人以上,平均每宅居住人口數（人 / 宅）,,,,
,,,,,,,,,,,,,,
,,Grand total,1 person,2 persons,3 persons,,4 persons,5 persons,6 personsand more,Number of personsper housing unit(person/unit),,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,By Township/City/District,,,
,花蓮縣,85131,24829,24266,15489,,10804,4834,4909,3.2,Hualien County,,,
,花蓮市,24455,8050,6937,3993,,2941,1362,1172,3.4,Hualien City,,,
,鳳林鎮,2764,932,898,437,,229,138,130,3,Fenglin Township,,,
,玉里鎮,6646,2185,1930,1138,,762,303,328,2.7,Yuli Township,,,
,新城鄉,5772,1335,1680,1246,,815,359,337,3.5,Xincheng Township,,,
,吉安鄉,25497,5771,7195,5492,,4057,1599,1383,3,Ji'an Township,,,
,壽豐鄉,4991,1735,1360,788,,574,204,330,3.6,Shoufeng Township,,,
,光復鄉,3291,1221,1034,514,,237,136,149,2.9,Guangfu Township,,,
,豐濱鄉,1013,476,285,118,,61,37,36,1.9,Fengbin Township,,,
,瑞穗鄉,2946,1090,927,415,,280,103,131,2.9,Ruisui Township,,,
,富里鄉,2463,739,858,415,,210,120,121,3,Fuli Township,,,
,秀林鄉,3159,685,610,560,,422,318,564,4.0999999999999996,Xiulin Township,,,
,萬榮鄉,1108,311,290,195,,112,88,112,3,Wanrong Township,,,
,卓溪鄉,1026,299,262,178,,104,67,116,3,Zhuoxi Township,,,
