,,民國109年,,,,,2020,,,,,,
,表３１ 花蓮縣住戶數、常住人口數及平均每戶人口數,,"Table 31 Hualien County Number of Households, Resident Population and Average",,,,,,表３１ 住戶數、常住人口數及平均每戶人口數,表３１ 花蓮縣住戶數、常住人口數及平均每戶人口數,表３１,花蓮縣,住戶數、常住人口數及平均每戶人口數
,,,Number of Persons Per Household,,,,,,"Table 31 Number of Households, Resident Population and Average","Table 31 Hualien County Number of Households, Resident Population and Average",Table 31,Hualien County,"Number of Households, Resident Population and Average"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,民國109年11月,,November 2020,,,,,,,,,,
,,總 計Grand total,普通住戶,,Ordinary households,非普通住戶Group quarters,,,,,,,
,,,,,,,,,,,,,
,,戶  數（戶）,常住人口數（人）,平均每戶人口數（人 / 戶）,戶  數（戶）,,常住人口數（人）,平均每戶人口數（人 / 戶）,戶  數（戶）,常住人口數（人）,平均每戶人口數（人 / 戶）,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Number of households (household),Number ofresident population(person),Average number ofpersons per household(person/household),Number of households(household),,Number ofresident population(person),Average number ofpersons per household(person/household),Number of households(household),Number ofresident population(person),Average number ofpersons per household(person/household),,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,,By Township/City/District,
,花蓮縣,108957,300406,2.8,108328,,272082,2.5,629,28324,45,Hualien County,
,花蓮市,34949,88212,2.5,34814,,83453,2.4,135,4759,35.299999999999997,Hualien City,
,鳳林鎮,3589,8604,2.4,3585,,8454,2.4,4,150,37.5,Fenglin Township,
,玉里鎮,7584,22556,3,7498,,17798,2.4,86,4758,55.3,Yuli Township,
,新城鄉,7126,25236,3.5,7062,,20191,2.9,64,5045,78.8,Xincheng Township,
,吉安鄉,28933,82246,2.8,28809,,77058,2.7,124,5188,41.8,Ji'an Township,
,壽豐鄉,7530,24692,3.3,7509,,18019,2.4,21,6673,317.8,Shoufeng Township,
,光復鄉,4247,10473,2.5,4203,,9530,2.2999999999999998,44,943,21.4,Guangfu Township,
,豐濱鄉,1033,2043,2,1026,,1933,1.9,7,110,15.7,Fengbin Township,
,瑞穗鄉,3864,8582,2.2000000000000002,3849,,8501,2.2000000000000002,15,81,5.4,Ruisui Township,
,富里鄉,3265,8012,2.5,3162,,7587,2.4,103,425,4.0999999999999996,Fuli Township,
,秀林鄉,4505,13299,3,4482,,13116,2.9,23,183,8,Xiulin Township,
,萬榮鄉,1196,3378,2.8,1194,,3373,2.8,2,5,2.5,Wanrong Township,
,卓溪鄉,1136,3073,2.7,1135,,3069,2.7,1,4,4,Zhuoxi Township,
