,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況,表１４,臺南市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況
,Table 14 Tainan City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Tainan City,0
,Civilian Resident Population Aged 15 Years and Over,,,(1)總計,,,,
,(1)總計 (1)Grand total,,,(1)Grand total,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,臺南市,918706,534609,340312,43785,,,
,Tainan City,,,,,,,
,新營區,33067,21427,8462,3178,,,
,Xinying District,,,,,,,
,鹽水區,10163,4585,4598,980,,,
,Yanshui District,,,,,,,
,白河區,9404,7080,1513,811,,,
,Baihe District,,,,,,,
,柳營區,9707,6016,3229,462,,,
,Liuying District,,,,,,,
,後壁區,8757,4729,3004,1024,,,
,Houbi District,,,,,,,
,東山區,7631,5725,1683,223,,,
,Dongshan District,,,,,,,
,麻豆區,18708,11798,6570,340,,,
,Madou District,,,,,,,
,下營區,9192,4491,4429,272,,,
,Xiaying District,,,,,,,
,六甲區,9600,4292,4982,326,,,
,Liujia District,,,,,,,
,官田區,11096,7146,3667,283,,,
,Guantian District,,,,,,,
,大內區,4025,1971,1979,75,,,
,Danei District,,,,,,,
,佳里區,26807,15139,11075,593,,,
,Jiali District,,,,,,,
,學甲區,9943,5683,3964,296,,,
,Xuejia District,,,,,,,
,西港區,11983,5338,6318,327,,,
,Xigang District,,,,,,,
,七股區,8168,3872,4110,186,,,
,Qigu District,,,,,,,
,將軍區,6937,3869,2961,107,,,
,Jiangjun District,,,,,,,
,北門區,3906,2502,1309,95,,,
,Beimen District,,,,,,,
,新化區,22571,11600,10104,867,,,
,Xinhua District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）,表１４,臺南市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續１）
,Table 14 Tainan City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Tainan City,0
,Civilian Resident Population Aged 15 Years and Over(Cont.1),,,(1)總計,,,,
,(1)總計 (1)Grand total,,,(1)Grand total,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,善化區,29648,18962,9700,986,,,
,Shanhua District,,,,,,,
,新市區,27145,17612,8831,702,,,
,Xinshi District,,,,,,,
,安定區,15702,7445,7881,376,,,
,Anding District,,,,,,,
,山上區,3229,1646,1479,104,,,
,Shanshang District,,,,,,,
,玉井區,6754,4913,1701,140,,,
,Yujing District,,,,,,,
