,楠西區,4432,3843,548,41,,,
,Nanxi District,,,,,,,
,南化區,3441,2588,785,68,,,
,Nanhua District,,,,,,,
,左鎮區,1436,794,623,19,,,
,Zuozhen District,,,,,,,
,仁德區,39052,23291,12971,2790,,,
,Rende District,,,,,,,
,歸仁區,38066,18896,17119,2051,,,
,Guiren District,,,,,,,
,關廟區,16243,8310,7180,753,,,
,Guanmiao District,,,,,,,
,龍崎區,804,382,392,30,,,
,Longqi District,,,,,,,
,永康區,139299,88662,44871,5766,,,
,Yongkang District,,,,,,,
,東 區,79770,45430,27604,6736,,,
,East District,,,,,,,
,南 區,58218,31598,22959,3661,,,
,South District,,,,,,,
,北 區,61105,32675,25841,2589,,,
,North District,,,,,,,
,安南區,104901,65057,36811,3033,,,
,Annan District,,,,,,,
,安平區,34057,16320,15716,2021,,,
,Anping District,,,,,,,
,中西區,33739,18922,13343,1474,,,
,West Central District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續２）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續２）,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續２）,表１４,臺南市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續２）
,Table 14 Tainan City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Tainan City,0
,Civilian Resident Population Aged 15 Years and Over(Cont.2),,,(2)男性,,,,
,(2)男性 (2)Male,,,(2)Male,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,臺南市,501403,287954,185961,27488,,,
,Tainan City,,,,,,,
,新營區,18012,11443,4736,1833,,,
,Xinying District,,,,,,,
,鹽水區,5886,2768,2509,609,,,
,Yanshui District,,,,,,,
,白河區,5440,4066,899,475,,,
,Baihe District,,,,,,,
,柳營區,5427,3439,1716,272,,,
,Liuying District,,,,,,,
,後壁區,4935,2797,1526,612,,,
,Houbi District,,,,,,,
,東山區,4505,3477,892,136,,,
,Dongshan District,,,,,,,
,麻豆區,10765,6737,3854,174,,,
,Madou District,,,,,,,
,下營區,5352,2621,2581,150,,,
,Xiaying District,,,,,,,
,六甲區,5574,2574,2849,151,,,
,Liujia District,,,,,,,
,官田區,6363,4207,2008,148,,,
,Guantian District,,,,,,,
,大內區,2333,1128,1150,55,,,
,Danei District,,,,,,,
,佳里區,14469,7478,6537,454,,,
,Jiali District,,,,,,,
,學甲區,5868,3253,2393,222,,,
,Xuejia District,,,,,,,
,西港區,6871,3275,3389,207,,,
,Xigang District,,,,,,,
,七股區,4937,2419,2402,116,,,
,Qigu District,,,,,,,
,將軍區,3952,2287,1605,60,,,
,Jiangjun District,,,,,,,
,北門區,2440,1585,791,64,,,
,Beimen District,,,,,,,
,新化區,12608,6441,5584,583,,,
,Xinhua District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續３）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續３）,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續３）,表１４,臺南市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續３）
,Table 14 Tainan City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Tainan City,0
,Civilian Resident Population Aged 15 Years and Over(Cont.3),,,(2)男性,,,,
,(2)男性 (2)Male,,,(2)Male,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,善化區,16473,10409,5459,605,,,
,Shanhua District,,,,,,,
,新市區,14836,9741,4663,432,,,
,Xinshi District,,,,,,,
,安定區,8707,4255,4230,222,,,
,Anding District,,,,,,,
,山上區,1840,969,808,63,,,
,Shanshang District,,,,,,,
,玉井區,3838,2719,1027,92,,,
,Yujing District,,,,,,,
,楠西區,2534,2170,334,30,,,
,Nanxi District,,,,,,,
,南化區,2009,1483,480,46,,,
,Nanhua District,,,,,,,
,左鎮區,894,483,397,14,,,
,Zuozhen District,,,,,,,
,仁德區,20967,12394,6814,1759,,,
,Rende District,,,,,,,
,歸仁區,20792,10049,9337,1406,,,
,Guiren District,,,,,,,
,關廟區,9181,4845,3861,475,,,
,Guanmiao District,,,,,,,
,龍崎區,506,260,224,22,,,
,Longqi District,,,,,,,
,永康區,74333,46571,24287,3475,,,
,Yongkang District,,,,,,,
,東 區,41819,22741,14709,4369,,,
,East District,,,,,,,
,南 區,31335,16819,12100,2416,,,
,South District,,,,,,,
,北 區,32283,16794,13814,1675,,,
,North District,,,,,,,
,安南區,57843,35786,20224,1833,,,
,Annan District,,,,,,,
,安平區,17331,8012,8006,1313,,,
,Anping District,,,,,,,
,中西區,18145,9459,7766,920,,,
,West Central District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續４）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續４）,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續４）,表１４,臺南市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續４）
,Table 14 Tainan City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Tainan City,0
,Civilian Resident Population Aged 15 Years and Over(Cont.4),,,(3)女性,,,,
,(3)女性 (3)Female,,,(3)Female,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,按鄉鎮市區別分,,,,,,,
,By Township/City/District,,,,,,,
,臺南市,417303,246655,154351,16297,,,
,Tainan City,,,,,,,
,新營區,15055,9984,3726,1345,,,
,Xinying District,,,,,,,
,鹽水區,4277,1817,2089,371,,,
,Yanshui District,,,,,,,
,白河區,3964,3014,614,336,,,
,Baihe District,,,,,,,
,柳營區,4280,2577,1513,190,,,
,Liuying District,,,,,,,
,後壁區,3822,1932,1478,412,,,
,Houbi District,,,,,,,
,東山區,3126,2248,791,87,,,
,Dongshan District,,,,,,,
,麻豆區,7943,5061,2716,166,,,
,Madou District,,,,,,,
,下營區,3840,1870,1848,122,,,
,Xiaying District,,,,,,,
,六甲區,4026,1718,2133,175,,,
,Liujia District,,,,,,,
,官田區,4733,2939,1659,135,,,
,Guantian District,,,,,,,
,大內區,1692,843,829,20,,,
,Danei District,,,,,,,
,佳里區,12338,7661,4538,139,,,
,Jiali District,,,,,,,
,學甲區,4075,2430,1571,74,,,
,Xuejia District,,,,,,,
,西港區,5112,2063,2929,120,,,
,Xigang District,,,,,,,
,七股區,3231,1453,1708,70,,,
,Qigu District,,,,,,,
,將軍區,2985,1582,1356,47,,,
,Jiangjun District,,,,,,,
,北門區,1466,917,518,31,,,
,Beimen District,,,,,,,
,新化區,9963,5159,4520,284,,,
,Xinhua District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
,,,,,,,,
,,,,,,,,
,單位：人,民國109年,2020,Unit:Person,,,,
,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,,,表１４ １５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４ 臺南市１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）,表１４,臺南市,１５歲以上民間常住人口有工作者之工作地與經常居住地概況（續完）
,Table 14 Tainan City Working and Usually Living Place of the Employed,,,#rtitle1,0,0,Tainan City,0
,Civilian Resident Population Aged 15 Years and Over(End),,,(3)女性,,,,
,(3)女性 (3)Female,,,(3)Female,,,,
,,,,,,,,
,單位：人                民國109年11月November 2020                Unit:Person,,,,,,,
,,總 計,同現住鄉鎮市區,同現住縣市不同鄉鎮市區,不同縣市或國外地區,,,
,,,,,,,,
,,,,,,,,
,,Grand total,Same township/city/district,Same county/city,Other county/city or overseas,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,善化區,13175,8553,4241,381,,,
,Shanhua District,,,,,,,
,新市區,12309,7871,4168,270,,,
,Xinshi District,,,,,,,
,安定區,6995,3190,3651,154,,,
,Anding District,,,,,,,
,山上區,1389,677,671,41,,,
,Shanshang District,,,,,,,
,玉井區,2916,2194,674,48,,,
,Yujing District,,,,,,,
,楠西區,1898,1673,214,11,,,
,Nanxi District,,,,,,,
,南化區,1432,1105,305,22,,,
,Nanhua District,,,,,,,
,左鎮區,542,311,226,5,,,
,Zuozhen District,,,,,,,
,仁德區,18085,10897,6157,1031,,,
,Rende District,,,,,,,
,歸仁區,17274,8847,7782,645,,,
,Guiren District,,,,,,,
,關廟區,7062,3465,3319,278,,,
,Guanmiao District,,,,,,,
,龍崎區,298,122,168,8,,,
,Longqi District,,,,,,,
,永康區,64966,42091,20584,2291,,,
,Yongkang District,,,,,,,
,東 區,37951,22689,12895,2367,,,
,East District,,,,,,,
,南 區,26883,14779,10859,1245,,,
,South District,,,,,,,
,北 區,28822,15881,12027,914,,,
,North District,,,,,,,
,安南區,47058,29271,16587,1200,,,
,Annan District,,,,,,,
,安平區,16726,8308,7710,708,,,
,Anping District,,,,,,,
,中西區,15594,9463,5577,554,,,
,West Central District,,,,,,,
,註：本表資料不含勞動部核准引進之產業及社福移工。,,,,,,,
,Note：This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.,,,,,,,
