,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,,,
,,總 計,１間,２間,３間,,４間,５間,６間以上,平均每宅房廳數（間 / 宅）,,,,
,,,,,,,,,,,,,,
,,Grand total,1 room,2 rooms,3 rooms,,4 rooms,5 rooms,6 roomsand more,Average numberof rooms perhousing unit(room/unit),,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按樓地板面積分,,,,,,,,,,By Total Floor Area,,,
,總計,561453,7467,25954,48812,,147328,162907,168985,4.9000000000000004,Grand Total,,,
,未滿６０平方公尺,42457,6527,13777,10544,,10436,1023,150,2.7,Under 60 Square Meters,,,
,６０－未滿１２０平方公尺,182135,645,7693,24006,,70605,54432,24754,4.4000000000000004,60-Under 120 Square Meters,,,
,１２０－未滿１８０平方公尺,210055,238,3342,8685,,45672,73482,78636,5.2,120-Under 180 Square Meters,,,
,１８０－未滿３００平方公尺,114163,57,1124,5525,,20081,31922,55454,5.5,180-Under 300 Square Meters,,,
,３００平方公尺以上,12643,-,18,52,,534,2048,9991,7.2,300 Square Meters and More,,,
