,,民國109年,,,,,2020,,,,,,
,表３１ 澎湖縣住戶數、常住人口數及平均每戶人口數,,"Table 31 Penghu County Number of Households, Resident Population and Average",,,,,,表３１ 住戶數、常住人口數及平均每戶人口數,表３１ 澎湖縣住戶數、常住人口數及平均每戶人口數,表３１,澎湖縣,住戶數、常住人口數及平均每戶人口數
,,,Number of Persons Per Household,,,,,,"Table 31 Number of Households, Resident Population and Average","Table 31 Penghu County Number of Households, Resident Population and Average",Table 31,Penghu County,"Number of Households, Resident Population and Average"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,民國109年11月,,November 2020,,,,,,,,,,
,,總 計Grand total,普通住戶,,Ordinary households,非普通住戶Group quarters,,,,,,,
,,,,,,,,,,,,,
,,戶  數（戶）,常住人口數（人）,平均每戶人口數（人 / 戶）,戶  數（戶）,,常住人口數（人）,平均每戶人口數（人 / 戶）,戶  數（戶）,常住人口數（人）,平均每戶人口數（人 / 戶）,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Number of households (household),Number ofresident population(person),Average number ofpersons per household(person/household),Number of households(household),,Number ofresident population(person),Average number ofpersons per household(person/household),Number of households(household),Number ofresident population(person),Average number ofpersons per household(person/household),,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,,By Township/City/District,
,澎湖縣,27888,81738,2.9,27417,,70423,2.6,471,11315,24,Penghu County,
,馬公市,18974,54952,2.9,18803,,48573,2.6,171,6379,37.299999999999997,Magong City,
,湖西鄉,3295,11578,3.5,3250,,8912,2.7,45,2666,59.2,Huxi Township,
,白沙鄉,2211,5826,2.6,2166,,5368,2.5,45,458,10.199999999999999,Baisha Township,
,西嶼鄉,2059,6151,3,1953,,5066,2.6,106,1085,10.199999999999999,Xiyu Township,
,望安鄉,679,1744,2.6,601,,1196,2,78,548,7,Wang'an Township,
,七美鄉,670,1487,2.2000000000000002,644,,1308,2,26,179,6.9,Qimei Township,
