,民國109年,單位：宅,,,,,2020,Unit:Housing unit,,,,,,
,表３７ 澎湖縣住宅使用情形,,Table 37 Penghu County Housing Usage Status,,,,,,,表３７ 住宅使用情形,表３７ 澎湖縣住宅使用情形,表３７,澎湖縣,住宅使用情形
,,,,,,,,,,Table 37 Housing Usage Status,Table 37 Penghu County Housing Usage Status,Table 37,Penghu County,Housing Usage Status
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                  Unit:Housing unit,,,,,,,,,,,
,,總計,有人經常居住住宅,,,無人經常居住住宅  Unoccupied (for other uses or vacant),,,,,,,,
,,,,,,,,,,,,,,
,,合計,,偶爾自住,自住以外用途（如辦公室、倉庫等）,目前沒有使用,,,,,,,,
,,,,,,,,,,,,,,
,,Grand total,Occupied,,,,,,,,,,,
,,Total,,Owner occupiedsometimes,Unoccupied butfor other uses,Not in use now,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,By Township/City/District,,,,,
,澎湖縣,31003,21955,9048,,3294,1611,4143,Penghu County,,,,,
,馬公市,19434,14369,5065,,1656,1237,2172,Magong City,,,,,
,湖西鄉,4275,3054,1221,,444,137,640,Huxi Township,,,,,
,白沙鄉,2629,1819,810,,374,44,392,Baisha Township,,,,,
,西嶼鄉,2547,1714,833,,440,124,269,Xiyu Township,,,,,
,望安鄉,1190,502,688,,198,27,463,Wang'an Township,,,,,
,七美鄉,928,497,431,,182,42,207,Qimei Township,,,,,
