,單位：宅,民國109年,,,,2020,Unit:Housing unit,,,,,
,表３９ 澎湖縣住宅之樓地板面積,,Table 39 Penghu County Total Floor Area of Housing Units,,,,,表３９ 住宅之樓地板面積,表３９ 澎湖縣住宅之樓地板面積,表３９,澎湖縣,住宅之樓地板面積
,,,,,,,,Table 39 Total Floor Area of Housing Units,Table 39 Penghu County Total Floor Area of Housing Units,Table 39,Penghu County,Total Floor Area of Housing Units
,,,,,,,,,,,,
,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,
,,總 計,未滿６０平方公尺,６０－未滿１２０平方公尺,,１２０－未滿１８０平方公尺,１８０－未滿３００平方公尺,３００平方公尺以上,平均每宅面積（平方公尺 / 宅）,,,
,,,,,,,,,,,,
,,Grand total,Under 60square meters,60-under 120square meters,,120-under 180square meters,180-under 300square meters,300 squaremetersand more,Average floor areaper housing unit(square meter/unit),,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,By Township/City/District,,
,澎湖縣,31003,3485,11486,,8770,6864,398,135.9,Penghu County,,
,馬公市,19434,1837,6867,,5361,5059,310,143.6,Magong City,,
,湖西鄉,4275,505,1382,,1439,915,34,135.19999999999999,Huxi Township,,
,白沙鄉,2629,313,1089,,794,407,26,124.7,Baisha Township,,
,西嶼鄉,2547,417,1153,,725,236,16,111.7,Xiyu Township,,
,望安鄉,1190,224,528,,269,160,9,113.3,Wang'an Township,,
,七美鄉,928,189,467,,182,87,3,104,Qimei Township,,
