,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 臺北市普通住戶之家戶型態,,Table 33 Taipei City Family Household Type of Ordinary Households,,表３３ 普通住戶之家戶型態,表３３ 臺北市普通住戶之家戶型態,表３３,臺北市,普通住戶之家戶型態,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households,Table 33 Taipei City Family Household Type of Ordinary Households,Table 33,Taipei City,Family Household Type of Ordinary Households,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,,,,,,By Township/City/District
,臺北市,935990,483778,120374,296854,66550,121418,,76875,34549,9994,265430,65364,50577,14787,Taipei City
,松山區,67846,36112,8741,22098,5273,7910,,4879,2285,746,18608,5216,3574,1642,Songshan District
,信義區,82600,41402,10374,24753,6275,10967,,6628,3341,998,24000,6231,4875,1356,Xinyi District
,大安區,99970,54183,15136,32472,6575,12045,,7531,3593,921,26971,6771,4891,1880,Da'an District
,中山區,97101,42446,11802,24226,6418,9888,,6284,2676,928,38597,6170,4656,1514,Zhongshan District
,中正區,56725,29283,8751,17267,3265,6530,,3715,2136,679,17223,3689,2757,932,Zhongzheng District
,大同區,42625,19908,4438,12429,3041,5987,,3668,1848,471,13492,3238,2670,568,Datong District
,萬華區,72871,31650,7886,17878,5886,9306,,5949,2587,770,26048,5867,4389,1478,Wanhua District
,文山區,94887,53296,12497,34264,6535,11654,,7487,3126,1041,23701,6236,4891,1345,Wenshan District
,南港區,44405,24417,5943,15139,3335,6441,,4099,1834,508,10522,3025,2541,484,Nangang District
,內湖區,97710,56793,12629,37179,6985,13397,,9109,3368,920,21481,6039,4834,1205,Neihu District
,士林區,97875,51497,12110,32512,6875,14371,,9294,4050,1027,24661,7346,5926,1420,Shilin District
,北投區,81375,42791,10067,26637,6087,12922,,8232,3705,985,20126,5536,4573,963,Beitou District
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶,民國109年,,,,,,,2020,,Unit:Household,,,,,
,表３３ 臺北市普通住戶之家戶型態（續）,,Table 33 Taipei City Family Household Type of Ordinary Households(Cont.),,表３３ 普通住戶之家戶型態（續）,表３３ 臺北市普通住戶之家戶型態（續）,表３３,臺北市,普通住戶之家戶型態（續）,,,,,,,
,,,,,Table 33 Family Household Type of Ordinary Households(Cont.),Table 33 Taipei City Family Household Type of Ordinary Households(Cont.),Table 33,Taipei City,Family Household Type of Ordinary Households(Cont.),,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,,,,,,
,,總 計,核心家戶 Nucleus family household,主幹家戶,,Stem family household,單人家戶,其他家戶 Other household,,,,,,,,
,,合計,夫婦、配偶或同居伴侶,父母與未婚子女,父（或母）與未婚子女（單親家庭）,合計,,袓父母、父母及未婚子女,父母與已婚子女,袓父母與未婚孫子女（隔代家庭）,合計,有親屬關係,無親屬關係,,,
,,,,,,,,,,,,,,,,
