,大安區,141034,106312,9649,,6638,14112,4323,Da'an District
,中山區,119477,88993,11789,,5684,10627,2384,Zhongshan District
,中正區,73193,56357,4714,,3301,7052,1769,Zhongzheng District
,大同區,57903,46958,5282,,2232,2668,763,Datong District
,萬華區,89756,73250,7682,,3511,4570,743,Wanhua District
,文山區,135487,103372,13192,,4700,12148,2075,Wenshan District
,南港區,61476,48669,4902,,3854,3230,821,Nangang District
,內湖區,141313,114492,12564,,4894,8038,1325,Neihu District
,士林區,145532,112875,11966,,6315,10971,3405,Shilin District
,北投區,125583,96343,11551,,4169,11631,1889,Beitou District
,註：1.本表資料不含勞動部核准引進之產業及社福移工。  2.本表係比較5年前居住地與現住處所之異同。,,Note：1.This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.2.This table compares the difference between the living place 5 years ago and the usually living place.,,,,,,
