,單位：宅,民國109年,,,,2020,Unit:Housing unit,,,,,
,表３９ 臺北市住宅之樓地板面積,,Table 39 Taipei City Total Floor Area of Housing Units,,,,,表３９ 住宅之樓地板面積,表３９ 臺北市住宅之樓地板面積,表３９,臺北市,住宅之樓地板面積
,,,,,,,,Table 39 Total Floor Area of Housing Units,Table 39 Taipei City Total Floor Area of Housing Units,Table 39,Taipei City,Total Floor Area of Housing Units
,,,,,,,,,,,,
,,,,,,,,,,,,
,單位：宅                      民國109年11月,,November 2020                    Unit:Housing unit,,,,,,,,,
,,總 計,未滿６０平方公尺,６０－未滿１２０平方公尺,,１２０－未滿１８０平方公尺,１８０－未滿３００平方公尺,３００平方公尺以上,平均每宅面積（平方公尺 / 宅）,,,
,,,,,,,,,,,,
,,Grand total,Under 60square meters,60-under 120square meters,,120-under 180square meters,180-under 300square meters,300 squaremetersand more,Average floor areaper housing unit(square meter/unit),,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,By Township/City/District,,
,臺北市,950496,181729,584030,,138615,42700,3422,94.5,Taipei City,,
,松山區,64249,9792,40842,,11644,1900,71,97.2,Songshan District,,
,信義區,79390,11259,56995,,8949,2119,68,91.4,Xinyi District,,
,大安區,111460,15698,60699,,26535,8149,379,107.5,Da'an District,,
,中山區,107888,36141,51785,,14165,5639,158,86.6,Zhongshan District,,
,中正區,56395,10897,31491,,10707,2981,319,99.1,Zhongzheng District,,
,大同區,49326,12497,26771,,7010,2695,353,93.2,Datong District,,
,萬華區,72108,26059,38337,,5873,1653,186,77.3,Wanhua District,,
,文山區,92284,14514,63749,,10687,3250,84,91.7,Wenshan District,,
,南港區,40363,5122,30243,,3950,989,59,89.6,Nangang District,,
,內湖區,94734,12277,68601,,10809,2864,183,90.9,Neihu District,,
,士林區,95893,14714,58654,,15848,5707,970,102.8,Shilin District,,
,北投區,86406,12759,55863,,12438,4754,592,100.7,Beitou District,,
