,單位：戶,民國109年,,,,,2020,Unit:Household,,,
,表３２ 臺北市普通住戶之戶內人口數,,Table 32 Taipei City Number of Persons of Ordinary Households,,表３２ 普通住戶之戶內人口數,表３２ 臺北市普通住戶之戶內人口數,表３２,臺北市,普通住戶之戶內人口數,,
,,,,,Table 32 Number of Persons of Ordinary Households,Table 32 Taipei City Number of Persons of Ordinary Households,Table 32,Taipei City,Number of Persons of Ordinary Households,,
,,,,,,,,,,,
,,,,,,,,,,,
,單位：戶                      民國109年11月,,November 2020                   Unit:Household,,,,,,,,
,,總 計,１人,２人,３人,,４人,５人,６人以上,平均每戶人口數（人 / 戶）,
,,,,,,,,,,,
,,,,,,,,,,,
,,Grand total,1 person,2 persons,3 persons,,4 persons,5 persons,6 personsand more,Average number ofpersons per household(person/household),
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,按鄉鎮市區別分,,,,,,,,,,By Township/City/District
,臺北市,935990,265430,235697,195174,,152523,52285,34881,2.7,Taipei City
,松山區,67846,18608,18203,15068,,10332,3572,2063,2.6,Songshan District
,信義區,82600,24000,20458,17899,,12678,4580,2985,2.6,Xinyi District
,大安區,99970,26971,27152,21622,,16381,4856,2988,2.6,Da'an District
,中山區,97101,38597,23897,15931,,11681,3995,3000,2.2999999999999998,Zhongshan District
,中正區,56725,17223,16446,11301,,7715,2443,1597,2.5,Zhongzheng District
,大同區,42625,13492,9667,8242,,6720,2884,1620,2.7,Datong District
,萬華區,72871,26048,18107,12593,,9864,3461,2798,2.5,Wanhua District
,文山區,94887,23701,23772,20903,,18196,5164,3151,2.7,Wenshan District
,南港區,44405,10522,11322,9519,,8608,2662,1772,2.8,Nangang District
,內湖區,97710,21481,23237,23687,,18625,6437,4243,2.8,Neihu District
,士林區,97875,24661,23744,21111,,17208,6740,4411,2.8,Shilin District
,北投區,81375,20126,19692,17298,,14515,5491,4253,2.8,Beitou District
