黃麗妃L08111年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 111 年,,2 0 2 2,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,8968428,6113553,2854875,Total
"未滿200,000元",55254,26605,28648,"Under NT$200,000"
"200,000～299,999",202384,85708,116676,"200,000～299,999"
"300,000～399,999",333882,162735,171147,"300,000～399,999"
"400,000～499,999",452026,238310,213717,"400,000～499,999"
"500,000～599,999",476471,274036,202436,"500,000～599,999"
"600,000～699,999",459551,263116,196436,"600,000～699,999"
"700,000～799,999",478762,288174,190588,"700,000～799,999"
"800,000～899,999",485725,292240,193486,"800,000～899,999"
"900,000～999,999",505207,325321,179885,"900,000～999,999"
"1,000,000～1,099,999",516294,341834,174460,"1,000,000～1,099,999"
"1,100,000～1,199,999",463006,322060,140947,"1,100,000～1,199,999"
"1,200,000～1,299,999",446835,323648,123186,"1,200,000～1,299,999"
"1,300,000～1,399,999",417671,306658,111013,"1,300,000～1,399,999"
"1,400,000～1,499,999",447476,342892,104584,"1,400,000～1,499,999"
"1,500,000～1,649,999",538326,410833,127493,"1,500,000～1,649,999"
"1,650,000～1,799,999",472942,343066,129876,"1,650,000～1,799,999"
"1,800,000～1,999,999",472143,373580,98564,"1,800,000～1,999,999"
"2,000,000～2,299,999",575851,447300,128552,"2,000,000～2,299,999"
"2,300,000～2,699,999",476185,374927,101259,"2,300,000～2,699,999"
"2,700,000～3,499,999",415528,336356,79172,"2,700,000～3,499,999"
"3,500,000元及以上",276909,234157,42752,"Above $3,500,000"
