appleL1390年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2001"
,,,,,,,
第2表 所得收入者平均每人所得來源按農家、非農家及都市化程度別分,Table 2. Income Sources of Income Recipients by Farm or,,,,,,
,,,,Non-farm and Degree of Urbanization,,,
,,,,,,,
,民 國 90 年,,單位：元,2 0 0 1,Unit：NT$,,
,,,,都  市  化  程  度,,,
,總 平 均,農 家,非 農 家,Degree  of  urbanization,,,
,General average,Farm,Non-farm,都 市,城 鎮,鄉 村,
,,,,City,Town,Village,
所得收入者人數,11042460,1329352,9713108,7703379,2260745,1078335,No. of income recipients
一、所得收入總計,611561,426056,636950,675014,492035,408855,A.Total receipts
1.受僱人員報酬,365164,189261,389238,411611,293367,183879,1.Compensation of employees
(1)本業薪資,284072,152124,302130,317158,235079,150428,(1)Full time payroll
(2)兼業薪資,16769,10759,17592,19306,11724,9223,(2)Part time payroll
(3)其他收入,64323,26379,69517,75148,46564,24229,(3)Other receipts or subsidies
2.產業主所得,107512,128383,104656,111640,90348,114009,2.Entrepreneurial income
(1)農業淨收入,12095,90021,1430,2347,17354,70702,(1)Net agricultural income
(2)營業淨收入,88286,35982,95445,100087,69820,42702,(2)Net operation surplus
(3)執行業務淨收入,7131,2381,7781,9206,3173,604,(3)Net professional income
3.財產所得收入,37054,19268,39488,45628,17889,15979,3. Property income
4.自用住宅設算租金收入,39719,27356,41411,44156,32325,23523,4.Imputed rent income
5.經常移轉收入,62032,61695,62079,61898,58052,71339,5.Current transfer receipts
(1)從私人,20582,19466,20735,21547,16578,22080,(1)From individuals
(2)從政府,13739,17023,13290,12462,14637,20982,(2)From government
(3)社會保險受益,26168,24881,26344,26118,25505,27917,(3)Benefit of social insurance
(4)從企業,679,312,729,805,409,345,(4)From enterprises
(5)從國外,865,12,981,967,922,15,(5)From abroad
6.雜項收入,80,93,78,81,55,126,6.Miscellaneous receipts
二、非消費支出,111420,63161,118025,125706,86575,61456,B.Nonconsumption expenditures
1.利息支出,25192,7217,27652,29801,17263,8893,1.Interest
2.經常移轉支出,86228,55944,90373,95905,69312,52564,2.Current transfer expenditures
(1)對私人,28141,19740,29291,31325,21694,18919,(1)To private
(2)對政府,19106,11138,20196,21972,14080,9162,(2)To government
(3)社會保險,36638,24877,38247,39440,32916,24420,(3)Social insurance
(4)對國外,2343,189,2638,3168,622,63,(4)To abroad
三、可支配所得,500141,362896,518925,549309,405460,347398,C.Disposable income
