L10103年家庭收支調查報告,,,,
,,,,
第9表家庭住宅及主要設備概況按農家、非農家分,,,,
,,,,
民 國 103 年,,,,
,,,,
,總 平 均,農 家,非 農 家,
(6)數位相機,38.700000000000003,24.79,40.119999999999997,(6)Digital camera
(7)電視遊樂器,7.33,2.0099999999999998,7.87,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),84.78,72.94,85.99,(8)Cable TV(MOD included)
(9)家用電腦,70.680000000000007,53.5,72.430000000000007,(9)Personal computer
(10)電話機,94.01,97.6,93.65,(10)Telephone
(11)行動電話,93.14,88.94,93.57,(11)Cell phone
(12)連網(使用電腦或其他設備),75.849999999999994,58.48,77.62,(12)Internet facility
,,,,
,,,,"The Survey of Family Income and Expenditure, 2014"
,,,,
Table 9. Household Housing and Household Facilities by Farm or Non-farm,,,,
,,,,
2 0 1 4,,,,
,,,,
,總 平 均,農 家,非 農 家,
,General,Farm,Non-farm,
,average,,,
,,,,
(13)汽車,58.69,66.77,57.86,(13)Sedan vehicle
(14)機車,82.86,91.83,81.94,(14)Motorcycle
(15)電磁爐,35.369999999999997,26.34,36.29,(15)Electro-magnetic oven
(16)冷暖氣機,91.74,84.19,92.51,(16)Air conditioner
(17)除濕機,31.65,16.88,33.15,(17)Dehumidifier
(18)洗衣機,98.46,98.31,98.47,(18)Washing machine
(19)烘衣機,14.43,13.07,14.57,(19)Drier
(20)空氣清淨機,10.36,3.11,11.1,(20)Air-clean machine
(21)濾水器,34.51,26.13,35.36,(21)Water filter machine
(22)吸塵器,41.27,25.2,42.9,(22)Vacuum cleaner
(23)熱水器,98.93,97.84,99.04,(23)Geyser
(24)開飲機,47.78,56.89,46.86,(24)Hot-warm water fountain
(25)微波爐,42.07,31.07,43.19,(25)Microwave oven
(26)報紙,14.62,18.190000000000001,14.25,(26)Newspaper
(27)期刊雜誌,5.77,2.4,6.11,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,2.Average No. per hundred households
(1)彩色電視機,157.25,159.76,157,(1)Color TV
一般彩色電視機,47.17,63.26,45.53,Non-LCD TV
液晶、電漿電視,110.08,96.5,111.47,LCD、PDP TV
(2)數位影音光碟機,29.76,14.23,31.35,(2)DVD player
(3)攝影機,6.03,2.27,6.41,(3)Movies camera
(4)音響,28.46,19.95,29.33,(4)Stereo
(5)鋼琴(含電子琴),8.73,3.54,9.26,(5)Piano
(6)數位相機,45.69,28.78,47.41,(6)Digital camera
(7)電視遊樂器,7.93,2.13,8.52,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),87.3,73.69,88.69,(8)Cable TV(MOD included)
(9)家用電腦,102.66,72.59,105.73,(9)Personal computer
(10)電話機,101.04,102.72,100.87,(10)Telephone
(11)行動電話,236.88,225.37,238.06,(11)Cell phone
(12)汽車,69.680000000000007,87.89,67.819999999999993,(12)Sedan vehicle
(13)機車,150.27000000000001,175.99,147.65,(13)Motorcycle
(14)電磁爐,35.909999999999997,26.59,36.86,(14)Electro-magnetic oven
(15)冷暖氣機,226.74,196.91,229.79,(15)Air conditioner
(16)除濕機,38.78,20.69,40.630000000000003,(16)Dehumidifier
(17)洗衣機,100.84,101.63,100.76,(17)Washing machine
(18)烘衣機,14.5,13.19,14.63,(18)Drier
(19)空氣清淨機,11.7,3.25,12.56,(19)Air-clean machine
(20)濾水器,34.9,26.39,35.770000000000003,(20)Water filter machine
(21)吸塵器,43.71,26.29,45.48,(21)Vacuum cleaner
(22)熱水器,106.41,110.1,106.03,(22)Geyser
(23)開飲機,48.88,59.35,47.82,(23)Hot-warm water fountain
(24)微波爐,42.34,31.21,43.47,(24)Microwave oven
(25)報紙,15.15,18.43,14.82,(25)Newspaper
(26)期刊雜誌,6.98,2.57,7.43,(26)Magazine
