黃麗妃L0884年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 84 年,,1 9 9 5,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,5731179,4917210,813969,Total
"未滿200,000元",125268,71305,53963,"Under NT$200,000"
"200,000～299,999",196293,134939,61354,"200,000～299,999"
"300,000～399,999",267610,189035,78575,"300,000～399,999"
"400,000～499,999",318986,238091,80895,"400,000～499,999"
"500,000～599,999",394237,309540,84697,"500,000～599,999"
"600,000～699,999",508179,422202,85977,"600,000～699,999"
"700,000～799,999",509810,446688,63122,"700,000～799,999"
"800,000～899,999",490299,442298,48001,"800,000～899,999"
"900,000～999,999",467353,423580,43773,"900,000～999,999"
"1,000,000～1,099,999",388845,351785,37060,"1,000,000～1,099,999"
"1,100,000～1,199,999",348915,317147,31768,"1,100,000～1,199,999"
"1,200,000～1,299,999",304461,276116,28345,"1,200,000～1,299,999"
"1,300,000～1,399,999",241890,224698,17192,"1,300,000～1,399,999"
"1,400,000～1,499,999",199142,180874,18268,"1,400,000～1,499,999"
"1,500,000～1,649,999",227818,205657,22161,"1,500,000～1,649,999"
"1,650,000～1,799,999",190347,173277,17070,"1,650,000～1,799,999"
"1,800,000～1,999,999",181473,167719,13754,"1,800,000～1,999,999"
"2,000,000～2,299,999",159329,149171,10158,"2,000,000～2,299,999"
"2,300,000～2,699,999",103902,96591,7311,"2,300,000～2,699,999"
"2,700,000～3,499,999",74863,68746,6117,"2,700,000～3,499,999"
"3,500,000元及以上",32159,27751,4408,"Above $3,500,000"
