2020-08-14T00:00:00L13108年家庭收支調查報告,,,,
,,,,
第5表 所得收入者平均每人所得來源按農家、非農家分,,,,
Table 5. Income Sources of Income Recipients by Farm or Non-farm,,,,
,,,,單位：元
,民 國 108 年,,2 0 1 9,Unit：NT$
,,,,
,總 平 均,農 家,非 農 家,
,General average,Farm,Non-farm,
,,,,
所得收入者人數,15527633.989,1198071.6061,14329562.383,No. of income recipients
一、所得收入總計,666576.91553,537034.73532,677407.72835,A.Total receipts
1.受僱人員報酬,404483.03045,206081.14359,421071.09231,1.Compensation of employees
(1)本業薪資,301428.02569,154783.58782,313688.73069,(1)Full time payroll
(2)兼業薪資,23907.078524,14152.647565,24722.630769,(2)Part time payroll
(3)其他收入,79147.926243,37144.908207,82659.730856,(3)Other receipts or subsidies
2.產業主所得,88406.346778,174122.11206,81239.789849,2.Entrepreneurial income
(1)農業淨收入,10910.727934,126383.70893,1256.2181803,(1)Net agricultural income
(2)營業淨收入,77495.618843,47738.403129,79983.571669,(2)Net operation surplus
3.財產所得收入,30124.539802,16329.928545,31277.885007,3. Property income
4.自用住宅設算租金收入,40003.474455,29474.198346,40883.810253,4.Imputed rent income
5.經常移轉收入,103535.23238,110987.44162,102912.16518,5.Current transfer receipts
(1)從私人,32513.179031,28808.338698,32822.934758,(1)From individuals
(2)從政府,17553.833242,31261.294882,16407.774476,(2)From government
(3)社會保險受益,51751.069688,49929.30083,51903.384845,(3)Benefit of social insurance
(4)從企業,1190.3244073,988.50721364,1207.1980174,(4)From enterprises
(5)從國外,526.8260137,0,570.87308726,(5)From abroad
6.雜項收入,24.291662875,39.911157787,22.98574209,6.Miscellaneous receipts
二、非消費支出,108942.5298,70315.571193,112172.06753,B.Nonconsumption expenditures
1.利息支出,5959.3684984,1357.8153804,6344.0969351,1.Interest
2.經常移轉支出,102983.16131,68957.755813,105827.9706,2.Current transfer expenditures
(1)對私人,24747.628305,17157.916885,25382.191839,(1)To private
(2)對政府,18648.993198,12055.272008,19200.283595,(2)To government
(3)社會保險,58670.032586,39589.15446,60265.354041,(3)Social insurance
(4)對國外,916.50721618,155.41245976,980.14112159,(4)To abroad
三、可支配所得,557634.38573,466719.16413,565235.66082,C.Disposable income
