黃麗妃L0898年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 98 年,,2 0 0 9,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,7688014,5663346,2024668,Total
"未滿200,000元",139610,66413,73197,"Under NT$200,000"
"200,000～299,999",306759,153306,153453,"200,000～299,999"
"300,000～399,999",425030,246651,178380,"300,000～399,999"
"400,000～499,999",455105,278813,176292,"400,000～499,999"
"500,000～599,999",451948,287426,164522,"500,000～599,999"
"600,000～699,999",524280,356050,168230,"600,000～699,999"
"700,000～799,999",532258,377555,154702,"700,000～799,999"
"800,000～899,999",583414,438071,145342,"800,000～899,999"
"900,000～999,999",533893,413276,120617,"900,000～999,999"
"1,000,000～1,099,999",495176,385452,109723,"1,000,000～1,099,999"
"1,100,000～1,199,999",465400,372843,92557,"1,100,000～1,199,999"
"1,200,000～1,299,999",403738,326799,76939,"1,200,000～1,299,999"
"1,300,000～1,399,999",354047,286487,67560,"1,300,000～1,399,999"
"1,400,000～1,499,999",296667,242906,53761,"1,400,000～1,499,999"
"1,500,000～1,649,999",363699,299843,63856,"1,500,000～1,649,999"
"1,650,000～1,799,999",281778,234565,47213,"1,650,000～1,799,999"
"1,800,000～1,999,999",287358,229997,57361,"1,800,000～1,999,999"
"2,000,000～2,299,999",297859,249079,48780,"2,000,000～2,299,999"
"2,300,000～2,699,999",228921,189892,39029,"2,300,000～2,699,999"
"2,700,000～3,499,999",177255,154974,22281,"2,700,000～3,499,999"
"3,500,000元及以上",83819,72949,10870,"Above $3,500,000"
