appleL1285年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1996"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 85 年,,,,單位：元,1 9 9 6 Unit:NT$,,,,,民 國 85 年,,,,單位：元,1 9 9 6 Unit:NT$,,,,,,民 國 85 年,,,,,單位：元,1 9 9 6 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
所得收入者人數,10125790,1421261,736479,1697955,201153,736577,199717,No. of income recipients,,所得收入者人數,237529,599772,498684,236525,288635,220396,505900,559379,No. of income recipients,,所得收入者人數,409887,105229,164393,36770,180456,177704,417201,120148,374040,No. of income recipients
一、所得收入總計,559358,782830,611356,558130,473950,552201,507632,A.Total receipts,,一、所得收入總計,495397,515548,442098,475470,409541,422383,456848,476292,A.Total receipts,,一、所得收入總計,488232,429167,529956,511821,570236,560481,621533,570601,533912,A.Total receipts
1.受僱人員報酬,336131,486265,379012,365169,281025,345439,315292,1.Compensation of employees,,1.受僱人員報酬,271446,294374,248937,240188,198921,191198,259924,297264,1.Compensation of employees,,1.受僱人員報酬,277919,220812,288557,328974,377641,344646,336743,320219,307479,1.Compensation of employees
(1)本業薪資,268073,379323,300295,300127,221649,266178,253706,(1)Full time payroll,,(1)本業薪資,212749,241820,206822,192058,161756,155131,215485,236659,(1)Full time payroll,,(1)本業薪資,218771,174772,222438,249471,307380,263886,259985,245429,247907,(1)Full time payroll
(2)兼業薪資,12668,16664,14080,8130,15392,16499,11250,(2)Part time payroll,,(2)兼業薪資,14453,8673,3602,12706,13331,10566,8031,14431,(2)Part time payroll,,(2)兼業薪資,14822,11588,25524,19462,9033,22589,17634,14986,11144,(2)Part time payroll
(3)其他收入,55389,90279,64637,56912,43984,62761,50336,(3)Other receipts or subsidies,,(3)其他收入,44244,43880,38513,35423,23834,25501,36408,46173,(3)Other receipts or subsidies,,(3)其他收入,44326,34451,40594,60041,61227,58171,59124,59803,48427,(3)Other receipts or subsidies
2.產業主所得,109046,124324,104523,87892,81704,102287,88005,2.Entrepreneurial income,,2.產業主所得,105697,131283,112158,138855,114862,122385,100862,90928,2.Entrepreneurial income,,2.產業主所得,112982,112217,112371,96671,81926,97724,148292,134192,125617,2.Entrepreneurial income
(1)農業淨收入,13134,534,1170,1398,11436,4407,13259,(1)Net agricultural income,,(1)農業淨收入,33394,13353,24110,46283,52350,56692,34930,16714,(1)Net agricultural income,,(1)農業淨收入,38597,58840,15799,29461,2042,567,1394,647,1180,(1)Net agricultural income
(2)營業淨收入,91042,115448,100288,84514,70268,95138,71006,(2)Net operation surplus,,(2)營業淨收入,67696,113794,81451,84085,61673,65342,62769,70987,(2)Net operation surplus,,(2)營業淨收入,71714,51378,94069,61409,75124,86410,131736,113493,116302,(2)Net operation surplus
(3)執行業務淨收入,4870,8342,3065,1981,0,2741,3740,(3)Net professional income,,(3)執行業務淨收入,4607,4136,6597,8487,840,350,3164,3227,(3)Net professional income,,(3)執行業務淨收入,2671,1999,2504,5801,4759,10747,15163,20051,8134,(3)Net professional income
3.財產所得收入,32708,69626,43120,27043,25907,26540,21573,3. Property income,,3.財產所得收入,27841,24392,19399,25569,15792,21277,21997,16239,3. Property income,,3.財產所得收入,24566,17703,23893,19994,23384,48267,34838,43304,26577,3. Property income
4.自用住宅設算租金收入,34817,42833,39055,39915,23541,44158,33217,4.Imputed rent income,,4.自用住宅設算租金收入,33383,24398,28283,21932,23346,23967,30369,27535,4.Imputed rent income,,4.自用住宅設算租金收入,21899,19734,30363,9170,29731,24641,51540,30520,40910,4.Imputed rent income
5.經常移轉收入,46537,59402,45501,38084,61645,33725,49480,5.Current transfer receipts,,5.經常移轉收入,56943,41042,33273,48915,56515,63481,43548,44282,5.Current transfer receipts,,5.經常移轉收入,50635,58509,74650,56748,57477,45203,50022,42293,33319,5.Current transfer receipts
(1)從私人,16281,30022,15995,10322,20394,7110,15591,(1)From individuals,,(1)從私人,21015,13915,9400,17892,20912,28273,13261,12624,(1)From individuals,,(1)從私人,18543,20881,27371,10829,16694,12121,17483,15822,8223,(1)From individuals
(2)從政府,11443,10885,10843,10461,15086,10252,11340,(2)From government,,(2)從政府,11560,10275,8321,11180,12598,16845,12312,13413,(2)From government,,(2)從政府,13383,18989,14650,16564,18429,13062,11015,8789,8599,(2)From government
(3)社會保險受益,18139,16653,17996,17000,24917,16359,22073,(3)Benefit of social insurance,,(3)社會保險受益,24337,16776,15212,19760,22864,18266,17767,18002,(3)Benefit of social insurance,,(3)社會保險受益,17831,18020,31289,29338,22165,19749,18277,16629,16224,(3)Benefit of social insurance
(4)從企業,309,733,384,187,632,4,52,(4)From enterprises,,(4)從企業,32,76,116,84,141,96,208,95,(4)From enterprises,,(4)從企業,0,70,1340,16,0,271,1289,684,273,(4)From enterprises
(5)從國外,365,1108,284,115,617,0,424,(5)From abroad,,(5)從國外,0,0,224,0,0,0,0,148,(5)From abroad,,(5)從國外,878,549,0,0,190,0,1959,369,0,(5)From abroad
6.雜項收入,120,379,145,28,128,52,64,6.Miscellaneous receipts,,6.雜項收入,87,61,50,11,105,76,148,43,6.Miscellaneous receipts,,6.雜項收入,232,191,122,265,77,0,98,73,11,6.Miscellaneous receipts
二、非消費支出,99163,130170,114769,103378,91330,101565,86794,B.Nonconsumption expenditures,,二、非消費支出,85652,92175,70095,74351,68365,68261,75269,87999,B.Nonconsumption expenditures,,二、非消費支出,80669,62921,99284,93239,96168,118235,112627,119177,104704,B.Nonconsumption expenditures
1.利息支出,24190,23365,31085,30242,18751,29684,15769,1.Interest,,1.利息支出,13377,23714,12818,16018,12054,10056,16790,17382,1.Interest,,1.利息支出,18590,15136,29889,13691,23411,33573,33364,30231,39684,1.Interest
2.經常移轉支出,74973,106805,83684,73137,72579,71881,71025,2.Current transfer expenditures,,2.經常移轉支出,72275,68461,57277,58333,56311,58205,58479,70618,2.Current transfer expenditures,,2.經常移轉支出,62080,47785,69395,79548,72757,84662,79263,88946,65020,2.Current transfer expenditures
(1)對私人,25179,33250,30703,21278,31933,21916,26731,(1)To private,,(1)對私人,31901,19804,17031,22656,24012,26581,20855,27978,(1)To private,,(1)對私人,25221,18321,31716,35799,29102,33217,18211,37329,17974,(1)To private
(2)對政府,15902,29161,17766,14804,13393,14697,13164,(2)To government,,(2)對政府,12849,14826,10997,11555,8581,9329,10354,12923,(2)To government,,(2)對政府,10814,5901,10941,11835,11667,17483,19003,19388,14142,(2)To government
(3)社會保險,32533,40365,33022,36096,26714,34486,30861,(3)Social insurance,,(3)社會保險,26640,31641,29250,23339,23572,21622,27136,29192,(3)Social insurance,,(3)社會保險,24930,21755,26342,31915,31437,32590,40288,32205,32904,(3)Social insurance
(4)對國外,1359,4030,2193,958,540,782,268,(4)To abroad,,(4)對國外,885,2190,0,783,147,673,134,525,(4)To abroad,,(4)對國外,1114,1809,396,0,552,1371,1761,23,0,(4)To abroad
三、可支配所得,460195,652659,496587,454751,382619,450636,420838,C.Disposable income,,三、可支配所得,409744,423373,372004,401119,341175,354122,381578,388292,C.Disposable income,,三、可支配所得,407562,366245,430672,418582,474067,442246,508906,451424,429208,C.Disposable income
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
