appleL01110年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2021"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分,,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household,,,
民 國 110 年,,,,,單位：元,2 0 2 1 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
家庭戶數,8919896,1244633,2866068,2120829,1660352,612599,275911,102608,21129,15768,No. of households
平均每戶人數,2.89,1,2,3,4,5,6,7,8,9.4600000000000009,No. of persons per household
平均每戶成年人數,2.46,1,1.95,2.71,3.07,3.79,4.28,4.91,5.35,6.5,No. of adults per household
平均每戶就業人數,1.35,0.47,0.82,1.52,1.99,2.3199999999999998,2.57,3,3.26,4.68,No. of persons employed per household
平均每戶所得收入者人數,1.79,1,1.45,1.92,2.1800000000000002,2.5499999999999998,2.93,3.29,3.63,4.47,No. of income recipients per household
一、所得收入總計,1314023,571413,987150,1436112,1836736,1898118,2093515,2309424,2699620,3216478,A.Total receipts
1.受僱人員報酬,732783,233946,448937,833437,1189602,1120624,1228943,1278493,1461483,1783376,1.Compensation of employees
(1)本業薪資,539122,171133,304891,620605,890943,851133,934148,983871,1127694,1438230,(1)Full time payroll
(2)兼業薪資,47219,20967,67322,47500,39539,32935,37942,35329,62906,9896,(2)Part time payroll
(3)其他收入,146442,41846,76725,165332,259120,236556,256853,259293,270883,335250,(3)Other receipts or subsidies
2.產業主所得,154289,55228,109753,160801,212982,271931,266459,360836,480466,697793,2.Entrepreneurial income
3.財產所得收入,57048,32912,61173,61496,63296,48852,70324,52467,43121,90733,3. Property income
4.自用住宅設算租金收入,76477,46747,71998,83116,88254,89135,92403,100763,117358,120689,4.Imputed rent income
5.經常移轉收入,293389,202535,295254,297221,282573,367545,435348,516713,597191,523622,5.Current transfer receipts
(1)從私人,69363,82577,86340,59579,46782,58543,64820,78073,85231,56388,(1)From individuals
(2)從政府,73931,51052,62682,72468,82274,111864,127272,150015,186228,189989,(2)From government
(3)社會保險受益,146818,67111,143501,161236,149448,194278,237654,284601,314555,270358,(3)Benefit of social insurance
(4)從企業,2390,740,2151,2426,3033,2861,5601,4025,11176,6887,(4)From enterprises
(5)從國外,886,1056,581,1512,1036,0,0,0,0,0,(5)From abroad
6.雜項收入,38,45,34,41,29,31,38,150,0,265,6.Miscellaneous receipts
二、非消費支出,223469,82770,151356,251495,341916,327510,358855,367409,468994,518462,B.Nonconsumption expenditures
1.利息支出,10684,6475,6878,12722,17288,12364,9497,7731,23856,22303,1.Interest
2.經常移轉支出,212785,76294,144477,238773,324628,315146,349357,359678,445137,496159,2.Current transfer expenditures
(1)對私人,46078,20898,39602,52374,63160,51383,57868,54597,64794,72003,(1)To private
(2)對政府,34601,13735,27804,36901,53974,39323,47742,40877,74643,60162,(2)To government
(3)社會保險,130305,39972,74833,146655,207214,222751,243681,264203,305700,363994,(3)Social insurance
(4)對國外,1801,1689,2238,2843,281,1689,66,0,0,0,(4)To abroad
,,,,,,,,,,,
110年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2021"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分(續),,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household (Cont.),,,
民 國 110 年,,,,,單位：元,2 0 2 1 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
三、消費支出,815442,381279,636650,872312,1085552,1196747,1332758,1481444,1747780,2043188,C.Consumption expenditures
1.食品及非酒精飲料,119642,44682,93603,125890,154134,192246,226920,270513,313138,358430,1.Food and non-alcoholic beverages
2.菸酒及檳榔,9381,5239,7094,9704,11908,14408,15682,21257,23122,41231,"2.Tobacco,alcoholic beverages and betel nuts"
3.衣著鞋襪及服飾用品,22299,8678,15380,23743,32828,35484,39004,41882,57979,72672,3.Clothing and footwear
4.住宅服務、水電瓦斯及其他燃料,200444,143974,184586,214238,234085,225096,230968,228612,300576,333231,"4.Housing,water,electricity,gas and other fuels"
(1)房地租及水費,183294,135030,170391,196388,212868,199943,202432,196157,264401,289100,(1)Rent and water charges
(2)電費及燃料,17149,8944,14195,17850,21217,25153,28536,32456,36175,44132,(2)Power and fuel
5.家具設備及家務維護,23978,11360,20067,26328,32128,31327,31603,32416,49740,48528,"5.Furnishings,household equipmentand routine household maintenance"
6.醫療保健,144966,61837,126908,158998,166739,210156,241884,291634,341385,362577,6.Health
7.交通,73598,25907,50649,80174,110050,112108,136620,133470,168989,170205,7.Transport
(1)個人交通工具之購置,13345,4151,7157,13985,24200,20242,30822,18417,28282,8033,(1)Purchase of vehicles
(2)個人交通設備使用管理及保養費,45749,15570,32624,50657,65086,70558,82870,89037,114381,130047,(2)Operation of transport equipment
(3)乘交通設備及其他交通服務,7442,3833,5696,8155,10544,10581,9251,10953,6199,12407,(3)Transport services
(4)汽、機車保險費,7062,2353,5173,7377,10220,10727,13677,15062,20127,19718,(4)Insurance of vehicles
8.通訊,23833,9495,16812,25922,34205,37120,40662,44460,53691,73494,8.Communication
9.休閒與文化,25018,11821,17959,26654,37256,36829,35999,40950,52775,48897,9.Recreation and culture
(1)套裝旅遊(不含自助旅遊),2591,1099,2337,2924,3218,3455,3130,3816,3303,3730,(1)Package holidays
(2)娛樂消遣及文化服務,11610,6719,8932,12299,16448,15710,15235,15494,24992,16635,(2)Recreational and cultural services
(3)書報雜誌文具,3542,650,1368,3353,6716,7901,8315,10492,9935,11246,"(3)Newspapers,books and stationery"
