appleL01107年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2018"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分,,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household,,,
民 國 107 年,,,,,單位：元,2 0 1 8 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
家庭戶數,8643140,1107095,2493226,1993480,1798174,725158,353900,105799,40892,25416,No. of households
平均每戶人數,3.05,1,2,3,4,5,6,7,8,9.7899999999999991,No. of persons per household
平均每戶成年人數,2.5499999999999998,1,1.95,2.66,3.1,3.78,4.32,4.88,5.53,6.39,No. of adults per household
平均每戶就業人數,1.42,0.47,0.8,1.5,2,2.31,2.5,2.94,3.41,4.3099999999999996,No. of persons employed per household
平均每戶所得收入者人數,1.77,1,1.37,1.8,2.14,2.46,2.75,3.04,3.68,4.43,No. of income recipients per household
一、所得收入總計,1249031,523786,901284,1322135,1665556,1748918,1953557,1987094,2495526,2599369,A.Total receipts
1.受僱人員報酬,707123,207381,387416,776844,1084892,1082072,1128009,1182689,1571519,1713066,1.Compensation of employees
(1)本業薪資,522907,150072,254182,575229,823781,831739,865164,920971,1206710,1399527,(1)Full time payroll
(2)兼業薪資,46297,21767,66316,49829,35463,39654,36108,30496,52607,27331,(2)Part time payroll
(3)其他收入,137918,35541,66919,151786,225648,210679,226737,231222,312203,286208,(3)Other receipts or subsidies
2.產業主所得,158872,48888,108974,164306,210107,251500,294189,315856,345174,313398,2.Entrepreneurial income
3.財產所得收入,56416,30681,60540,56025,59000,55428,96691,56541,76030,55978,3. Property income
4.自用住宅設算租金收入,74649,45982,68422,79402,86678,85580,90013,83621,96303,112192,4.Imputed rent income
5.經常移轉收入,251904,190773,275843,245511,224836,274262,344580,348311,406416,404602,5.Current transfer receipts
(1)從私人,70046,85996,97142,57512,45867,50988,63906,58164,84901,65884,(1)From individuals
(2)從政府,47839,37163,45991,44996,45728,62133,73849,84936,82381,86526,(2)From government
(3)社會保險受益,130726,65383,129681,138809,129545,158214,204275,202882,238606,246778,(3)Benefit of social insurance
(4)從企業,2188,460,1718,2957,3002,2395,2065,1859,528,5414,(4)From enterprises
(5)從國外,1105,1771,1311,1237,694,532,484,469,0,0,(5)From abroad
6.雜項收入,67,81,89,47,43,75,75,75,84,133,6.Miscellaneous receipts
二、非消費支出,212726,78686,136411,231864,307484,297780,334299,328820,400461,427851,B.Nonconsumption expenditures
1.利息支出,10421,4802,6657,12472,16209,12056,10452,11243,6891,9198,1.Interest
2.經常移轉支出,202306,73883,129754,219392,291275,285724,323848,317577,393570,418653,2.Current transfer expenditures
(1)對私人,48885,26940,39568,52806,65841,52955,65376,48213,59757,51327,(1)To private
(2)對政府,34216,12808,24548,36552,48927,44174,55253,41372,54057,52273,(2)To government
(3)社會保險,117324,33206,63838,126372,175154,188329,201224,227203,279687,314190,(3)Social insurance
(4)對國外,1881,929,1800,3662,1353,267,1996,789,70,863,(4)To abroad
,,,,,,,,,,,
107年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2018"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分(續),,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household (Cont.),,,
民 國 107 年,,,,,單位：元,2 0 1 8 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
三、消費支出,811359,367690,615931,841559,1039081,1130168,1290614,1322313,1514325,1800613,C.Consumption expenditures
1.食品及非酒精飲料,116444,42218,87115,117998,144130,174388,213886,240482,287176,344989,1.Food and non-alcoholic beverages
2.菸酒及檳榔,9781,5049,7279,9725,11715,15003,15899,20353,25052,26065,"2.Tobacco,alcoholic beverages and betel nuts"
3.衣著鞋襪及服飾用品,22783,8659,14712,24210,31037,34816,38308,40367,50594,56476,3.Clothing and footwear
4.住宅服務、水電瓦斯及其他燃料,194288,134628,173860,205908,226582,218777,228670,216115,236918,264019,"4.Housing,water,electricity,gas and other fuels"
(1)房地租及水費,175747,125174,159013,187177,204317,192892,199333,182738,199988,216766,(1)Rent and water charges
(2)電費及燃料,18541,9454,14847,18731,22265,25885,29337,33377,36930,47253,(2)Power and fuel
5.家具設備及家務維護,20006,9569,15603,21975,25604,25263,28639,27102,33796,33979,"5.Furnishings,household equipmentand routine household maintenance"
6.醫療保健,128632,57748,118428,131837,141946,168803,207421,205326,237634,286105,6.Health
7.交通,75810,25455,51800,81626,103068,108125,136833,128410,143586,139988,7.Transport
(1)個人交通工具之購置,14128,4119,9839,14965,17983,20020,36746,19726,27785,4297,(1)Purchase of vehicles
(2)個人交通設備使用管理及保養費,45374,14628,30286,49131,62524,65649,76409,85613,87208,111140,(2)Operation of transport equipment
(3)乘交通設備及其他交通服務,10455,4855,7569,11172,14869,13954,13643,12308,14715,10182,(3)Transport services
(4)汽、機車保險費,5853,1853,4107,6358,7692,8502,10035,10764,13879,14369,(4)Insurance of vehicles
8.通訊,25570,9369,16512,27333,34786,40310,41615,46337,48509,62122,8.Communication
9.休閒與文化,46572,19394,34436,50905,65142,59520,64041,56871,68041,77282,9.Recreation and culture
(1)套裝旅遊(不含自助旅遊),24561,9000,19748,27499,33931,28834,31805,26053,30975,41772,(1)Package holidays
(2)娛樂消遣及文化服務,11647,6598,8635,12222,15552,15257,15942,15392,17867,17431,(2)Recreational and cultural services
(3)書報雜誌文具,3951,715,1508,3693,6861,7577,8136,8650,8390,10420,"(3)Newspapers,books and stationery"
(4)教育消遣康樂器材及其附屬品,6413,3081,4545,7491,8798,7852,8158,6776,10810,7659,(4)Recreational facilities
10.教育,28541,357,3827,22785,59057,62335,73332,74765,68634,128117,10.Education
11.餐廳及旅館,99978,35455,60519,102205,141684,161413,173724,198607,219248,273964,11.Restaurants and hotels
12.什項消費,42955,19790,31841,45053,54331,61416,68244,67578,95136,107508,12.Miscellaneous goods and services
可支配所得,1036304,445101,764873,1090271,1358072,1451138,1619258,1658274,2095065,2171518,Disposable income
消費支出,811359,367690,615931,841559,1039081,1130168,1290614,1322313,1514325,1800613,Consumption expenditures
儲蓄,224945,77411,148942,248712,318991,320970,328644,335961,580740,370905,Saving
所得總額,1310447,561793,958724,1388535,1735838,1816425,2027458,2053102,2566295,2670797,Current receipts
