L0988年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1999",,88年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1999",,88年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1999"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 88 年,,,,,1 9 9 9,,,,,民 國 88 年,,,,,1 9 9 9,,,,,,民 國 88 年,,,,,1 9 9 9,,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(14)汽車,61.84,57.48,63.36,50.48,60.78,77.39,93.17,(14)Sedan vehicle,,(14)汽車,72.97,81.22,62.63,71.180000000000007,55.88,56.33,61.76,53.65,(14)Sedan vehicle,,(14)汽車,54.54,47.4,53.61,30.6,45.11,72.430000000000007,85.24,55.09,53.83,(14)Sedan vehicle
(15)機車,125.18,81.02,154.37,118.54,131.86000000000001,114.75,127.73,(15)Motor bicycle,,(15)機車,120.87,142.5,148.07,131.58000000000001,135.32,126.4,128.4,153.01,(15)Motor bicycle,,(15)機車,149.63999999999999,122.42,113.04,99.94,79.52,149.97999999999999,121.76,146.75,155.1,(15)Motor bicycle
(16)電磁爐,43.25,60.59,39.130000000000003,57.4,37.26,44.67,44.52,(16)Electro-magnetic oven,,(16)電磁爐,29.7,40.74,31.78,32.36,29.74,27.14,28.79,27.57,(16)Electro-magnetic oven,,(16)電磁爐,28.7,15.64,27.93,25.93,52.97,51.8,53.9,47.3,29.76,(16)Electro-magnetic oven
(17)冷暖氣機,149.02000000000001,205.23,178.47,163.66999999999999,133.77000000000001,146.61000000000001,136.65,(17)Air conditioner,,(17)冷暖氣機,115.65,116.25,119.16,68.2,113.88,83.51,121.65,135.9,(17)Air conditioner,,(17)冷暖氣機,121.87,73.73,100.77,70.06,149.88,189.84,179.59,140.44999999999999,151.05000000000001,(17)Air conditioner
(18)除濕機,25.34,52.81,8.34,34.32,41.66,45.14,41.11,(18)Dehumidifier,,(18)除濕機,17.649999999999999,11.54,6.43,14.27,5.27,4.47,5.15,4.7,(18)Dehumidifier,,(18)除濕機,3.02,4.91,18.98,9.77,76.05,50.66,24.19,11.34,9.5299999999999994,(18)Dehumidifier
(19)洗衣機,96.47,99.27,95.85,98.66,100.27,97.61,95.5,(19)Washing machine,,(19)洗衣機,90.16,95.69,94.06,92.44,96.13,93.71,92.74,93.21,(19)Washing machine,,(19)洗衣機,97.83,86.66,90.71,86.63,97.57,98.09,98.11,97.9,97.86,(19)Washing machine
(20)烘衣機,20.61,35.270000000000003,4.1500000000000004,24.69,37.75,45.44,42.16,(20)Drier,,(20)烘衣機,27.52,17,9.9600000000000009,13.43,9.02,7.39,6.77,3.11,(20)Drier,,(20)烘衣機,2.93,6.89,15.55,3.69,44.93,41.54,17.309999999999999,6.56,7.77,(20)Drier
(21)空氣清淨機,7.71,18.07,9.44,6.78,4.92,8.0299999999999994,7.9,(21)Air-clean machine,,(21)空氣清淨機,5.16,4.9000000000000004,3.15,2.62,4.8899999999999997,2.12,3.25,5.0199999999999996,(21)Air-clean machine,,(21)空氣清淨機,1.08,2.78,1.72,0,6.55,10.02,13.65,7.14,6.51,(21)Air-clean machine
(22)濾水器,25.67,31.49,35.020000000000003,25.08,7.73,35.72,38.92,(22)Water filter machine,,(22)濾水器,21.8,26.25,16.98,8.3699999999999992,18.37,12.92,17.88,18.73,(22)Water filter machine,,(22)濾水器,11.35,12.61,15.04,6.07,27.44,45.46,40.450000000000003,25.31,28.03,(22)Water filter machine
(23)吸塵器,41.86,58.1,44.94,45.58,40.130000000000003,47.59,60.53,(23)Vacuum cleaner,,(23)吸塵器,34.97,40.78,29.72,30.99,21.23,18.75,24.43,29.54,(23)Vacuum cleaner,,(23)吸塵器,28.06,20.41,34.85,21.49,46.79,58.37,58.9,41.84,36.76,(23)Vacuum cleaner
(24)熱水器,99.83,99.23,97.75,101.11,102.16,106.8,113.05,(24)Geyser,,(24)熱水器,109.21,105.9,96.6,93.75,98.92,99.91,89.65,89.87,(24)Geyser,,(24)熱水器,93.16,83.76,93.73,91.14,101.17,118.88,107.1,100.29,98.36,(24)Geyser
(25)開飲機,55.05,43.73,49,58,63.07,73.42,61.38,(25)Hot-warm water fountain,,(25)開飲機,63.82,60.4,63.33,45.43,57.93,42.47,52.05,54.2,(25)Hot-warm water fountain,,(25)開飲機,70.45,51.98,57.51,64.52,47.99,52.38,54.24,39.049999999999997,36.549999999999997,(25)Hot-warm water fountain
(26)微波爐(含烤箱),50.17,82.64,62.99,52.4,37.11,53.33,49.3,(26)Microwave oven,,(26)微波爐(含烤箱),22.48,42.2,31.66,35.53,26.38,19.190000000000001,22.1,31.21,(26)Microwave oven,,(26)微波爐(含烤箱),26.86,19.36,29.4,43.84,57.22,73.97,86.2,50.57,48.65,(26)Microwave oven
(27)報紙,51.68,69.599999999999994,55.82,52.6,46.98,48.9,39.479999999999997,(27)Newspaper,,(27)報紙,47.26,56.93,48.15,48.1,46.89,25.78,43.35,36.69,(27)Newspaper,,(27)報紙,45.7,38.96,35.64,40.119999999999997,40.32,44.05,60.42,52.69,59.93,(27)Newspaper
(28)期刊雜誌,17.670000000000002,31.9,22.83,17.09,17.829999999999998,20.57,9.2899999999999991,(28)Magazine,,(28)期刊雜誌,17.48,15.08,7.83,11.41,6.25,3.69,10.08,7.35,(28)Magazine,,(28)期刊雜誌,7.52,7.9,11.02,11.75,7.97,24.12,36.99,23,14.22,(28)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
