L0988年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1999",,88年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1999",,88年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1999"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 88 年,,,,,1 9 9 9,,,,,民 國 88 年,,,,,1 9 9 9,,,,,,民 國 88 年,,,,,1 9 9 9,,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(3)無停車位,51.02,72.45,73.900000000000006,58.88,47.18,48.02,29.62,(3)None,,(3)無停車位,32.28,50.39,39.82,40.74,30.29,26.76,26.74,38.04,(3)None,,(3)無停車位,18.510000000000002,45.1,44.17,36.659999999999997,62.42,54.64,53.47,55.44,58.84,(3)None
6.每戶建坪平均數(坪),39.590000000000003,30.7,38.729999999999997,31.86,45.08,45.36,50.35,6.Space per household average (pin),,6.每戶建坪平均數(坪),48.86,47.9,48.32,44.8,41.74,40.21,46.62,42.43,6.Space per household average (pin),,6.每戶建坪平均數(坪),43.95,36.78,37.96,30.66,31.65,42.03,42.57,39.56,37.549999999999997,6.Space per household average (pin)
7.每戶建坪中位數(坪),35,30,35,30,40,40,45,7.Space per household median (pin),,7.每戶建坪中位數(坪),48,45,45,40,40,38,45,40,7.Space per household median (pin),,7.每戶建坪中位數(坪),42,35,35,30,30,36,38,35,33,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.31,99.24,99.42,99.47,100,99.76,100,(1)Color TV,,(1)彩色電視機,100,98.94,99.83,95.27,99.72,98.4,98.75,99.56,(1)Color TV,,(1)彩色電視機,99.79,97.45,99.14,96.71,99.67,98.65,99.82,99.66,99.4,(1)Color TV
(2)數位影音光碟機,7.25,13.53,5.44,10.78,4.8600000000000003,10.199999999999999,5.68,(2)DVD player,,(2)數位影音光碟機,3.92,6.7,3.14,2.0099999999999998,2.13,2.74,2.17,3.35,(2)DVD player,,(2)數位影音光碟機,2.5499999999999998,4.3,6.9,3.33,9.33,11.33,6.57,5.87,3.53,(2)DVD player
(3)攝影機,8.77,17.350000000000001,8.41,10.61,6.24,7.35,4.8499999999999996,(3)Movies camera,,(3)攝影機,3.48,9.64,5.1100000000000003,7.93,3.6,3.1,3.93,3.74,(3)Movies camera,,(3)攝影機,4.68,6.73,4.07,4.37,2.61,11.73,15.37,8.2899999999999991,5.8,(3)Movies camera
(4)音響,48.75,60.63,49.95,54.58,43.42,53.38,60.16,(4)Stereo,,(4)音響,37.25,44.89,39.9,39.19,38.69,29.47,42.09,37.43,(4)Stereo,,(4)音響,48.21,32.72,36.700000000000003,37.159999999999997,46.6,50.36,53.46,50.3,48.02,(4)Stereo
(5)鋼琴(含電子琴),11,18.399999999999999,16.04,8.94,8.08,10.83,11.96,(5)Piano,,(5)鋼琴(含電子琴),5.53,11.1,6.26,8.08,5.3,4.17,3.86,7.97,(5)Piano,,(5)鋼琴(含電子琴),8.59,5.83,9.51,4.82,10.39,16.03,19.14,11.03,12.2,(5)Piano
(6)電視遊樂器,15.38,21.55,16.64,19.920000000000002,10.74,21.71,21.05,(6)Video game,,(6)電視遊樂器,7.26,15.1,13.77,8.31,8.6199999999999992,6.04,9.4,9.2799999999999994,(6)Video game,,(6)電視遊樂器,6.91,4.5199999999999996,10.96,7.91,13.71,22.23,15.72,12.46,10.15,(6)Video game
(7)錄放影機,50.72,68.12,53.23,58.17,37.880000000000003,55.94,54.22,(7)Video tape recorder,,(7)錄放影機,43.74,50.45,43.11,38.92,43.76,31.92,37.159999999999997,37.53,(7)Video tape recorder,,(7)錄放影機,39.380000000000003,34.81,44.49,41.7,43.32,60.74,47.27,50.45,43.97,(7)Video tape recorder
(8)有線電視頻道設備,67.87,78.680000000000007,92.45,71.319999999999993,50.9,71.739999999999995,66.180000000000007,(8)Cable TV,,(8)有線電視頻道設備,58.9,66.05,54.16,62.94,44.73,38.909999999999997,44.1,70.13,(8)Cable TV,,(8)有線電視頻道設備,42.06,44.64,41.79,45.08,79.14,86.83,79.37,71.81,78.39,(8)Cable TV
(9)家用電腦,38.92,60.17,43.34,45.28,29.87,43.67,39.770000000000003,(9)Personal computer,,(9)家用電腦,28.22,36.659999999999997,26,23.74,19.600000000000001,15.23,25.11,30.81,(9)Personal computer,,(9)家用電腦,20.3,16.41,22.15,16.45,36.67,51.82,48.45,33.83,37.07,(9)Personal computer
(10)電話機,98,99.16,98.53,98.99,98.18,98.7,97.41,(10)Telephone,,(10)電話機,96.49,98.52,96.39,96.22,98.67,98.29,97.06,96.95,(10)Telephone,,(10)電話機,96.46,89.28,93.05,90.02,98.7,96.94,99.33,98.63,98.03,(10)Telephone
(11)行動電話,59.96,70.599999999999994,67.63,67.44,55.53,66.42,65.28,(11)Cell phone,,(11)行動電話,53.23,59.7,49.37,52.08,42.05,42.55,45.82,50.92,(11)Cell phone,,(11)行動電話,45.91,40.01,49.63,30.2,66.62,62.95,67.349999999999994,49.7,57.71,(11)Cell phone
(12)答錄機,5.63,15.03,6.54,6.45,1.46,4.59,2.58,(12)Answering machine,,(12)答錄機,1.07,2.1,0.84,0.64,1.87,1.07,2.14,1.73,(12)Answering machine,,(12)答錄機,1.86,3.18,4.32,0,4.5,7.97,11.93,2.71,4.18,(12)Answering machine
(13)上網際網路,19.579999999999998,36.24,28.51,19.64,9.5299999999999994,18.27,17.21,(13)Internet facility,,(13)上網際網路,14.98,19.63,12.81,5.98,7.79,4.4000000000000004,12.89,11.89,(13)Internet facility,,(13)上網際網路,11.27,9.85,12.73,6.77,15.37,26.76,24.57,15.99,19.170000000000002,(13)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
88年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1999",,88年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1999",,88年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1999"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 88 年,,,,,1 9 9 9,,,,,民 國 88 年,,,,,1 9 9 9,,,,,,民 國 88 年,,,,,,1 9 9 9,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(14)傳真機,9.2799999999999994,23.01,11.16,9.34,4.6399999999999997,6.62,8.32,(14)Fax machine,,(14)傳真機,3.28,6.19,5.51,3.95,3.19,2.35,5.27,2.4700000000000002,(14)Fax machine,,(14)傳真機,2.91,2.34,6.98,3.41,3.84,14.28,17.28,6.81,6.78,(14)Fax machine
(15)汽車,54.33,53.69,55.26,47.07,51.48,65.650000000000006,73.599999999999994,(15)Sedan vehicle,,(15)汽車,60.52,65.67,54.41,59.8,50.39,48.31,56.4,47.88,(15)Sedan vehicle,,(15)汽車,49.15,42.64,45.02,28.86,41.89,59.98,69.849999999999994,50.24,48.28,(15)Sedan vehicle
(16)機車,79.180000000000007,58.51,87.66,77.989999999999995,81.62,78.64,78.599999999999994,(16)Motor bicycle,,(16)機車,78.55,86.03,86.45,84.06,88.42,79.14,84.36,88.3,(16)Motor bicycle,,(16)機車,88.74,84.47,79.099999999999994,68.569999999999993,59.52,81.77,79.989999999999995,89.28,87.05,(16)Motor bicycle
(17)電磁爐,42.26,58.58,38.630000000000003,56.38,34.979999999999997,43.59,43.04,(17)Electro-magnetic oven,,(17)電磁爐,29.7,39.42,31.09,31.71,29.74,26.47,28.16,27.29,(17)Electro-magnetic oven,,(17)電磁爐,28.25,14.83,27.36,25.93,52.01,48.85,53.17,45.93,29.16,(17)Electro-magnetic oven
(18)冷暖氣機,78.89,91.01,87.09,88.58,76.099999999999994,79.62,71.98,(18)Air conditioner,,(18)冷暖氣機,66.739999999999995,66.55,76.23,38.909999999999997,72.290000000000006,56.14,73.3,75.64,(18)Air conditioner,,(18)冷暖氣機,74.41,41.2,58,45.77,83.45,85.85,82.5,80.72,83.17,(18)Air conditioner
(19)除濕機,22.7,46.41,7.91,31.33,34.47,41.28,36.229999999999997,(19)Dehumidifier,,(19)除濕機,16.32,10.87,5.7,13.27,4.75,3.78,5.15,4.55,(19)Dehumidifier,,(19)除濕機,3.02,4.91,16.93,9,63.07,43.97,21.15,10.65,9.1300000000000008,(19)Dehumidifier
(20)洗衣機,94.74,97.39,94.27,97.3,97.12,94.85,93.2,(20)Washing machine,,(20)洗衣機,89.51,94.54,92.72,89.73,95.59,92.6,91.24,91.61,(20)Washing machine,,(20)洗衣機,96.36,86.66,88.97,85.76,96.71,91.62,96.28,96.52,95.08,(20)Washing machine
(21)烘衣機,20.54,35.15,4.1500000000000004,24.69,37.46,45.21,41.88,(21)Drier,,(21)烘衣機,27.19,17,9.9600000000000009,13.43,9.02,7.39,6.77,3.11,(21)Drier,,(21)烘衣機,2.93,6.89,15.55,3.69,44.62,41.23,17.13,6.56,7.77,(21)Drier
(22)空氣清淨機,6.92,15.55,8.5299999999999994,6.39,4.0199999999999996,7.04,7.63,(22)Air-clean machine,,(22)空氣清淨機,4.47,4.08,2.97,2.62,4.63,2.12,3.25,5.0199999999999996,(22)Air-clean machine,,(22)空氣清淨機,0.87,2.78,1.72,0,5.58,8.02,12.38,6.79,5.92,(22)Air-clean machine
(23)濾水器,25.35,30.89,34.44,24.74,7.73,35.49,38.380000000000003,(23)Water filter machine,,(23)濾水器,21.48,25.87,16.63,8.3699999999999992,18.37,12.92,17.88,18.45,(23)Water filter machine,,(23)濾水器,11.12,12.61,14.76,6.07,27.44,44.79,39.9,25.31,27.83,(23)Water filter machine
(24)吸塵器,40.53,55.74,44.02,44.6,37.79,46.24,56.81,(24)Vacuum cleaner,,(24)吸塵器,33.270000000000003,39.299999999999997,29.03,29,20.71,18.399999999999999,23.93,29.11,(24)Vacuum cleaner,,(24)吸塵器,27.62,19.21,34.28,20.66,46.2,52.69,57.28,40.54,35.549999999999997,(24)Vacuum cleaner
(25)熱水器,93.71,95.71,93.1,98.34,88.23,96.5,94.99,(25)Geyser,,(25)熱水器,92.66,96.51,90.65,87.38,94.26,93.1,83.86,86.97,(25)Geyser,,(25)熱水器,90.82,81.81,86.17,87.8,97.35,96.34,96.98,94.75,93.98,(25)Geyser
(26)開飲機,53.39,42.61,48.08,56.59,60.18,69.260000000000005,56.81,(26)Hot-warm water fountain,,(26)開飲機,61.22,58.52,61.79,43.12,57.39,41.8,50.72,53.48,(26)Hot-warm water fountain,,(26)開飲機,68.739999999999995,50.81,54.9,63.65,47.39,47.82,52.24,37.979999999999997,36.159999999999997,(26)Hot-warm water fountain
(27)微波爐(含烤箱),42.76,65.27,51.52,45.67,33.340000000000003,50.16,45.62,(27)Microwave oven,,(27)微波爐(含烤箱),20.7,36.56,30.1,33.57,24.04,17.89,20.83,28.72,(27)Microwave oven,,(27)微波爐(含烤箱),26.86,19.36,24.48,36.58,45.56,58.94,63.08,42.95,43.85,(27)Microwave oven
(28)報紙,47.42,58.38,50.15,49.28,45,46.65,37.51,(28)Newspaper,,(28)報紙,46.27,53.58,46.4,43.39,46.38,24.75,40.71,35.14,(28)Newspaper,,(28)報紙,43.61,37.36,32.74,29.89,32.29,41.69,54.42,50.63,55,(28)Newspaper
(29)期刊雜誌,13.39,21.43,17.18,13.49,14.06,17.39,7.25,(29)Magazine,,(29)期刊雜誌,15.07,12.06,6.44,9.7200000000000006,4.17,3.69,8.7899999999999991,6.63,(29)Magazine,,(29)期刊雜誌,6.7,5.92,9.83,7.6,6.71,16.77,24.35,19.55,10.62,(29)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,141.34,151.18,142.87,143.19,154.54,143.66999999999999,159.76,(1)Color TV,,(1)彩色電視機,136.25,148.25,129.66999999999999,127.37,126.53,118.6,130.33000000000001,135.99,(1)Color TV,,(1)彩色電視機,126.59,120.67,138.74,125.83,160.80000000000001,162.97,152.55000000000001,125.4,133.91999999999999,(1)Color TV
(2)數位影音光碟機,7.41,13.81,5.44,11.1,5.15,10.199999999999999,5.98,(2)DVD player,,(2)數位影音光碟機,3.92,6.98,3.14,2.0099999999999998,2.13,3.06,2.33,3.35,(2)DVD player,,(2)數位影音光碟機,2.5499999999999998,4.3,7.76,3.33,9.33,11.33,6.93,5.87,3.53,(2)DVD player
(3)攝影機,9.18,18.63,8.58,11.17,6.82,7.7,4.8499999999999996,(3)Movies camera,,(3)攝影機,3.48,9.77,5.1100000000000003,7.93,3.6,3.47,3.93,3.74,(3)Movies camera,,(3)攝影機,4.68,7.92,4.07,4.37,2.61,11.73,16.46,8.9700000000000006,6,(3)Movies camera
(4)音響,53.2,70.989999999999995,54.45,58.47,48.64,57.54,65.33,(4)Stereo,,(4)音響,38.92,48.1,41.45,41.86,39.9,31.25,44.4,39.42,(4)Stereo,,(4)音響,51.35,34.32,38.39,38.01,48.79,59.36,61.4,55.14,50.83,(4)Stereo
(5)鋼琴(含電子琴),11.27,18.72,16.87,9.07,8.3699999999999992,10.94,12.52,(5)Piano,,(5)鋼琴(含電子琴),5.53,11.24,6.26,8.08,5.56,4.5199999999999996,3.86,8.25,(5)Piano,,(5)鋼琴(含電子琴),8.8000000000000007,5.83,10.07,5.6,10.39,18.05,19.5,11.03,12.6,(5)Piano
(6)電視遊樂器,16.29,23.67,16.98,21.99,10.74,22.58,22.21,(6)Video game,,(6)電視遊樂器,7.93,15.61,13.94,8.31,8.8800000000000008,6.04,9.57,9.42,(6)Video game,,(6)電視遊樂器,7.12,5.73,11.81,8.86,14.04,23.57,16.079999999999998,12.81,10.15,(6)Video game
(7)錄放影機,52.97,73.88,55.14,60.25,39.29,58.12,58.99,(7)Video tape recorder,,(7)錄放影機,45.43,52.15,43.92,40.54,44.3,32.630000000000003,38.31,38.53,(7)Video tape recorder,,(7)錄放影機,40.83,35.58,46.53,43.38,45.4,64.650000000000006,49.09,51.48,45.36,(7)Video tape recorder
(8)有線電視頻道設備,67.959999999999994,78.88,92.54,71.33,50.9,71.739999999999995,66.180000000000007,(8)Cable TV,,(8)有線電視頻道設備,59.23,66.45,54.16,63.65,44.73,38.909999999999997,44.1,70.13,(8)Cable TV,,(8)有線電視頻道設備,42.06,44.64,42.08,45.93,79.14,86.83,79.37,71.81,78.39,(8)Cable TV
(9)家用電腦,42.43,68.599999999999994,46.25,49.16,31.9,47.57,45.27,(9)Personal computer,,(9)家用電腦,29.24,38.25,28.21,25.7,20.64,16.25,27.08,32.76,(9)Personal computer,,(9)家用電腦,21.14,17.61,23.31,16.45,39.25,58.46,53.33,35.549999999999997,39.22,(9)Personal computer
(10)電話機,116.13,143.44,116.74,123.67,112.85,113.71,118.02,(10)Telephone,,(10)電話機,103.62,102.78,105.31,109.48,107.28,106.3,101.97,103.19,(10)Telephone,,(10)電話機,101.44,91.92,110.32,101.74,107.44,122.03,121.45,108.89,109.41,(10)Telephone
(11)行動電話,89.29,120.49,104.98,104.45,77.319999999999993,100.22,97.05,(11)Cell phone,,(11)行動電話,76,83.35,64.430000000000007,71.34,56.05,50.89,60.09,68.48,(11)Cell phone,,(11)行動電話,60.22,53.06,70.150000000000006,35.78,103.83,107.87,96.62,62.91,77,(11)Cell phone
(12)答錄機,5.76,15.6,6.54,6.65,1.46,4.59,2.58,(12)Answering machine,,(12)答錄機,1.07,2.1,0.84,0.64,1.87,1.07,2.14,1.88,(12)Answering machine,,(12)答錄機,1.86,3.18,4.32,0,4.5,8.31,12.1,2.71,4.18,(12)Answering machine
(13)傳真機,9.3699999999999992,23.34,11.41,9.34,4.6399999999999997,6.62,9.2200000000000006,(13)Fax machine,,(13)傳真機,3.28,6.19,5.51,3.95,3.19,2.35,5.27,2.4700000000000002,(13)Fax machine,,(13)傳真機,2.91,2.73,6.98,3.41,3.84,14.62,17.28,7.14,6.78,(13)Fax machine
