appleL1397年家庭收支調查報告,,,,
,,,,
第5表 所得收入者平均每人所得來源按農家、非農家分,,,,
Table 5. Income Sources of Income Recipients by Farm or Non-farm,,,,
,,,,單位：元
,民 國 97 年,,2 0 0 8,Unit：NT$
,,,,
,總 平 均,農 家,非 農 家,
,General average,Farm,Non-farm,
,,,,
所得收入者人數,12458121,949105,11509015,No. of income recipients
一、所得收入總計,619804,437180,634864,A.Total receipts
1.受僱人員報酬,375059,171438,391851,1.Compensation of employees
(1)本業薪資,286169,133987,298719,(1)Full time payroll
(2)兼業薪資,21631,11355,22478,(2)Part time payroll
(3)其他收入,67260,26096,70654,(3)Other receipts or subsidies
2.產業主所得,90622,144442,86183,2.Entrepreneurial income
(1)農業淨收入,9290,109420,1033,(1)Net agricultural income
(2)營業淨收入,75336,34878,78672,(2)Net operation surplus
(3)執行業務淨收入,5996,144,6478,(3)Net professional income
3.財產所得收入,29434,11143,30942,3. Property income
4.自用住宅設算租金收入,38987,25018,40138,4.Imputed rent income
5.經常移轉收入,85628,85020,85678,5.Current transfer receipts
(1)從私人,24500,18230,25017,(1)From individuals
(2)從政府,16518,29314,15463,(2)From government
(3)社會保險受益,42595,36465,43101,(3)Benefit of social insurance
(4)從企業,1127,1011,1137,(4)From enterprises
(5)從國外,888,0,961,(5)From abroad
6.雜項收入,74,119,71,6.Miscellaneous receipts
二、非消費支出,103039,61568,106459,B.Nonconsumption expenditures
1.利息支出,10842,2387,11539,1.Interest
2.經常移轉支出,92197,59181,94920,2.Current transfer expenditures
(1)對私人,28118,20388,28755,(1)To private
(2)對政府,20737,11115,21531,(2)To government
(3)社會保險,41585,27239,42768,(3)Social insurance
(4)對國外,1757,439,1866,(4)To abroad
三、可支配所得,516765,375613,528406,C.Disposable income
