appleL0294年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2005",,94年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2005",,94年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2005"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 94 年,,,,單位：元,2 0 0 5 Unit:NT$,,,,,民 國 94 年,,,,單位：元,2 0 0 5 Unit:NT$,,,,,,民 國 94 年,,,,,單位：元,2 0 0 5 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,7206883,925750,540926,1253323,141903,581944,134395,No. of households,,家庭戶數,156708,426042,338557,159983,212068,163769,343272,401666,No. of households,,家庭戶數,262339,76796,113655,29437,139314,124376,344060,87280,249320,No. of households
平均每戶人數,3.42,3.15,3.33,3.51,3.43,3.73,4.09,No. of persons per household,,平均每戶人數,3.69,3.73,3.73,3.63,3.09,3.2,3.38,3.31,No. of persons per household,,平均每戶人數,3.33,2.85,2.9,2.96,3.53,3.78,3.38,3.29,3.03,No. of persons per household
平均每戶成年人數,2.57,2.4700000000000002,2.4900000000000002,2.63,2.5099999999999998,2.66,2.94,No. of adults per household,,平均每戶成年人數,2.61,2.66,2.79,2.62,2.39,2.46,2.6,2.56,No. of adults per household,,平均每戶成年人數,2.46,2.11,2.09,2.2799999999999998,2.67,2.75,2.59,2.4500000000000002,2.4,No. of adults per household
平均每戶就業人數,1.51,1.36,1.46,1.61,1.31,1.64,1.83,No. of persons employed per household,,平均每戶就業人數,1.61,1.64,1.67,1.52,1.48,1.43,1.46,1.49,No. of persons employed per household,,平均每戶就業人數,1.43,1.21,1.21,1.01,1.46,1.53,1.49,1.4,1.4,No. of persons employed per household
平均每戶所得收入者人數,1.64,1.6,1.57,1.74,1.56,1.78,1.95,No. of income recipients per household,,平均每戶所得收入者人數,1.69,1.62,1.68,1.59,1.45,1.48,1.62,1.61,No. of income recipients per household,,平均每戶所得收入者人數,1.51,1.4,1.35,1.39,1.64,1.83,1.6,1.52,1.56,No. of income recipients per household
一、所得收入總計,1082168,1514069,1163926,1135398,994967,1192419,1304360,A.Total receipts,,一、所得收入總計,931906,937282,906328,897891,769997,797895,816758,888899,A.Total receipts,,一、所得收入總計,894772,695369,795376,778659,1052699,1361016,1051912,984171,970428,A.Total receipts
1.受僱人員報酬,628527,897009,684879,717882,483765,772491,813371,1.Compensation of employees,,1.受僱人員報酬,521192,535320,459292,467140,326319,352787,448079,515547,1.Compensation of employees,,1.受僱人員報酬,468634,317856,346603,379519,675410,794285,585101,539810,539587,1.Compensation of employees
(1)本業薪資,474690,661821,486983,561828,354819,566573,634417,(1)Full time payroll,,(1)本業薪資,396087,428065,368091,338434,257817,261512,349164,390652,(1)Full time payroll,,(1)本業薪資,353906,227943,270319,287457,518877,564192,433430,395143,410597,(1)Full time payroll
(2)兼業薪資,38729,58357,65109,27558,52947,43394,20160,(2)Part time payroll,,(2)兼業薪資,40320,16258,20540,38488,18907,38794,31806,40146,(2)Part time payroll,,(2)兼業薪資,34718,37920,21328,29785,36408,68672,42974,35997,37034,(2)Part time payroll
(3)其他收入,115107,176832,132787,128496,75999,162524,158794,(3)Other receipts or subsidies,,(3)其他收入,84784,90998,70661,90217,49595,52481,67109,84749,(3)Other receipts or subsidies,,(3)其他收入,80010,51993,54956,62278,120124,161420,108697,108671,91956,(3)Other receipts or subsidies
2.產業主所得,163882,183989,172322,155854,172012,147332,167226,2.Entrepreneurial income,,2.產業主所得,123150,164796,179106,160985,185411,149744,116005,146654,2.Entrepreneurial income,,2.產業主所得,178270,145661,193425,132151,98650,177353,218355,189833,159582,2.Entrepreneurial income
3.財產所得收入,46789,123411,59285,39787,36971,29031,42731,3. Property income,,3.財產所得收入,27751,23273,21061,36062,25586,21790,19293,15956,3. Property income,,3.財產所得收入,30466,23738,21208,33666,27262,106044,43993,51991,56423,3. Property income
