黃麗妃L08102年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 102 年,,2 0 1 3,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,8191640,5912874,2278766,Total
"未滿200,000元",111295,54547,56748,"Under NT$200,000"
"200,000～299,999",259772,123341,136431,"200,000～299,999"
"300,000～399,999",418301,245815,172486,"300,000～399,999"
"400,000～499,999",488856,273771,215084,"400,000～499,999"
"500,000～599,999",474049,301244,172804,"500,000～599,999"
"600,000～699,999",500686,310986,189700,"600,000～699,999"
"700,000～799,999",521745,362295,159449,"700,000～799,999"
"800,000～899,999",540748,392159,148589,"800,000～899,999"
"900,000～999,999",543546,391458,152088,"900,000～999,999"
"1,000,000～1,099,999",511633,386507,125126,"1,000,000～1,099,999"
"1,100,000～1,199,999",497275,392976,104299,"1,100,000～1,199,999"
"1,200,000～1,299,999",469849,381109,88740,"1,200,000～1,299,999"
"1,300,000～1,399,999",414294,328667,85627,"1,300,000～1,399,999"
"1,400,000～1,499,999",354476,293742,60733,"1,400,000～1,499,999"
"1,500,000～1,649,999",440610,352482,88128,"1,500,000～1,649,999"
"1,650,000～1,799,999",323132,257245,65887,"1,650,000～1,799,999"
"1,800,000～1,999,999",341637,274724,66913,"1,800,000～1,999,999"
"2,000,000～2,299,999",339454,272776,66678,"2,000,000～2,299,999"
"2,300,000～2,699,999",276418,220168,56250,"2,300,000～2,699,999"
"2,700,000～3,499,999",237389,193455,43934,"2,700,000～3,499,999"
"3,500,000元及以上",126477,103406,23071,"Above $3,500,000"
