appleL12105年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2016",,105年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2016",,105年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2016"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 105 年,,,,單位：元,2 0 1 6 Unit:NT$,,,,,民 國 105 年,,,,單位：元,2 0 1 6 Unit:NT$,,,,,民 國 105 年,,,,單位：元,2 0 1 6 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
所得收入者人數,14766214,2783089,1826511,1423113,1527808,1196224,1922117,No. of income recipients,,所得收入者人數,283893,358568,327489,650883,283526,367244,290627,No. of income recipients,,所得收入者人數,442566,116408,180966,63041,259311,305598,157229,No. of income recipients
一、所得收入總計,636709,625442,854158,656230,645921,555292,601395,A.Total receipts,,一、所得收入總計,581742,666677,605666,540287,513328,520992,498680,A.Total receipts,,一、所得收入總計,524112,522884,601402,599587,572251,757605,665748,A.Total receipts
1.受僱人員報酬,383688,411516,501356,431648,356503,335293,367445,1.Compensation of employees,,1.受僱人員報酬,318180,458803,382331,310664,233107,233095,205315,1.Compensation of employees,,1.受僱人員報酬,273692,263990,347305,344054,371739,509135,357995,1.Compensation of employees
(1)本業薪資,286224,324132,361508,321082,271064,248521,270044,(1)Full time payroll,,(1)本業薪資,226966,336064,272312,233500,171580,166311,153962,(1)Full time payroll,,(1)本業薪資,208883,184516,238886,237717,281825,363957,252058,(1)Full time payroll
(2)兼業薪資,25182,13322,40069,21971,24060,26598,30463,(2)Part time payroll,,(2)兼業薪資,28908,19609,27884,21457,23496,24051,16970,(2)Part time payroll,,(2)兼業薪資,18901,31394,50371,40140,24510,28368,36480,(2)Part time payroll
(3)其他收入,72282,74062,99780,88595,61379,60174,66938,(3)Other receipts or subsidies,,(3)其他收入,62307,103130,82135,55706,38030,42733,34383,(3)Other receipts or subsidies,,(3)其他收入,45909,48080,58047,66196,65404,116809,69457,(3)Other receipts or subsidies
2.產業主所得,88367,57479,109447,67313,114680,85065,87983,2.Entrepreneurial income,,2.產業主所得,91706,65482,77303,96828,137008,129957,137696,2.Entrepreneurial income,,2.產業主所得,114601,101153,79562,96135,59116,68458,123674,2.Entrepreneurial income
(1)農業淨收入,11233,1132,623,3375,9567,13501,9187,(1)Net agricultural income,,(1)農業淨收入,9238,6776,11998,28651,44130,61746,56447,(1)Net agricultural income,,(1)農業淨收入,41760,37165,24210,22085,0,901,1699,(1)Net agricultural income
(2)營業淨收入,77134,56348,108824,63938,105113,71564,78796,(2)Net operation surplus,,(2)營業淨收入,82468,58706,65306,68178,92878,68211,81249,(2)Net operation surplus,,(2)營業淨收入,72840,63988,55352,74050,59116,67557,121975,(2)Net operation surplus
3.財產所得收入,29423,21052,66829,26313,36567,20296,26337,3. Property income,,3.財產所得收入,20396,30242,20377,20129,12840,17651,13744,3. Property income,,3.財產所得收入,15738,16040,20215,22794,9259,38978,43436,3. Property income
4.自用住宅設算租金收入,39656,44041,59705,50843,38446,35809,28282,4.Imputed rent income,,4.自用住宅設算租金收入,32500,33505,30994,31878,28727,26252,25617,4.Imputed rent income,,4.自用住宅設算租金收入,26472,25154,39149,24753,21345,41365,43416,4.Imputed rent income
5.經常移轉收入,95545,91346,116777,80080,99721,78807,91307,5.Current transfer receipts,,5.經常移轉收入,118893,78583,94594,80745,101569,114028,116285,5.Current transfer receipts,,5.經常移轉收入,93551,116470,115096,111806,110784,99648,97208,5.Current transfer receipts
(1)從私人,31788,36539,52768,20768,39999,19649,25673,(1)From individuals,,(1)從私人,31471,18291,29565,20115,21600,29026,28803,(1)From individuals,,(1)從私人,28611,31805,28375,22289,34334,27000,27460,(1)From individuals
(2)從政府,18525,14415,17378,19001,16544,19763,16642,(2)From government,,(2)從政府,23876,17841,21319,19985,19787,31158,31290,(2)From government,,(2)從政府,23366,33874,22816,27814,20447,19853,18377,(2)From government
(3)社會保險受益,43577,38988,45817,36461,41033,37898,47714,(3)Benefit of social insurance,,(3)社會保險受益,61132,41631,42945,39847,58670,53220,52302,(3)Benefit of social insurance,,(3)社會保險受益,41232,45302,62235,61524,54806,49229,51346,(3)Benefit of social insurance
(4)從企業,1045,841,311,1781,1583,764,728,(4)From enterprises,,(4)從企業,2415,820,764,798,1138,418,3889,(4)From enterprises,,(4)從企業,342,5490,1670,178,1008,1725,25,(4)From enterprises
(5)從國外,610,562,503,2068,563,733,550,(5)From abroad,,(5)從國外,0,0,0,0,374,206,0,(5)From abroad,,(5)從國外,0,0,0,0,189,1841,0,(5)From abroad
6.雜項收入,30,7,45,33,3,22,42,6.Miscellaneous receipts,,6.雜項收入,66,62,68,43,78,9,24,6.Miscellaneous receipts,,6.雜項收入,59,76,75,45,8,22,19,6.Miscellaneous receipts
二、非消費支出,103845,105797,130481,112322,104636,90260,100565,B.Nonconsumption expenditures,,二、非消費支出,91561,124277,104014,81975,72241,77186,67415,B.Nonconsumption expenditures,,二、非消費支出,81695,77622,102724,92377,86980,144692,107357,B.Nonconsumption expenditures
1.利息支出,5728,5889,7042,6543,6568,5457,5387,1.Interest,,1.利息支出,5109,10722,3980,2794,3472,2338,1804,1.Interest,,1.利息支出,2309,4386,7478,2056,4608,9876,6968,1.Interest
2.經常移轉支出,98117,99908,123439,105779,98068,84803,95177,2.Current transfer expenditures,,2.經常移轉支出,86452,113555,100034,79181,68768,74849,65611,2.Current transfer expenditures,,2.經常移轉支出,79386,73237,95246,90321,82372,134815,100389,2.Current transfer expenditures
(1)對私人,24056,24746,31821,21845,25064,16913,24873,(1)To private,,(1)對私人,25892,23598,25128,15741,14845,22571,15990,(1)To private,,(1)對私人,23116,18964,28087,27602,22674,33573,25269,(1)To private
(2)對政府,18339,16432,27815,20240,18668,15170,16849,(2)To government,,(2)對政府,14332,25508,17889,14287,12403,13678,10706,(2)To government,,(2)對政府,12771,12857,17943,11591,11001,30516,19556,(2)To government
(3)社會保險,54729,58100,62677,61929,52085,52044,52239,(3)Social insurance,,(3)社會保險,45779,64355,56085,48892,40829,38481,38223,(3)Social insurance,,(3)社會保險,43482,41398,48538,49215,48636,70408,53676,(3)Social insurance
(4)對國外,992,630,1126,1766,2252,676,1217,(4)To abroad,,(4)對國外,448,93,932,260,691,119,693,(4)To abroad,,(4)對國外,17,18,678,1912,60,318,1889,(4)To abroad
三、可支配所得,532864,519644,723678,543908,541285,465031,500830,C.Disposable income,,三、可支配所得,490181,542400,501652,458312,441088,443805,431266,C.Disposable income,,三、可支配所得,442417,445261,498678,507210,485272,612914,558392,C.Disposable income
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
