黃麗妃L0886年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 86 年,,1 9 9 7,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,6104309,5164575,939734,Total
"未滿200,000元",95273,51076,44197,"Under NT$200,000"
"200,000～299,999",199912,127085,72827,"200,000～299,999"
"300,000～399,999",281646,195689,85957,"300,000～399,999"
"400,000～499,999",304701,220476,84225,"400,000～499,999"
"500,000～599,999",371356,276043,95313,"500,000～599,999"
"600,000～699,999",452886,369796,83090,"600,000～699,999"
"700,000～799,999",485385,407407,77978,"700,000～799,999"
"800,000～899,999",489001,427205,61796,"800,000～899,999"
"900,000～999,999",522875,462165,60710,"900,000～999,999"
"1,000,000～1,099,999",436981,394064,42917,"1,000,000～1,099,999"
"1,100,000～1,199,999",390367,356283,34084,"1,100,000～1,199,999"
"1,200,000～1,299,999",347188,306128,41060,"1,200,000～1,299,999"
"1,300,000～1,399,999",271349,248853,22496,"1,300,000～1,399,999"
"1,400,000～1,499,999",250048,220782,29266,"1,400,000～1,499,999"
"1,500,000～1,649,999",276217,248129,28088,"1,500,000～1,649,999"
"1,650,000～1,799,999",211879,194484,17395,"1,650,000～1,799,999"
"1,800,000～1,999,999",210281,193791,16490,"1,800,000～1,999,999"
"2,000,000～2,299,999",204364,186833,17531,"2,000,000～2,299,999"
"2,300,000～2,699,999",140958,130371,10587,"2,300,000～2,699,999"
"2,700,000～3,499,999",106607,98792,7815,"2,700,000～3,499,999"
"3,500,000元及以上",55035,49123,5912,"Above $3,500,000"
