黃麗妃L0896年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 96 年,,2 0 0 7,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,7414281,5692803,1721478,Total
"未滿200,000元",99124,51322,47802,"Under NT$200,000"
"200,000～299,999",249834,141781,108053,"200,000～299,999"
"300,000～399,999",371725,233460,138265,"300,000～399,999"
"400,000～499,999",432391,281470,150921,"400,000～499,999"
"500,000～599,999",477508,317761,159747,"500,000～599,999"
"600,000～699,999",429263,286877,142386,"600,000～699,999"
"700,000～799,999",520945,379793,141151,"700,000～799,999"
"800,000～899,999",521806,406384,115422,"800,000～899,999"
"900,000～999,999",537551,415942,121609,"900,000～999,999"
"1,000,000～1,099,999",524060,427981,96079,"1,000,000～1,099,999"
"1,100,000～1,199,999",458360,379121,79239,"1,100,000～1,199,999"
"1,200,000～1,299,999",428993,359355,69637,"1,200,000～1,299,999"
"1,300,000～1,399,999",337511,290681,46830,"1,300,000～1,399,999"
"1,400,000～1,499,999",281490,242926,38564,"1,400,000～1,499,999"
"1,500,000～1,649,999",314234,268255,45980,"1,500,000～1,649,999"
"1,650,000～1,799,999",270210,222107,48103,"1,650,000～1,799,999"
"1,800,000～1,999,999",313855,264900,48955,"1,800,000～1,999,999"
"2,000,000～2,299,999",313017,267234,45784,"2,000,000～2,299,999"
"2,300,000～2,699,999",250809,215955,34854,"2,300,000～2,699,999"
"2,700,000～3,499,999",177523,152966,24557,"2,700,000～3,499,999"
"3,500,000元及以上",104073,86533,17541,"Above $3,500,000"
