appleL0395年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2006"
,,,,,,,
第3表 平均每戶家庭收支按農家、非農家及都市化程度別分,Table 3. Average Family Income and Expenditure per Household,,,,,,
,,,,by Farm or Non-farm and Degree of Urbanization,,,
民 國 95 年,,,單位：元,2 0 0 6,Unit:NT$,,
,,,,都  市  化  程  度,,,
,總 平 均,農 家,非 農 家,Degree   of   urbanization,,,
,General average,Farm,Non-farm,都 市,城 鎮,鄉 村,
,City,Town,Village,,,,
,,,,,,,
家庭戶數,7307999,599862,6708137,6025340,1094049,188610,No. of households
平均每戶人數,3.41,3.82,3.37,3.38,3.58,3.18,No. of persons per household
平均每戶成年人數,2.56,2.99,2.52,2.54,2.66,2.4900000000000002,No. of adults per household
平均每戶就業人數,1.52,2.16,1.46,1.49,1.65,1.6,No. of persons employed per household
平均每戶所得收入者人數,1.66,1.89,1.64,1.65,1.71,1.51,No. of income recipients per household
一、所得收入總計,1099739,907569,1116924,1152403,873196,731414,A.Total receipts
1.受僱人員報酬,635926,353753,661159,682839,444758,246105,1.Compensation of employees
(1)本業薪資,479041,276172,497183,510741,352982,197599,(1)Full time payroll
(2)兼業薪資,35120,23290,36178,38115,22106,14929,(2)Part time payroll
(3)其他收入,121764,54291,127798,133984,69671,33577,(3)Other receipts or subsidies
2.產業主所得,167860,267427,158957,165909,168713,225248,2.Entrepreneurial income
3.財產所得收入,53237,28100,55485,60283,20202,19772,3. Property income
4.自用住宅設算租金收入,64985,46127,66672,70092,42225,33877,4.Imputed rent income
5.經常移轉收入,177532,211917,174458,173082,197088,206261,5.Current transfer receipts
(1)從私人,48545,49081,48497,49301,44752,46404,(1)From individuals
(2)從政府,40492,71226,37744,35998,60260,69401,(2)From government
(3)社會保險受益,83888,89720,83366,82724,89392,89134,(3)Benefit of social insurance
(4)從企業,2595,1023,2736,2692,2283,1323,(4)From enterprises
(5)從國外,2012,866,2115,2368,401,0,(5)From abroad
6.雜項收入,198,246,194,197,209,151,6.Miscellaneous receipts
二、非消費支出,186647,133351,191413,198243,136247,108572,B.Nonconsumption expenditures
1.利息支出,18805,5013,20038,21404,6918,4724,1.Interest
2.經常移轉支出,167843,128338,171375,176839,129328,103847,2.Current transfer expenditures
(1)對私人,51240,41498,52112,53874,38871,38867,(1)To private
(2)對政府,36575,22427,37840,39689,23055,15508,(2)To government
(3)社會保險,76737,63202,77948,79501,66323,48854,(3)Social insurance
(4)對國外,3290,1212,3476,3775,1080,619,(4)To abroad
,,,,,,,
95年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2006"
,,,,,,,
第3表 平均每戶家庭收支按農家、非農家及都市化程度別分(續),Table 3. Average Family Income and Expenditure per Household,,,,,,
,,,,by Farm or Non-farm and Degree of Urbanization (Cont.),,,
民 國 95 年,,,單位：元,2 0 0 6,Unit:NT$,,
,,,,都  市  化  程  度,,,
,總 平 均,農 家,非 農 家,Degree   of   urbanization,,,
,General average,Farm,Non-farm,都 市,城 鎮,鄉 村,
,City,Town,Village,,,,
,,,,,,,
三、消費支出,713024,607115,722494,743607,582510,493070,C.Consumption expenditures
1.食品費,154514,143895,155464,158686,137827,118046,1.Food
2.飲料費,6745,7178,6706,6796,6340,7432,2.Beverage
3.菸草,6402,7838,6273,6173,7339,8255,3.Tobacco
4.衣著、鞋、襪類,23957,17769,24510,25338,18210,13156,4.Clothing and footwear
5.房地租及水費,145811,96626,150209,157864,92305,71109,5.Rent and water charges
6.燃料及燈光,19915,19527,19950,20247,18831,15615,6.Fuel and light
7.家具及家庭設備,11923,9665,12125,12632,8728,7826,7.Furniture and family facilities
8.家事管理,12481,5348,13119,13863,6356,3845,8.Household operations
9.保健及醫療,99292,109153,98410,98883,102151,95773,9.Health care and medical
10.運輸交通及通訊,88049,79258,88835,90805,76954,64334,10.Transport and communications
(1)交通及通訊工具之購置,9425,6360,9699,10112,5979,7438,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,42824,44546,42670,43375,41331,33894,(2)Operation of transport equipment
(3)乘交通設備之費用,8092,5602,8315,8547,6134,4928,(3)Purchased transportation
(4)其他通訊費,22758,17303,23246,23795,18505,14310,(4)Other communications
(5)汽機車保險費支出,4949,5447,4905,4976,5004,3764,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,91669,65483,94011,97616,66791,45986,"11.Recreation ,education and culture"
(1)旅遊費用,22831,15828,23458,24966,13330,9756,(1)Traveling
(2)娛樂消遣服務,8611,6588,8791,9075,6636,5217,(2)Recreation service
(3)書報雜誌文具,4184,2881,4301,4450,3071,2147,(3)Books and stationery
(4)娛樂器材及附屬品,8016,5763,8217,8590,5496,4265,(4)Recreation facilities
(5)教育與研究費,48027,34423,49244,50535,38257,24602,(5)Education and research
12.什項消費,52267,45375,52884,54703,40679,41695,12.Miscellaneous
可支配所得,913092,774219,925510,954160,736949,622842,Disposable income
消費支出,713024,607115,722494,743607,582510,493070,Consumption expenditures
儲蓄,200068,167104,203016,210553,154440,129772,Saving
所得總額,1151338,941160,1170133,1208447,905187,754751,Current receipts
