appleL13112年家庭收支調查報告,,,,
,,,,
第5表 所得收入者平均每人所得來源按農家、非農家分,,,,
Table 5. Income Sources of Income Recipients by Farm or Non-farm,,,,
,,,,單位：元
,民 國 112 年,,2 0 2 3,Unit：NT$
,,,,
,總 平 均,農 家,非 農 家,
,General average,Farm,Non-farm,
,,,,
所得收入者人數,16459687,1059822,15399865,No. of income recipients
一、所得收入總計,709084,570838,718598,A.Total receipts
1.受僱人員報酬,417100,216903,430878,1.Compensation of employees
(1)本業薪資,305587,157744,315762,(1)Full time payroll
(2)兼業薪資,25433,19430,25846,(2)Part time payroll
(3)其他收入,86081,39729,89271,(3)Other receipts or subsidies
2.產業主所得,88033,176981,81912,2.Entrepreneurial income
(1)農業淨收入,9245,129684,956,(1)Net agricultural income
(2)營業淨收入,78789,47298,80956,(2)Net operation surplus
3.財產所得收入,33303,16462,34462,3. Property income
4.自用住宅設算租金收入,40145,29671,40866,4.Imputed rent income
5.經常移轉收入,130489,130800,130467,5.Current transfer receipts
(1)從私人,33104,27818,33467,(1)From individuals
(2)從政府,32043,44691,31173,(2)From government
(3)社會保險受益,63610,56313,64112,(3)Benefit of social insurance
(4)從企業,1523,1978,1492,(4)From enterprises
(5)從國外,209,0,224,(5)From abroad
6.雜項收入,13,21,13,6.Miscellaneous receipts
二、非消費支出,120765,74448,123952,B.Nonconsumption expenditures
1.利息支出,6511,961,6893,1.Interest
2.經常移轉支出,114254,73487,117060,2.Current transfer expenditures
(1)對私人,25774,15621,26473,(1)To private
(2)對政府,19602,11597,20153,(2)To government
(3)社會保險,68259,46033,69789,(3)Social insurance
(4)對國外,619,236,645,(4)To abroad
三、可支配所得,588319,496390,594645,C.Disposable income
