L1184年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 1995"
,,,,,,,
第10表家庭住宅及主要設備概況依可支配所得按戶數五等分位分,,,,Table 10. Household Housing and Household Facilities by Five Equal Divisions,,,
,,,,of Households according to Disposable Income,,,
民 國 84 年,,,,1 9 9 5,,,
,總 平 均,依  可  支  配  所  得,,按  戶  數  五  等  分  位  分,,,
,Five equal divisions of,,households according to disposable income,,,,
,General average,1,2,3,4,5,
,,,,,,,
家庭戶數,5731179,1146236,1146236,1146236,1146236,1146235,No. of households
平均每戶人數,3.94,2.3199999999999998,3.76,4.26,4.4800000000000004,4.8600000000000003,No. of persons per household
平均每戶成年人數,2.58,1.74,2.2799999999999998,2.59,2.9,3.4,No. of adults per household
平均每戶就業人數,1.72,0.85,1.39,1.73,2.06,2.54,No. of persons employed per household
平均每戶所得收入者人數,1.7,1.0900000000000001,1.34,1.65,1.96,2.46,No. of income recipients per household
一、家庭住宅概況(％),,,,,,,A.Housing (%)
1.住宅所有權,,,,,,,1.By tenure of dwelling
(1)自有,83.56,76.349999999999994,79.62,84.93,87.15,89.73,(1)Self-owned
(2)租押,9.7799999999999994,11.78,14.2,10.02,7.42,5.5,(2)Rented
(3)其他(含配住及借用),6.66,11.87,6.19,5.05,5.42,4.7699999999999996,(3)Issued、lease and others
2.住宅用途,,,,,,,2.By usage of dwelling
(1)專用,93.69,95.51,92.43,92.8,93.38,94.34,(1)Independent
(2)併用,6.27,4.4000000000000004,7.57,7.13,6.62,5.66,(2)Connected
(3)其他,0.03,0.1,0,0.07,0,0,(3)Others
3.建築式樣,,,,,,,3.By style of building
(1)平房,20.09,43.43,21.21,15.48,12.13,8.2100000000000009,(1)One story
(2)二～三層樓,43.03,35.020000000000003,46.85,46.13,46.91,40.229999999999997,(2)Two or three stories
(3)四～五層樓,27.21,15.94,24.24,29.59,31.05,35.24,(3)Four or five stories
(4)六層樓以上,9.67,5.6,7.7,8.8000000000000007,9.91,16.32,"(4)Apartment, six stories or over"
4.具有自來水設備,91.11,87.11,92.03,91.19,92.54,92.7,4.Piped water equipment
5.有車家庭停車位情形,,,,,,,5.Parking lot
(1)自有停車位,38.43,43.29,37.86,39.200000000000003,37.82,37.74,(1)Self-owned
(2)租借停車位,4.22,2.61,3.45,2.96,3.89,6.16,(2)Rented
(3)無停車位,57.35,54.1,58.7,57.84,58.29,56.11,(3)None
6.每戶建坪平均數(坪),37.17,28.12,35.479999999999997,37.42,40.159999999999997,44.67,6.Space per household average (pin)
7.每戶建坪中位數(坪),32,26,30,32,35,38,7.Space per household median (pin)
二、家庭主要設備,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.29,97.23,99.65,99.79,99.91,99.89,(1)Color TV
(2)碟影機,4.21,0.52,1.67,3.72,5.18,9.94,(2)Laser-disk player
(3)攝影機,5.95,0.88,2.59,4.4000000000000004,6.82,15.07,(3)Movies camera
(4)音響,39.24,16.579999999999998,30.23,39.14,49.02,61.25,(4)Stereo
(5)收錄音機,73.959999999999994,55.27,71.2,76.540000000000006,81.040000000000006,85.75,(5)Radio and recorder
(6)鋼琴(含電子琴),11.77,2.16,5.17,9.49,15.15,26.87,(6)Piano
(7)照相機,60.32,24.52,52.58,64.459999999999994,74.19,85.86,(7)Camera
(8)電視遊樂器,17.21,4.24,13.11,18.82,21.72,28.14,(8)Video game
(9)錄放影機,62.19,32.799999999999997,56.64,66.94,72.650000000000006,81.93,(9)Video tape recorder
(10)有線電視頻道設備,54.15,32.549999999999997,51.55,58.48,61.12,67.06,(10)Cable TV
(11)家用電腦,18.54,2.9,8.8699999999999992,16.71,24.99,39.21,(11)Personal computer
,,,,,,,
84年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 1995"
,,,,,,,
第10表家庭住宅及主要設備概況依可支配所得按戶數五等分位分(續),,,,Table 10. Household Housing and Household Facilities by Five Equal Divisions,,,
,,,,of Households according to Disposable Income (Cont.),,,
民 國 84 年,,,,1 9 9 5,,,
,總 平 均,依  可  支  配  所  得,,按  戶  數  五  等  分  位  分,,,
,Five equal divisions of,,households according to disposable income,,,,
,General average,1,2,3,4,5,
,,,,,,,
(12)電話機,96.7,88.45,97.82,98.69,99.25,99.27,(12)Telephone
(13)汽車,47.95,14.22,38.299999999999997,53.4,61.59,72.260000000000005,(13)Sedan vehicle
(14)機車,79.88,61.31,85.43,86.28,86.5,79.88,(14)Motor bicycle
(15)電冰箱,99.19,96.8,99.61,99.9,99.81,99.81,(15)Refrigerator
(16)冷暖氣機,67.08,37.119999999999997,63.54,72.25,77.150000000000006,85.36,(16)Air conditioner
(17)除濕機,18.09,5.42,10.59,17.07,22.09,35.299999999999997,(17)Dehumidifier
(18)洗衣機,92.83,77.53,93.71,96.93,97.54,98.44,(18)Washing machine
(19)烘衣機,20.11,5.69,12.96,20.46,24.22,37.200000000000003,(19)Drier
(20)果菜(汁)機,44.45,19.739999999999998,36.57,45.96,54.65,65.319999999999993,(20)Mixer
(21)排油煙機,89.25,71.95,89.75,93.09,95.04,96.42,(21)Exhaust fan
(22)吸塵器,33.68,9.57,23.46,33.17,42.54,59.67,(22)Vacuum cleaner
(23)瓦斯熱水器,89.62,81.2,90.24,91.75,91.9,93.04,(23)Gas geyser
(24)電熱水器,8.02,5.15,6.3,6.56,9.9,12.2,(24)Electric geyser
(25)微波爐(含烤箱),33.31,10.92,22.28,31.78,43.12,58.45,(25)Oven
(26)報紙,55.61,28.64,50,58.18,66.34,74.89,(26)Newspaper
(27)期刊雜誌,12.87,2.86,5.46,11.54,16.95,27.51,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,2.Average No. per hundred households
(1)彩色電視機,128.54,103.95,117.47,124.72,136.75,159.79,(1)Color TV
(2)碟影機,4.32,0.52,1.74,3.72,5.25,10.39,(2)Laser-disk player
(3)攝影機,6.08,0.92,2.63,4.4000000000000004,6.91,15.55,(3)Movies camera
(4)音響,41.62,16.71,30.79,40.51,51.23,68.84,(4)Stereo
(5)收錄音機,93.1,57.38,78.650000000000006,91.17,104.74,133.54,(5)Radio and recorder
(6)鋼琴(含電子琴),12.1,2.16,5.17,9.7899999999999991,15.4,27.96,(6)Piano
(7)照相機,68.58,25.22,54.65,68.98,82.07,112,(7)Camera
(8)電視遊樂器,18.32,4.3600000000000003,13.68,19.62,22.93,31.02,(8)Video game
(9)錄放影機,65.63,33.159999999999997,57.54,68.63,76.430000000000007,92.4,(9)Video tape recorder
(10)有線電視頻道設備,54.25,32.549999999999997,51.55,58.51,61.24,67.400000000000006,(10)Cable TV
(11)家用電腦,19.71,2.9,9.14,16.97,26.21,43.31,(11)Personal computer
(12)電話機,103.83,89.77,100.72,103.39,107.89,117.4,(12)Telephone
(13)汽車,52.33,14.42,39.04,55.47,66.11,86.61,(13)Sedan vehicle
(14)機車,126.88,75.19,123.29,134,150.4,151.51,(14)Motor bicycle
(15)電冰箱,105.39,98.44,102.65,103.63,106.63,115.61,(15)Refrigerator
(16)冷暖氣機,111.73,45.27,84.32,109.93,132.05000000000001,187.06,(16)Air conditioner
(17)除濕機,19.5,5.64,10.86,17.75,23.19,40.049999999999997,(17)Dehumidifier
(18)洗衣機,94.35,77.66,94.12,97.7,99.37,102.9,(18)Washing machine
(19)烘衣機,20.21,5.69,13.03,20.46,24.35,37.520000000000003,(19)Drier
(20)果菜(汁)機,45.96,19.84,37,47.01,56.2,69.760000000000005,(20)Mixer
(21)排油煙機,89.67,72.02,89.99,93.12,95.5,97.7,(21)Exhaust fan
(22)吸塵器,34.71,9.67,23.71,33.5,43.53,63.16,(22)Vacuum cleaner
(23)瓦斯熱水器,93.51,81.819999999999993,92.26,94.34,96.65,102.48,(23)Gas geyser
(24)電熱水器,8.32,5.17,6.35,6.8,10.199999999999999,13.06,(24)Electric geyser
(25)微波爐(含烤箱),37.31,11.44,23.66,34.82,47.81,68.84,(25)Oven
(26)報紙,60.54,29.44,51.61,61.11,72.11,88.44,(26)Newspaper
(27)期刊雜誌,17.21,3.1,6.18,13.76,21.65,41.36,(27)Magazine
