appleL1685年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 1996"
第5表 所得收入者平均每人可支配所得依可支配所得按所得收入者五等分位分及性別、年齡別、教育程度別分,"Table 5. Average Disposable Income per Income Recipient by Five EqualDivisions of Recipients according to Disposable Incomeand Sex, Age and Educational Attainment",,第5表 所得收入者平均每人可支配所得依可支配所得按所得收入者五等分位分及性別、年齡別、教育程度別分(續),"Table 5. Average Disposable Income per Income Recipient by Five EqualDivisions of Recipients according to Disposable Incomeand Sex, Age and Educational Attainment (Cont.)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
民 國 85 年,,,單位：人；元,1 9 9 6 Unit:Person;NT$,,,,,民 國 85 年,,,單位：人；元,1 9 9 6 Unit:Person;NT$,,,
,總    平    均,,依 可 支 配 所 得,按 所 得 收 入 者 五 等 分 位 分,,,,依  可  支  配  所  得,按 所 得 收 入 者 五 等 分 位 分,,,,,,,
,General   average,,Five equal divisions,of recipients according to disposable income,,,,Five equal divisions of,recipients according to disposable income,,,,,,,
,人   數,平均每人所得,1,,2,,,,,3,,4,,5,,
,No. of income,Average disposable,人   數,平均每人所得,人   數,平均每人所得,,,,人   數,平均每人所得,人   數,平均每人所得,人   數,平均每人所得,
,recipients,income,No. of income recipients,Average disposable income,No. of income recipients,Average disposable income,,,,No. of income recipients,Average disposable income,No. of income recipients,Average disposable income,No. of income recipients,Average disposable income,
,,,,,,,,,,,,,,,,
全 體 所 得 收 入 者,10125790,460195,2025158,163046,2025158,282281,All income recipients,,全 體 所 得 收 入 者,2025158,390370,2025158,532280,2025158,932997,All income recipients
按 性 別 分,,,,,,,Sex,,按 性 別 分,,,,,,,Sex
男,6487199,522181,921228,158935,937438,286429,Male,,男,1351218,392839,1574450,533471,1702865,940670,Male
女,3638591,349680,1103930,166476,1087720,278706,Female,,女,673940,385421,450708,528120,322293,892457,Female
按 年 齡 組 別 分,,,,,,,Age,,按 年 齡 組 別 分,,,,,,,Age
未 滿 30 歲,2302742,345237,544949,175571,729580,281551,Under 30 years,,未 滿 30 歲,565350,387551,346991,524439,115872,801087,Under 30 years
30 ～ 34 歲,1418532,465588,159833,168824,258134,284738,30～34 years,,30 ～ 34 歲,360363,390843,381960,533418,258242,834017,30～34 years
35 ～ 39 歲,1506694,516368,197094,169179,238548,282440,35～39 years,,35 ～ 39 歲,278426,394769,398551,534925,394075,898764,35～39 years
40 ～ 44 歲,1452750,552271,202787,163545,215795,282666,40～44 years,,40 ～ 44 歲,256438,391749,312651,536364,465079,946066,40～44 years
45 ～ 54 歲,1651614,548835,268478,153147,247715,281456,45～54 years,,45 ～ 54 歲,277145,392892,337749,533824,520527,972937,45～54 years
55 ～ 64 歲,930638,448906,287724,145283,162828,282633,55～64 years,,55 ～ 64 歲,143619,389603,139867,530614,196600,1016161,55～64 years
65 歲 及 以 上,862820,347509,364293,159503,172558,281839,65 years and over,,65 歲 及 以 上,143817,385203,107389,529177,74763,1081705,65 years and over
按 教 育 程 度 別 分,,,,,,,Educational attainment,,按 教 育 程 度 別 分,,,,,,,Educational attainment
國 小 及 以 下,2855703,354078,1009897,155757,639769,279977,Primary school and below,,國 小 及 以 下,498517,387284,411868,526951,295652,895042,Primary school and below
國 （初） 中 （初 職）,1794450,423035,362163,166521,410769,282417,Junior middle (vocational),,國 （初） 中 （初 職）,401053,391609,364640,529841,255825,908988,Junior middle (vocational)
高 中,921101,489784,122404,168527,177655,284067,High school,,高 中,207495,388732,210311,533351,203236,921177,High school
高 職,2260411,440359,380019,173935,534995,281952,Senior vocational school,,高 職,509564,389840,468651,530537,367182,901912,Senior vocational school
專 科,1280154,546827,109165,178483,206701,286295,Junior college,,專 科,268680,392984,322135,535005,373473,919560,Junior college
大 學 及 以 上,1013971,732786,41510,153618,55269,290358,College and above,,大 學 及 以 上,139849,397166,247553,543581,529790,1001323,College and above
