L0985年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1996"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 85 年,,,,,1 9 9 6,,,,,民 國 85 年,,,,,1 9 9 6,,,,,,民 國 85 年,,,,,,1 9 9 6,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(3)無停車位,57.96,77.84,80.88,70.36,55.43,58.1,49.48,(3)None,,(3)無停車位,37.659999999999997,56.07,35.44,56.4,25.12,31.2,36.04,41.73,(3)None,,(3)無停車位,33.76,52.63,50.61,47.9,78.64,38.409999999999997,57.15,53.86,64.89,(3)None
6.每戶建坪平均數(坪),38.07,30.94,37.520000000000003,30.72,41.74,41.76,52.07,6.Space per household average (pin),,6.每戶建坪平均數(坪),47.74,46.13,46.33,43.64,40.229999999999997,38.659999999999997,41.63,41.51,6.Space per household average (pin),,6.每戶建坪平均數(坪),43.38,35.159999999999997,36.770000000000003,36.549999999999997,29.99,42.47,38.520000000000003,40.549999999999997,34.75,6.Space per household average (pin)
7.每戶建坪中位數(坪),32,30,34,29,40,36,50,7.Space per household median (pin),,7.每戶建坪中位數(坪),42,42,40,40,35,32,40,38,7.Space per household median (pin),,7.每戶建坪中位數(坪),40,30,35,30,28,36,34,35,30,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.32,99.4,99.44,99.8,99.26,99.3,99.65,(1)Color TV,,(1)彩色電視機,98.12,99.61,99.7,99,98.63,98.78,99.56,99.28,(1)Color TV,,(1)彩色電視機,99.36,97.56,98.35,100,99.36,97.62,99.26,99.6,98.8,(1)Color TV
(2)碟影機,5.1100000000000003,11.14,4.38,5.12,3.24,7.16,5.41,(2)Laser-disk player,,(2)碟影機,3.5,5.43,3.14,4.68,3.14,1.29,1.32,1,(2)Laser-disk player,,(2)碟影機,1.18,1.9,3.39,0,6.13,7.05,5.86,3.82,3.65,(2)Laser-disk player
(3)攝影機,7.22,17.649999999999999,7.39,6.66,4,5.76,4.03,(3)Movies camera,,(3)攝影機,3.57,5.35,4.55,0.37,2.36,2.74,2.95,4.07,(3)Movies camera,,(3)攝影機,4.12,0.98,3.68,6.42,5.16,10.66,11.64,8.4700000000000006,6.68,(3)Movies camera
(4)音響,44.94,57.84,45.5,48.07,30.59,49.29,49.55,(4)Stereo,,(4)音響,39.369999999999997,44.37,40.33,28.77,29.44,28.23,42.65,36.799999999999997,(4)Stereo,,(4)音響,37.659999999999997,29.23,39.07,32.909999999999997,41.26,54.92,55.76,45.85,38.6,(4)Stereo
(5)鋼琴(含電子琴),11.4,22.16,14.54,8.66,5.68,10.99,11.98,(5)Piano,,(5)鋼琴(含電子琴),6.62,9.84,7.16,7.51,3.13,2.48,5.61,8.4700000000000006,(5)Piano,,(5)鋼琴(含電子琴),6.76,7.11,8.01,6.33,11.94,16.64,18.63,17.440000000000001,13.36,(5)Piano
(6)電視遊樂器,16.04,24.7,16.93,19.73,8.69,19.79,14.4,(6)Video game,,(6)電視遊樂器,10.119999999999999,13.28,9.5500000000000007,10.7,6.36,5.05,8.6999999999999993,12.13,(6)Video game,,(6)電視遊樂器,7.5,3.89,10.74,12.28,22.28,20.27,21.24,19.07,17.34,(6)Video game
(7)錄放影機,58.6,74.23,61.65,62.51,46.19,65.14,60.8,(7)Video tape recorder,,(7)錄放影機,53.52,58.95,49.02,47.46,39.700000000000003,40.46,46.28,43.31,(7)Video tape recorder,,(7)錄放影機,49.79,46.99,63.28,57.95,62.5,65.72,65.650000000000006,67.989999999999995,52.78,(7)Video tape recorder
(8)有線電視頻道設備,59.57,69,80.510000000000005,64.459999999999994,40.409999999999997,48.02,63.26,(8)Cable TV,,(8)有線電視頻道設備,67.540000000000006,54.29,48.53,64.62,32.04,39.1,45.87,56.12,(8)Cable TV,,(8)有線電視頻道設備,39.58,32.43,40.64,31.09,68.91,78.180000000000007,70.87,87.74,73.19,(8)Cable TV
(9)家用電腦,22.56,41.84,23.69,25.96,12.82,25.53,20.81,(9)Personal computer,,(9)家用電腦,12,19.02,13.54,12.88,7.47,8.17,11.21,12.46,(9)Personal computer,,(9)家用電腦,11.68,6.26,19.05,11.07,22.56,33.270000000000003,31.33,23.36,18.760000000000002,(9)Personal computer
(10)電話機,97.49,99.16,98.18,98.47,96.31,96.29,98.45,(10)Telephone,,(10)電話機,95.88,97.57,96.59,97.07,97.7,97.33,96.48,95.84,(10)Telephone,,(10)電話機,95.98,87.41,95.34,93.72,98.36,96.93,98.91,99.15,97.64,(10)Telephone
(11)答錄機,5.56,15.41,4.78,6.09,2.06,4.49,4.04,(11)Answering machine,,(11)答錄機,0.69,2.44,1.46,0.71,0,2.25,1.97,1.9,(11)Answering machine,,(11)答錄機,1.26,2.37,2.0099999999999998,0.87,5.55,8.34,12.2,2.4500000000000002,4.75,(11)Answering machine
(12)傳真機,6.47,16.41,5.87,5.76,2.95,6.21,3.67,(12)Fax machine,,(12)傳真機,2.2799999999999998,3.11,4.45,3.21,2.2999999999999998,1.93,3.25,2,(12)Fax machine,,(12)傳真機,1.88,4.3499999999999996,2.33,3.69,3.56,10.39,13.83,7.92,4.6900000000000004,(12)Fax machine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
85年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1996"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 85 年,,,,,1 9 9 6,,,,,民 國 85 年,,,,,1 9 9 6,,,,,,民 國 85 年,,,,,,1 9 9 6,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(13)數據機,2.17,6.8,2.6,2.02,1.64,1.95,1.02,(13)Modem,,(13)數據機,1.04,0.82,0.64,0.72,0.25,0,0.47,0.87,(13)Modem,,(13)數據機,0.44,0,1.33,0,0,2.64,3.76,1.74,0.81,(13)Modem
(14)汽車,51.16,50.99,51.76,45.73,44.21,61.62,64.569999999999993,(14)Sedan vehicle,,(14)汽車,53.85,64.03,48.87,47.82,42.79,40.5,51.82,48.61,(14)Sedan vehicle,,(14)汽車,46.45,32.04,49.36,34.81,36.979999999999997,56.96,64.11,58.4,53.01,(14)Sedan vehicle
(15)機車,80.819999999999993,58.38,89.88,76,81.75,80.5,86.09,(15)Motor bicycle,,(15)機車,84.06,90.08,91.4,86.09,85.67,78.5,87.43,91.57,(15)Motor bicycle,,(15)機車,92.38,84.03,86.73,83.96,59.47,81.99,83.91,92.06,93.15,(15)Motor bicycle
(16)電磁爐,38.65,54.96,35.56,47.77,39,44.27,34.9,(16)Electro-magnetic oven,,(16)電磁爐,28.33,38.64,31.25,28.93,21.79,17.600000000000001,25.65,21.51,(16)Electro-magnetic oven,,(16)電磁爐,20.69,16.41,26.18,20.99,50.73,46.98,50.93,43.04,34.53,(16)Electro-magnetic oven
(17)冷暖氣機,71.650000000000006,88.06,82.84,83.27,61.98,67.56,65.5,(17)Air conditioner,,(17)冷暖氣機,53.15,59.17,65.61,36.44,53,42.07,61.59,70.09,(17)Air conditioner,,(17)冷暖氣機,67.42,41.81,57.59,60.43,73.55,77.209999999999994,73.86,74.650000000000006,78.11,(17)Air conditioner
(18)除濕機,18.77,43.4,5.56,25.48,28.48,33.22,30.31,(18)Dehumidifier,,(18)除濕機,16.739999999999998,8.7200000000000006,4.01,4.95,2.63,2.13,3.29,1.88,(18)Dehumidifier,,(18)除濕機,2.27,1.9,11.6,12.69,54.47,45.56,13.36,7.58,6.34,(18)Dehumidifier
(19)洗衣機,93,96.58,94.89,96.25,88.52,91.83,90.67,(19)Washing machine,,(19)洗衣機,80.14,92.54,92.01,86.45,92.49,85.43,93.1,89.8,(19)Washing machine,,(19)洗衣機,95.27,82.55,88.78,94.38,94.54,90.98,91.67,95.3,94.41,(19)Washing machine
(20)烘衣機,19.66,34.65,4.87,26.18,35.29,40.04,40.11,(20)Drier,,(20)烘衣機,29.66,11.54,9.4499999999999993,10.82,4.66,5.3,5.21,6.03,(20)Drier,,(20)烘衣機,2.36,4.41,13.51,3.91,47.27,43.3,13.93,10.32,7.66,(20)Drier
(21)洗碗機,4.0199999999999996,8,4.13,4.8899999999999997,1.94,3.25,3.4,(21)Dishwasher,,(21)洗碗機,4.29,2.04,2.66,2.48,1.52,2.1800000000000002,4.59,3.26,(21)Dishwasher,,(21)洗碗機,1.73,0.44,1.34,0,1.57,2.35,5.64,2.38,2.75,(21)Dishwasher
(22)排油煙機,90.2,93.61,91.16,94.93,76.11,92.24,88.51,(22)Exhaust fan,,(22)排油煙機,83.34,93.1,85.09,83.04,85.6,74.510000000000005,88.85,90.04,(22)Exhaust fan,,(22)排油煙機,90.1,72.239999999999995,77.400000000000006,88.36,92.31,87.26,93.93,93.34,92.45,(22)Exhaust fan
(23)吸塵器,36.549999999999997,56.42,37.14,40.770000000000003,33.450000000000003,41.02,40.369999999999997,(23)Vacuum cleaner,,(23)吸塵器,31.51,31.66,22.34,24.99,14.55,11.57,25.6,25.71,(23)Vacuum cleaner,,(23)吸塵器,20.52,13.04,31.88,19.68,39.44,54.58,50.67,42.15,35.71,(23)Vacuum cleaner
(24)熱水器,91.04,94.93,91.32,94.72,86.41,94.7,93.11,(24)Geyser,,(24)熱水器,86.91,91.7,86.54,90.02,81.400000000000006,86.35,86.9,82.13,(24)Geyser,,(24)熱水器,86.76,81.33,81.7,95.38,96.19,93.6,95.09,95.78,93.81,(24)Geyser
(25)開飲機,44.29,39.06,41.36,43.72,49.1,57.15,51.32,(25)Hot-warm water fountain,,(25)開飲機,55.39,43.82,41.41,35.65,43.91,32.68,38.76,44.82,(25)Hot-warm water fountain,,(25)開飲機,56.61,51.15,46.63,67.27,44.93,49.99,46.3,35.56,38.96,(25)Hot-warm water fountain
(26)微波爐(含烤箱),35.24,54.91,37.93,41.42,24.21,35.07,34.130000000000003,(26)Microwave oven,,(26)微波爐(含烤箱),21.34,31.53,23.02,24.99,17.22,11.91,19.079999999999998,21.81,(26)Microwave oven,,(26)微波爐(含烤箱),19.95,13.94,19.12,33.89,38.32,51.29,56.13,38.450000000000003,39.92,(26)Microwave oven
(27)報紙,52.25,59.7,57.92,50.7,45.3,54.87,54.6,(27)Newspaper,,(27)報紙,55.5,56.38,49.45,48.89,40.99,26.74,48.83,45.46,(27)Newspaper,,(27)報紙,50.3,39.51,50.24,47.91,37.200000000000003,52.62,58.35,56.25,61.95,(27)Newspaper
(28)期刊雜誌,12.45,20.57,14.43,11.09,8.3000000000000007,16.239999999999998,9.42,(28)Magazine,,(28)期刊雜誌,9.92,11.35,5.5,6.68,3.61,3.35,10.43,9.43,(28)Magazine,,(28)期刊雜誌,7.96,6.83,15.01,10.74,11.34,18.010000000000002,17.989999999999998,16.55,12.32,(28)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,134.01,143.9,136.37,135.28,143.66999999999999,134.88,153.76,(1)Color TV,,(1)彩色電視機,134.1,133.34,122.84,130.82,118.01,117.53,126.01,124.56,(1)Color TV,,(1)彩色電視機,127.09,123.07,133.21,131.97,138.58000000000001,157.63,140.24,138.47,127.14,(1)Color TV
(2)碟影機,5.23,11.58,4.38,5.12,3.64,7.28,5.41,(2)Laser-disk player,,(2)碟影機,3.5,5.43,3.14,4.68,3.14,1.29,1.32,1,(2)Laser-disk player,,(2)碟影機,1.18,1.9,3.74,0,6.13,7.38,6.45,4.6900000000000004,3.65,(2)Laser-disk player
(3)攝影機,7.56,18.77,7.63,6.95,4.8099999999999996,5.99,4.3600000000000003,(3)Movies camera,,(3)攝影機,3.57,5.49,5.22,0.37,2.36,2.74,2.95,4.2,(3)Movies camera,,(3)攝影機,4.12,0.98,3.68,6.42,5.98,10.98,11.83,8.4700000000000006,6.68,(3)Movies camera
(4)音響,48.58,66.58,49.88,51.3,33.880000000000003,52.29,51.91,(4)Stereo,,(4)音響,40.4,46.96,42.09,29.81,30.95,28.94,46.8,37.659999999999997,(4)Stereo,,(4)音響,39.14,31.64,40.44,32.909999999999997,43.2,63.29,60.29,50.07,41.22,(4)Stereo
(5)鋼琴(含電子琴),11.74,22.88,14.95,8.7799999999999994,6.91,11.1,11.98,(5)Piano,,(5)鋼琴(含電子琴),7.67,10.25,7.64,7.51,3.13,2.48,5.77,8.61,(5)Piano,,(5)鋼琴(含電子琴),6.76,7.57,8.01,6.33,12.57,16.98,19.55,17.86,13.36,(5)Piano
(6)電視遊樂器,16.89,26.78,17.27,20.79,9.91,21.19,15.08,(6)Video game,,(6)電視遊樂器,10.48,13.69,9.73,11.09,6.36,5.05,9.18,12.43,(6)Video game,,(6)電視遊樂器,7.5,3.89,11.08,12.28,22.6,21.92,22.73,19.489999999999998,17.75,(6)Video game
(7)錄放影機,61.65,82.16,64.97,64.94,49.47,68.62,64.48,(7)Video tape recorder,,(7)錄放影機,54.95,60.57,49.87,49.66,39.700000000000003,40.76,47.46,44.46,(7)Video tape recorder,,(7)錄放影機,50.9,48.87,67.3,59.93,65.05,72.03,69.67,70.92,54.14,(7)Video tape recorder
(8)有線電視頻道設備,59.7,69.36,80.680000000000007,64.53,40.409999999999997,48.02,63.26,(8)Cable TV,,(8)有線電視頻道設備,67.92,54.43,48.53,64.97,32.04,39.1,45.87,56.12,(8)Cable TV,,(8)有線電視頻道設備,39.58,32.43,41.32,31.09,68.91,78.180000000000007,70.87,88.59,73.38,(8)Cable TV
(9)家用電腦,24.08,46.04,25.46,27.7,13.6,26.68,22.5,(9)Personal computer,,(9)家用電腦,12.69,19.7,14.3,12.88,7.47,8.17,11.53,13.04,(9)Personal computer,,(9)家用電腦,12.48,6.76,20.38,11.95,23.21,37.28,33,25.53,18.760000000000002,(9)Personal computer
(10)電話機,108.18,121.85,109.94,111.88,102.74,104.98,110.45,(10)Telephone,,(10)電話機,102.49,102.16,101.86,102.33,101.26,104.73,98.26,100.73,(10)Telephone,,(10)電話機,100.09,93.88,105.42,105.42,107.96,116,112.92,111.52,106.42,(10)Telephone
(11)答錄機,5.65,15.65,4.78,6.27,2.06,4.49,4.04,(11)Answering machine,,(11)答錄機,1.03,2.44,1.46,0.71,0,2.25,2.29,1.9,(11)Answering machine,,(11)答錄機,1.26,2.37,2.33,0.87,5.55,8.34,12.2,2.4500000000000002,4.75,(11)Answering machine
(12)傳真機,6.51,16.41,5.87,5.76,3.36,6.33,3.67,(12)Fax machine,,(12)傳真機,2.2799999999999998,3.11,4.62,3.21,2.2999999999999998,1.93,3.25,2,(12)Fax machine,,(12)傳真機,1.88,4.3499999999999996,2.33,3.69,3.56,10.73,13.83,8.35,4.6900000000000004,(12)Fax machine
(13)數據機,2.25,7.19,2.6,2.02,1.64,2.06,1.02,(13)Modem,,(13)數據機,1.04,0.82,0.64,0.72,0.25,0,0.47,0.87,(13)Modem,,(13)數據機,0.44,0,1.33,0,0,2.64,3.76,1.74,1.01,(13)Modem
(14)汽車,56.49,55.66,57.01,48.14,50.05,68.53,80.38,(14)Sedan vehicle,,(14)汽車,64.5,70.06,53.4,55.65,48.78,46.94,58.08,51.79,(14)Sedan vehicle,,(14)汽車,50.73,34.409999999999997,54.62,39.130000000000003,40.520000000000003,64.599999999999994,73.86,65.400000000000006,58.08,(14)Sedan vehicle
(15)機車,130.41,79.540000000000006,159.66,114.7,137.16,124.09,137.16,(15)Motor bicycle,,(15)機車,132.9,150.06,154.04,144.09,126.49,124.07,146.91,157.19999999999999,(15)Motor bicycle,,(15)機車,165.46,135.15,140.36000000000001,118.67,81.12,154.75,131,167.05,175.58,(15)Motor bicycle
