黃麗妃L0888年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 88 年,,1 9 9 9,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,6431105,5231298,1199807,Total
"未滿200,000元",88685,42786,45899,"Under NT$200,000"
"200,000～299,999",221718,125990,95728,"200,000～299,999"
"300,000～399,999",301323,202222,99101,"300,000～399,999"
"400,000～499,999",318346,219763,98583,"400,000～499,999"
"500,000～599,999",357695,256898,100797,"500,000～599,999"
"600,000～699,999",438898,325242,113656,"600,000～699,999"
"700,000～799,999",472851,374532,98319,"700,000～799,999"
"800,000～899,999",493877,414942,78935,"800,000～899,999"
"900,000～999,999",496985,425482,71503,"900,000～999,999"
"1,000,000～1,099,999",467829,397471,70358,"1,000,000～1,099,999"
"1,100,000～1,199,999",419568,364848,54720,"1,100,000～1,199,999"
"1,200,000～1,299,999",372306,323924,48382,"1,200,000～1,299,999"
"1,300,000～1,399,999",309158,271510,37648,"1,300,000～1,399,999"
"1,400,000～1,499,999",295469,258091,37378,"1,400,000～1,499,999"
"1,500,000～1,649,999",324034,289902,34132,"1,500,000～1,649,999"
"1,650,000～1,799,999",227010,202548,24462,"1,650,000～1,799,999"
"1,800,000～1,999,999",224250,199679,24571,"1,800,000～1,999,999"
"2,000,000～2,299,999",225294,197677,27617,"2,000,000～2,299,999"
"2,300,000～2,699,999",167096,149430,17666,"2,300,000～2,699,999"
"2,700,000～3,499,999",138396,128172,10224,"2,700,000～3,499,999"
"3,500,000元及以上",70317,60189,10128,"Above $3,500,000"
