appleL0790年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2001",,90年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2001",,90年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2001"
第7表 平均每戶可支配所得及消費支出依可支配所得按戶數五等分位分及經濟戶長性別、年齡組別、教育程度別分,"Table 7. Average Family Income and Expenditure per Household by Five EqualDivisions of Households According to Disposable Income and Sex, Ageand Educational Attainment of Household Heads",,第7表 平均每戶可支配所得及消費支出依可支配所得按戶數五等分位分及經濟戶長性別、年齡組別、教育程度別分(續一),"Table 7. Average Family Income and Expenditure per Household by Five EqualDivisions of Households According to Disposable Income and Sex, Ageand Educational Attainment of Household Heads (Cont.1)",,第7表 平均每戶可支配所得及消費支出依可支配所得按戶數五等分位分及經濟戶長性別、年齡組別、教育程度別分(續完),"Table 7. Average Family Income and Expenditure per Household by Five EqualDivisions of Households According to Disposable Income and Sex, Ageand Educational Attainment of Household Heads (Cont.End)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 90 年,,,,單位：戶；人；元,2 0 0 1 Unit:Household;Person;NT$,,,,,,民 國 90 年,,,,單位：戶；人；元,2 0 0 1 Unit:Household;Person;NT$,,,,,,民 國 90 年,,,,單位：戶；人；元,2 0 0 1 Unit:Household;Person;NT$,,,,
,總      平      均,,,,可 支 配 所 得 按 戶 數 五 等 分 位 組,,,,,,,可   支   配   所   得   按,,,,戶   數   五   等   分   位   組,,,,,,,可   支   配   所   得   按,,,,戶   數   五   等   分   位   組,,,,
,General       average,,,,Five equal divisions of households according to disposable income,,,,,,,Five   equal   divisions   of   households,,,,according   to   disposable   income,,,,,,,Five   equal   divisions   of   households,,,,according   to   disposable   income,,,,
,戶  數,平均每戶人數,可支配所得,消費支出,1,,,,,,,2,,,,3,,,,,,,4,,,,5,,,,
,,,,,戶  數,平均每戶人數,可支配所得,消費支出,,,,戶  數,平均每戶人數,可支配所得,消費支出,戶  數,平均每戶人數,可支配所得,消費支出,,,,戶  數,平均每戶人數,可支配所得,消費支出,戶  數,平均每戶人數,可支配所得,消費支出,
,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,,,,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,,,,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,Number of households,Average No.  of persons,Disposable income,Consumption expenditure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全 體 家 庭,6730886,3.58,868651,657872,1346177,2.0099999999999998,279404,283920,All Families,,全 體 家 庭,1346177,3.18,524766,480451,1346177,3.88,740054,629430,All Families,,全 體 家 庭,1346177,4.24,1013478,792556,1346178,4.5999999999999996,1785550,1103002,All Families
按 性 別 分,,,,,,,,,Sex,,按 性 別 分,,,,,,,,,Sex,,按 性 別 分,,,,,,,,,Sex
男,5410881,3.78,916428,690372,885706,2.15,286500,294408,Male,,男,1028577,3.29,526927,482387,1128755,4,741095,634377,Male,,男,1163200,4.3499999999999996,1013992,796239,1204642,4.66,1782232,1109331,Male
女,1320005,2.77,672805,524651,460471,1.73,265754,263747,Female,,女,317600,2.84,517768,474182,217422,3.3,734648,603752,Female,,女,182977,3.59,1010213,769140,141536,4.07,1813794,1049139,Female
按 年 齡 組 別 分,,,,,,,,,Age,,按 年 齡 組 別 分,,,,,,,,,Age,,按 年 齡 組 別 分,,,,,,,,,Age
未 滿 30 歲,554068,3.48,782400,612782,77879,2.21,311635,338951,Under 30 years,,未 滿 30 歲,162171,2.96,522771,463059,137052,3.65,739269,600816,Under 30 years,,未 滿 30 歲,107314,4.12,1019824,771980,69652,4.8,1632327,1045818,Under 30 years
30 ～ 34 歲,768991,3.86,909121,688540,77030,2.57,311884,353934,30～34 years,,30 ～ 34 歲,156726,3.23,529768,480553,186093,3.91,737324,621777,30～34 years,,30 ～ 34 歲,195260,4.17,1008227,769220,153882,4.7,1676453,1046230,30～34 years
35 ～ 39 歲,1004623,4.1100000000000003,894667,712477,96507,2.6,318792,336618,35～39 years,,35 ～ 39 歲,235799,3.73,529567,507560,237367,4.22,737379,641964,35～39 years,,35 ～ 39 歲,244522,4.45,1010208,808652,190428,4.7699999999999996,1686297,1121096,35～39 years
40 ～ 44 歲,1077242,4.12,919175,732372,115311,2.63,299844,337565,40～44 years,,40 ～ 44 歲,229592,3.77,532931,511251,261090,4.3099999999999996,744450,667624,40～44 years,,40 ～ 44 歲,242112,4.5199999999999996,1004276,832057,229136,4.58,1727030,1121065,40～44 years
45 ～ 54 歲,1668552,3.89,1032408,765008,199401,2.15,283994,313520,45～54 years,,45 ～ 54 歲,260205,3.27,528407,499877,332966,3.96,743189,647601,45～54 years,,45 ～ 54 歲,400160,4.2699999999999996,1021474,809087,475819,4.57,1833246,1144288,45～54 years
55 ～ 64 歲,763501,3.14,903975,601249,232022,1.85,269066,275729,55～64 years,,55 ～ 64 歲,109530,2.5299999999999998,516914,439549,113992,3.23,740914,571395,55～64 years,,55 ～ 64 歲,118060,3.85,1027307,706054,189897,4.5599999999999996,1924182,1045010,55～64 years
65 歲 及 以 上,893909,1.99,461333,356675,548027,1.68,261728,238389,65 years and over,,65 歲 及 以 上,192154,2.21,506268,421987,77616,2.41,726657,538782,65 years and over,,65 歲 及 以 上,38748,2.87,975781,711575,37363,3.72,2073275,1009399,65 years and over
按 教 育 程 度 別 分,,,,,,,,,Educational attainment,,按 教 育 程 度 別 分,,,,,,,,,Educational attainment,,按 教 育 程 度 別 分,,,,,,,,,Educational attainment
國 小 及 以 下,1800472,3.03,605806,471031,801078,1.84,262198,248186,Primary school and below,,國 小 及 以 下,348808,2.95,514609,447236,267565,3.9,736584,602925,Primary school and below,,國 小 及 以 下,211798,4.46,1009985,732406,171223,5.58,1694867,1032681,Primary school and below
國（初） 中（初 職）,1165135,3.91,746121,600937,211937,2.34,294995,302064,Junior middle (vocational),,國（初） 中（初 職）,322721,3.64,524120,490817,297561,4.25,740056,636290,Junior middle (vocational),,國（初） 中（初 職）,209937,4.74,1006365,788135,122979,5.0999999999999996,1676553,999875,Junior middle (vocational)
高 中,652137,3.77,883890,697328,87083,2.19,300849,342426,High school,,高 中,142690,3.21,527037,498362,144324,3.92,737708,653514,High school,,高 中,159212,4.26,1009617,815944,118828,4.74,1748778,1090629,High school
高 職,1337441,3.91,862993,677615,154496,2.31,312303,350777,Senior vocational school,,高 職,323878,3.32,527077,487321,335181,4.08,740127,630193,Senior vocational school,,高 職,310710,4.45,1007665,805619,213176,4.93,1754774,1091587,Senior vocational school
專 科,917382,3.71,1064835,780270,54466,1.97,321592,367192,Junior college,,專 科,141386,2.83,537402,498823,186766,3.42,741337,628458,Junior college,,專 科,251241,3.94,1018517,790182,283523,4.45,1724776,1091194,Junior college
大 學 及 以 上,858319,3.53,1373894,935528,37117,2.12,312574,413803,College and above,,大 學 及 以 上,66694,2.23,538147,493375,114780,3.02,748783,642508,College and above,,大 學 及 以 上,203279,3.53,1030144,824440,436449,3.98,1916363,1176263,College and above
