3.財產所得收入,29067,51699,37530,27384,18607,29895,15311,3. Property income,,3.財產所得收入,32004,23689,16301,43654,14969,11610,17409,19386,3. Property income,,3.財產所得收入,17662,15894,27056,23098,23744,28064,31536,63768,16571,3. Property income
4.自用住宅設算租金收入,27160,32706,33009,31125,22875,31859,23445,4.Imputed rent income,,4.自用住宅設算租金收入,22614,27366,20155,16374,17488,13336,17717,19163,4.Imputed rent income,,4.自用住宅設算租金收入,11955,18297,23522,6176,21654,28077,50263,35516,29943,4.Imputed rent income
5.經常移轉收入,37672,46665,38129,32783,42830,29180,34213,5.Current transfer receipts,,5.經常移轉收入,39691,34500,29741,33832,51275,51398,37826,32126,5.Current transfer receipts,,5.經常移轉收入,36355,36362,51357,63566,44515,39656,38571,43595,30637,5.Current transfer receipts
(1)從私人,16100,25314,17713,10890,18161,9977,13395,(1)From individuals,,(1)從私人,20594,14579,11096,14132,25491,21515,15063,10413,(1)From individuals,,(1)從私人,16451,16385,24074,39016,13203,13702,17306,21612,11819,(1)From individuals
(2)從政府,4034,3686,3731,3467,6410,2821,5094,(2)From government,,(2)從政府,2897,2343,2583,5027,4825,6229,4818,5195,(2)From government,,(2)從政府,3901,6029,7532,8836,6568,7031,2739,5760,4926,(2)From government
(3)從企業,17317,17335,16240,17880,18259,16354,15503,(3)From enterprises,,(3)從企業,16130,17578,15672,14674,20959,23654,17945,16518,(3)From enterprises,,(3)從企業,16003,13948,19751,15715,24636,18924,18017,16223,13817,(3)From enterprises
(4)從國外,221,329,445,546,0,28,222,(4)From abroad,,(4)從國外,70,0,390,0,0,0,0,0,(4)From abroad,,(4)從國外,0,0,0,0,108,0,511,0,75,(4)From abroad
6.雜項收入,102,293,96,34,117,30,122,6.Miscellaneous receipts,,6.雜項收入,51,118,91,1,152,45,118,58,6.Miscellaneous receipts,,6.雜項收入,136,191,0,74,22,13,33,105,30,6.Miscellaneous receipts
二、非消費支出,74853,98274,100080,78483,72238,74652,65824,B.Nonconsumption expenditures,,二、非消費支出,64398,69074,44279,54675,44903,53351,61486,64504,B.Nonconsumption expenditures,,二、非消費支出,56518,63491,83510,51532,69743,101291,87239,87576,62233,B.Nonconsumption expenditures
1.利息支出,19480,21207,26470,25440,17297,21907,14343,1.Interest,,1.利息支出,7078,14707,9364,14875,6884,10300,17477,17578,1.Interest,,1.利息支出,12732,22634,25112,14544,16232,26912,28294,24330,18397,1.Interest
2.經常移轉支出,55373,77067,73610,53043,54941,52745,51482,2.Current transfer expenditures,,2.經常移轉支出,57319,54367,34914,39800,38019,43051,44009,46926,2.Current transfer expenditures,,2.經常移轉支出,43786,40857,58398,36988,53511,74379,58945,63246,43835,2.Current transfer expenditures
(1)對私人,23949,30096,34995,20519,26820,23223,21350,(1)To private,,(1)對私人,32747,23539,12691,20636,17835,20785,20010,22458,(1)To private,,(1)對私人,22200,21079,31414,16481,24593,35900,23744,23883,16515,(1)To private
(2)對政府,13925,26701,18519,13450,9564,12098,10604,(2)To government,,(2)對政府,10176,12048,8446,7344,6348,7606,8952,9830,(2)To government,,(2)對政府,8023,8401,10901,6701,10676,20141,16476,16740,9662,(2)To government
(3)對企業,15956,18338,16677,17990,15281,16634,15120,(3)To enterprises,,(3)對企業,13206,16122,13433,11778,13790,14660,14676,14322,(3)To enterprises,,(3)對企業,13164,10381,13919,13298,16768,17292,16744,14950,14512,(3)To enterprises
(4)對國外,1542,1932,3419,1085,3275,791,4408,(4)To abroad,,(4)對國外,1190,2659,345,42,45,0,371,316,(4)To abroad,,(4)對國外,399,996,2164,507,1474,1045,1981,7673,3146,(4)To abroad
三、可支配所得,439579,613111,480279,453685,352058,427662,358995,C.Disposable income,,三、可支配所得,375136,431110,354615,368645,333148,312634,342874,365018,C.Disposable income,,三、可支配所得,374329,364060,428776,321199,450045,441462,492955,467476,387622,C.Disposable income
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
