黃麗妃L08109年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 109 年,,2 0 2 0,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,8829466,6094054,2735412,Total
"未滿200,000元",74205,38371,35834,"Under NT$200,000"
"200,000～299,999",227441,100951,126490,"200,000～299,999"
"300,000～399,999",336925,171079,165847,"300,000～399,999"
"400,000～499,999",437854,242579,195275,"400,000～499,999"
"500,000～599,999",488335,279596,208739,"500,000～599,999"
"600,000～699,999",485527,294658,190869,"600,000～699,999"
"700,000～799,999",483302,301308,181994,"700,000～799,999"
"800,000～899,999",514458,326744,187714,"800,000～899,999"
"900,000～999,999",509183,321186,187997,"900,000～999,999"
"1,000,000～1,099,999",508694,353720,154974,"1,000,000～1,099,999"
"1,100,000～1,199,999",489967,345903,144064,"1,100,000～1,199,999"
"1,200,000～1,299,999",456164,336100,120064,"1,200,000～1,299,999"
"1,300,000～1,399,999",393148,297546,95602,"1,300,000～1,399,999"
"1,400,000～1,499,999",408874,304142,104732,"1,400,000～1,499,999"
"1,500,000～1,649,999",547477,418076,129401,"1,500,000～1,649,999"
"1,650,000～1,799,999",448898,336647,112251,"1,650,000～1,799,999"
"1,800,000～1,999,999",492336,390186,102151,"1,800,000～1,999,999"
"2,000,000～2,299,999",505039,402965,102074,"2,000,000～2,299,999"
"2,300,000～2,699,999",410882,330389,80493,"2,300,000～2,699,999"
"2,700,000～3,499,999",400961,326448,74513,"2,700,000～3,499,999"
"3,500,000元及以上",209798,175463,34335,"Above $3,500,000"
