appleL0293年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2004",,93年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2004",,93年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2004"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 93 年,,,,單位：元,2 0 0 4 Unit:NT$,,,,,民 國 93 年,,,,單位：元,2 0 0 4 Unit:NT$,,,,,,民 國 93 年,,,,,單位：元,2 0 0 4 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,7083445,918772,531638,1230053,139196,562923,128834,No. of households,,家庭戶數,154057,418568,334572,158207,209211,161522,338811,395717,No. of households,,家庭戶數,258343,75933,111949,29113,137528,121926,336254,85403,244915,No. of households
平均每戶人數,3.5,3.22,3.38,3.55,3.51,3.83,4.0599999999999996,No. of persons per household,,平均每戶人數,3.61,3.87,3.89,3.35,3.51,3.42,3.57,3.36,No. of persons per household,,平均每戶人數,3.2,3.11,3.02,3.14,3.43,3.71,3.39,3.1,3.53,No. of persons per household
平均每戶成年人數,2.57,2.48,2.5299999999999998,2.61,2.54,2.68,2.84,No. of adults per household,,平均每戶成年人數,2.67,2.71,2.8,2.4500000000000002,2.56,2.68,2.59,2.5299999999999998,No. of adults per household,,平均每戶成年人數,2.39,2.21,2.2400000000000002,2.44,2.61,2.74,2.42,2.3199999999999998,2.64,No. of adults per household
平均每戶就業人數,1.53,1.38,1.44,1.6,1.35,1.69,1.79,No. of persons employed per household,,平均每戶就業人數,1.43,1.66,1.73,1.57,1.63,1.63,1.61,1.53,No. of persons employed per household,,平均每戶就業人數,1.44,1.25,1.17,1.22,1.44,1.46,1.47,1.1599999999999999,1.58,No. of persons employed per household
平均每戶所得收入者人數,1.64,1.59,1.59,1.72,1.58,1.79,2.0299999999999998,No. of income recipients per household,,平均每戶所得收入者人數,1.61,1.68,1.73,1.6,1.5,1.61,1.66,1.59,No. of income recipients per household,,平均每戶所得收入者人數,1.51,1.51,1.44,1.5,1.65,1.71,1.53,1.4,1.67,No. of income recipients per household
一、所得收入總計,1074665,1488180,1109017,1109639,874576,1203215,1196515,A.Total receipts,,一、所得收入總計,895950,947688,945506,879780,849594,778574,889429,880272,A.Total receipts,,一、所得收入總計,847872,755711,858345,874714,1048399,1479816,1044091,832402,1017231,A.Total receipts
1.受僱人員報酬,621281,882728,649000,690488,433959,764656,777088,1.Compensation of employees,,1.受僱人員報酬,456655,531951,448655,386935,392841,356304,488064,546924,1.Compensation of employees,,1.受僱人員報酬,436482,358931,441153,403461,663423,837668,617116,439554,567629,1.Compensation of employees
(1)本業薪資,471575,659435,468397,538652,333573,579453,595868,(1)Full time payroll,,(1)本業薪資,339384,417393,363471,296216,306874,275145,382884,421384,(1)Full time payroll,,(1)本業薪資,319385,270474,321026,316197,492392,558676,472791,298450,426510,(1)Full time payroll
(2)兼業薪資,33625,49103,55356,22666,38743,29981,42591,(2)Part time payroll,,(2)兼業薪資,36387,28887,17287,21668,14979,22557,25435,27280,(2)Part time payroll,,(2)兼業薪資,35831,27093,58827,10227,41412,58320,22525,63742,44428,(2)Part time payroll
(3)其他收入,116080,174189,125247,129170,61642,155223,138629,(3)Other receipts or subsidies,,(3)其他收入,80885,85671,67896,69051,70987,58603,79745,98260,(3)Other receipts or subsidies,,(3)其他收入,81267,61365,61300,77037,129619,220672,121800,77362,96691,(3)Other receipts or subsidies
2.產業主所得,169961,158639,172810,169370,129181,165312,160642,2.Entrepreneurial income,,2.產業主所得,135291,183272,250902,245968,185880,152848,140619,138733,2.Entrepreneurial income,,2.產業主所得,181144,142549,121800,181256,115523,130359,207389,151728,198743,2.Entrepreneurial income
3.財產所得收入,48999,120317,56427,40065,30497,32621,31933,3. Property income,,3.財產所得收入,26922,23668,22448,29073,21621,17611,33780,17066,3. Property income,,3.財產所得收入,36305,26563,33842,42645,29759,249054,39209,46454,43969,3. Property income
4.自用住宅設算租金收入,63389,104762,63492,63990,54782,96367,60643,4.Imputed rent income,,4.自用住宅設算租金收入,49352,45045,57279,51806,42955,40028,50821,36425,4.Imputed rent income,,4.自用住宅設算租金收入,25961,28044,48202,34012,47034,74860,62191,43595,58194,4.Imputed rent income
