108年家庭收支調查報告,,,,
,,,,
第11表  家庭戶數按所得總額組別及經濟戶長性別分,,,,
2020-08-14T00:00:00L08Table 11. Numbers of Households by Current Receipts,,,,
Groups and Sex of Household Heads,,,,
,,,,單位：戶
,民 國 108 年,,2 0 1 9,Unit：Households
所 得 總 額 組 別,戶 數Total,經濟戶長性別,Current receipts groups,
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,8734576,6144282,2590294,Total
"未滿200,000元",77538,33259,44279,"Under NT$200,000"
"200,000～299,999",213612,95249,118363,"200,000～299,999"
"300,000～399,999",346382,179219,167163,"300,000～399,999"
"400,000～499,999",444702,241696,203006,"400,000～499,999"
"500,000～599,999",514779,285668,229111,"500,000～599,999"
"600,000～699,999",493513,303721,189792,"600,000～699,999"
"700,000～799,999",471520,304427,167093,"700,000～799,999"
"800,000～899,999",492409,320350,172058,"800,000～899,999"
"900,000～999,999",507074,344813,162261,"900,000～999,999"
"1,000,000～1,099,999",553936,392407,161529,"1,000,000～1,099,999"
"1,100,000～1,199,999",476116,352384,123732,"1,100,000～1,199,999"
"1,200,000～1,299,999",441203,334363,106841,"1,200,000～1,299,999"
"1,300,000～1,399,999",397341,306444,90897,"1,300,000～1,399,999"
"1,400,000～1,499,999",396648,311219,85429,"1,400,000～1,499,999"
"1,500,000～1,649,999",559594,453330,106264,"1,500,000～1,649,999"
"1,650,000～1,799,999",420025,337330,82695,"1,650,000～1,799,999"
"1,800,000～1,999,999",402467,312880,89587,"1,800,000～1,999,999"
"2,000,000～2,299,999",516980,411888,105092,"2,000,000～2,299,999"
"2,300,000～2,699,999",433350,346568,86782,"2,300,000～2,699,999"
"2,700,000～3,499,999",380542,315164,65379,"2,700,000～3,499,999"
"3,500,000元及以上",194843,161901,32941,"Above $3,500,000"
