appleL0396年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2007"
,,,,,,,
第3表 平均每戶家庭收支按農家、非農家及都市化程度別分,Table 3. Average Family Income and Expenditure per Household,,,,,,
,,,,by Farm or Non-farm and Degree of Urbanization,,,
民 國 96 年,,,單位：元,2 0 0 7,Unit:NT$,,
,,,,都  市  化  程  度,,,
,總 平 均,農 家,非 農 家,Degree   of   urbanization,,,
,General average,Farm,Non-farm,都 市,城 鎮,鄉 村,
,City,Town,Village,,,,
,,,,,,,
家庭戶數,7414281,580057,6834224,6559778,776312,78191,No. of households
平均每戶人數,3.38,3.66,3.36,3.39,3.34,3.02,No. of persons per household
平均每戶成年人數,2.57,2.91,2.54,2.57,2.59,2.46,No. of adults per household
平均每戶就業人數,1.5,2.09,1.45,1.49,1.58,1.55,No. of persons employed per household
平均每戶所得收入者人數,1.66,1.83,1.64,1.66,1.64,1.44,No. of income recipients per household
一、所得收入總計,1108674,900992,1126301,1149117,812201,659180,A.Total receipts
1.受僱人員報酬,640733,340566,666210,676423,384595,189565,1.Compensation of employees
(1)本業薪資,485369,266025,503986,510037,310028,156673,(1)Full time payroll
(2)兼業薪資,37132,25420,38126,39773,17652,8892,(2)Part time payroll
(3)其他收入,118233,49121,124099,126612,56916,24000,(3)Other receipts or subsidies
2.產業主所得,160457,247700,153052,159571,163199,207509,2.Entrepreneurial income
3.財產所得收入,54538,29397,56672,58853,21863,16945,3. Property income
4.自用住宅設算租金收入,65747,48172,67239,69111,41112,28164,4.Imputed rent income
5.經常移轉收入,187030,235024,182957,184992,201242,216884,5.Current transfer receipts
(1)從私人,53986,51655,54184,55198,45010,41413,(1)From individuals
(2)從政府,42184,82107,38796,38515,68748,86239,(2)From government
(3)社會保險受益,86893,95146,86192,87094,84984,88935,(3)Benefit of social insurance
(4)從企業,2279,5745,1984,2422,1262,297,(4)From enterprises
(5)從國外,1689,371,1801,1762,1238,0,(5)From abroad
6.雜項收入,168,134,171,167,190,115,6.Miscellaneous receipts
二、非消費支出,184800,132606,189230,192875,125973,91384,B.Nonconsumption expenditures
1.利息支出,18278,5670,19348,19922,5936,2900,1.Interest
2.經常移轉支出,166522,126936,169882,172954,120037,88484,2.Current transfer expenditures
(1)對私人,51717,42550,52495,53622,37571,32344,(1)To private
(2)對政府,35131,21972,36248,37041,21241,12819,(2)To government
(3)社會保險,76943,60931,78302,79299,60424,43241,(3)Social insurance
(4)對國外,2731,1483,2837,2991,800,79,(4)To abroad
,,,,,,,
96年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2007"
,,,,,,,
第3表 平均每戶家庭收支按農家、非農家及都市化程度別分(續),Table 3. Average Family Income and Expenditure per Household,,,,,,
,,,,by Farm or Non-farm and Degree of Urbanization (Cont.),,,
民 國 96 年,,,單位：元,2 0 0 7,Unit:NT$,,
,,,,都  市  化  程  度,,,
,總 平 均,農 家,非 農 家,Degree   of   urbanization,,,
,General average,Farm,Non-farm,都 市,城 鎮,鄉 村,
,City,Town,Village,,,,
,,,,,,,
三、消費支出,716094,593800,726474,740001,540385,454913,C.Consumption expenditures
1.食品費,160563,141848,162151,164795,129873,110205,1.Food
2.飲料費,6525,6330,6541,6567,6202,6152,2.Beverage
3.菸草,6212,6911,6152,6096,7093,7162,3.Tobacco
4.衣著、鞋、襪類,23431,16449,24023,24507,15568,11231,4.Clothing and footwear
5.房地租及水費,147927,99754,152016,156137,86976,64304,5.Rent and water charges
6.燃料及燈光,20465,19886,20514,20807,18064,15597,6.Fuel and light
7.家具及家庭設備,12358,9377,12611,12850,8799,6376,7.Furniture and family facilities
8.家事管理,12151,6632,12619,13009,5653,4621,8.Household operations
9.保健及醫療,102407,106825,102033,102604,100203,107828,9.Health care and medical
10.運輸交通及通訊,89256,83001,89787,91474,73560,59003,10.Transport and communications
(1)交通及通訊工具之購置,8632,9756,8537,8932,6199,7600,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,45103,45051,45108,45804,40561,31380,(2)Operation of transport equipment
(3)乘交通設備之費用,7929,5393,8144,8296,5212,4047,(3)Purchased transportation
(4)其他通訊費,22769,17758,23195,23579,16937,12724,(4)Other communications
(5)汽機車保險費支出,4822,5043,4804,4861,4651,3253,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,89680,58465,92329,94575,53758,35638,"11.Recreation ,education and culture"
(1)旅遊費用,22149,12885,22935,23668,10903,6370,(1)Traveling
(2)娛樂消遣服務,8372,6015,8572,8690,6128,4033,(2)Recreation service
(3)書報雜誌文具,3871,2801,3962,4073,2381,1704,(3)Books and stationery
(4)娛樂器材及附屬品,9045,5835,9317,9586,5042,3335,(4)Recreation facilities
(5)教育與研究費,46243,30929,47543,48558,29304,20196,(5)Education and research
12.什項消費,45120,38322,45697,46580,34635,26795,12.Miscellaneous
可支配所得,923874,768386,937071,956242,686228,567796,Disposable income
消費支出,716094,593800,726474,740001,540385,454913,Consumption expenditures
儲蓄,207780,174586,210597,216240,145844,112883,Saving
所得總額,1162366,937053,1181490,1205888,843019,681744,Current receipts
