L0998年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2009",,98年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2009",,98年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2009"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 98 年,,,,,2 0 0 9,,,,,民 國 98 年,,,,,2 0 0 9,,,,,,民 國 98 年,,,,,,2 0 0 9,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(25)微波爐,45.54,59.23,43.44,55.54,30.77,49.92,53.88,(25)Microwave oven,,(25)微波爐,47.46,43.31,36.049999999999997,36.18,26.4,26.02,30.71,33.06,(25)Microwave oven,,(25)微波爐,35.1,25.97,29.08,38.47,37.22,58.66,54.09,37,46.15,(25)Microwave oven
(26)報紙,21.64,27.81,24.56,18.38,15.86,20.91,17.579999999999998,(26)Newspaper,,(26)報紙,22,22.27,21.06,25.76,15.37,17.190000000000001,18.3,15.62,(26)Newspaper,,(26)報紙,23.97,23.74,20.81,17.37,15.1,28.35,29,23.28,23.25,(26)Newspaper
(27)期刊雜誌,9.81,15.57,8.4600000000000009,12.94,8.18,13.81,13.45,(27)Magazine,,(27)期刊雜誌,5.9,6.86,5.16,8.5399999999999991,2.75,2.72,6.24,3.82,(27)Magazine,,(27)期刊雜誌,8.15,4.3,7.16,4,5.16,17.91,9.82,11.35,7.54,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,157.36000000000001,155.87,154.71,156.18,171.65,159.37,173.5,(1)Color TV,,(1)彩色電視機,183.16,159.75,160.02000000000001,165.41,129.76,144.91,156.62,167.53,(1)Color TV,,(1)彩色電視機,138.43,138.87,157.34,151.54,157.41,187.15,157.5,137.27000000000001,156.54,(1)Color TV
一般彩色電視機,114.15,94.69,113.58,107.06,132.29,107.49,113.9,Non-LCD TV,,一般彩色電視機,143.78,124.98,124.14,134.38999999999999,111.17,122.66,127.72,130.61000000000001,Non-LCD TV,,一般彩色電視機,116.76,113.24,128.81,128.63999999999999,122.25,110.46,110.26,102,113.23,Non-LCD TV
液晶、電漿電視,43.22,61.18,41.13,49.12,39.36,51.88,59.6,LCD、PDP TV,,液晶、電漿電視,39.380000000000003,34.770000000000003,35.880000000000003,31.02,18.579999999999998,22.25,28.9,36.92,LCD、PDP TV,,液晶、電漿電視,21.67,25.63,28.53,22.9,35.159999999999997,76.69,47.24,35.270000000000003,43.31,LCD、PDP TV
(2)數位影音光碟機,46.53,69.19,53.8,61.51,33.39,49.84,66.400000000000006,(2)DVD player,,(2)數位影音光碟機,40.090000000000003,34.11,30.26,33.96,24.08,23.54,23.2,32.03,(2)DVD player,,(2)數位影音光碟機,32.96,24.29,29.55,33.49,43.72,84.16,39.380000000000003,23.92,33.81,(2)DVD player
(3)攝影機,8.9700000000000006,16.73,8.25,12.22,3.75,8.52,10.65,(3)Movies camera,,(3)攝影機,6.87,5.71,4.97,5.95,2.0699999999999998,3.66,3.71,5.78,(3)Movies camera,,(3)攝影機,5.23,4.3499999999999996,4.29,5.99,6.09,14.31,11.14,5.81,9.07,(3)Movies camera
(4)音響,39.799999999999997,52.35,38.69,49.79,29.31,45.89,43.74,(4)Stereo,,(4)音響,39.19,35.06,25.37,34.130000000000003,21.53,19.75,23.27,32.75,(4)Stereo,,(4)音響,32.24,28.6,29.72,24.53,28.39,57.36,43.86,44.06,35.840000000000003,(4)Stereo
(5)鋼琴(含電子琴),10.57,19.71,13.05,8.07,6.96,10.52,17.28,(5)Piano,,(5)鋼琴(含電子琴),8.91,9.8800000000000008,7.68,10.01,5.0999999999999996,5.37,6.17,7.26,(5)Piano,,(5)鋼琴(含電子琴),5.25,7.42,10.64,4.49,5.18,20,12.59,8,12.18,(5)Piano
(6)數位相機,57.88,83.41,54.59,68.150000000000006,38.93,63.61,73.180000000000007,(6)Digital camera,,(6)數位相機,50.16,49.24,43.97,45.53,34.96,28.46,39.19,49.8,(6)Digital camera,,(6)數位相機,43.65,31.36,37.520000000000003,30.6,50.31,86.74,61.43,42.67,55.61,(6)Digital camera
(7)電視遊樂器,10.82,18.07,9,17.399999999999999,5.45,13.52,19.12,(7)Video game,,(7)電視遊樂器,6.97,8.08,4.8600000000000003,3.36,1.25,4.3600000000000003,3.7,5.75,(7)Video game,,(7)電視遊樂器,2.96,5.73,6.03,5.5,5.76,19.670000000000002,10.74,5.17,9.25,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),83.91,95.78,93.62,92.5,71.05,86.71,85.98,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),89.36,75.67,61.87,71.42,61.61,53.94,70.73,84.81,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),68.2,67.31,71.44,84.96,89.9,94.74,85.77,87.7,92.07,(8)Cable TV(MOD included)
(9)家用電腦,95.11,123.03,91.58,109.3,66.400000000000006,110.97,113.61,(9)Personal computer,,(9)家用電腦,88.91,90.16,75.680000000000007,74.78,58.47,51.16,77.81,85.62,(9)Personal computer,,(9)家用電腦,62.92,54.77,65.12,67.489999999999995,85.6,141.22,96.31,69.099999999999994,96.5,(9)Personal computer
(10)電話機,109.19,133.88,103.29,113.75,104.18,104.64,105.75,(10)Telephone,,(10)電話機,109.99,102.55,107.67,105.79,100.63,103.3,99.24,102.86,(10)Telephone,,(10)電話機,95.93,91.37,90.49,107.01,105.08,123.4,107.03,100.05,103.41,(10)Telephone
(11)行動電話,227.28,249.8,223.85,253.29,207.97,242.84,238.24,(11)Cell phone,,(11)行動電話,224.39,241.71,205.48,214.64,157.99,174.33,194.89,227.55,(11)Cell phone,,(11)行動電話,194.18,174.34,181.2,188.8,222.54,260.2,220.84,188.19,221.72,(11)Cell phone
(12)汽車,69.510000000000005,53.36,63.93,56.31,70.290000000000006,88.37,111.11,(12)Sedan vehicle,,(12)汽車,93.43,87.35,76.709999999999994,84.11,62.83,60.95,70.81,72.290000000000006,(12)Sedan vehicle,,(12)汽車,64.92,62.91,70.010000000000005,50,38.729999999999997,92.5,81.59,70.67,73.81,(12)Sedan vehicle
(13)機車,144.93,91.27,175.03,139.43,139.91999999999999,142.69999999999999,131.34,(13)Motorcycle,,(13)機車,151.59,169.73,164.46,150.25,125.46,130.5,157.59,180.83,(13)Motorcycle,,(13)機車,180.14,137.79,117.88,142.57,103.91,160.54,150.80000000000001,140.35,180.25,(13)Motorcycle
(14)電磁爐,40.380000000000003,51.09,31.68,56.04,30.92,45.1,43.3,(14)Electro-magnetic oven,,(14)電磁爐,37.33,41.34,30.64,35.78,29.97,25.46,27.09,24.88,(14)Electro-magnetic oven,,(14)電磁爐,22.17,21.09,23.86,21.93,44.94,45.67,41.03,55.6,32.56,(14)Electro-magnetic oven
(15)冷暖氣機,201.81,224.39,222.31,217.69,196.61,216.83,217.39,(15)Air conditioner,,(15)冷暖氣機,199.33,171.7,186.46,127.45,151.56,151.4,176.05,210.7,(15)Air conditioner,,(15)冷暖氣機,184.35,141.81,156.13999999999999,173.76,164.84,272.22000000000003,201.82,186.49,218.12,(15)Air conditioner
(16)除濕機,34.909999999999997,60.35,12.74,48.09,71.58,60.78,61.34,(16)Dehumidifier,,(16)除濕機,45.63,20.87,9.68,21.7,6.9,11.45,11.11,6.49,(16)Dehumidifier,,(16)除濕機,5.43,10.34,29.28,28.13,88.43,80.58,22.15,12.86,14.19,(16)Dehumidifier
(17)洗衣機,99.36,99.26,98.38,100.15,100.92,101.17,99.93,(17)Washing machine,,(17)洗衣機,99.34,98.83,97.7,98.93,98.93,95.36,99.38,98.22,(17)Washing machine,,(17)洗衣機,100.16,95.29,98.36,98.52,99.99,101.27,98.73,99.4,100.83,(17)Washing machine
(18)烘衣機,16.899999999999999,24.47,3.08,19.32,33.090000000000003,33.880000000000003,40.9,(18)Drier,,(18)烘衣機,42.54,14.71,7.73,15.67,7.59,6.86,5.48,3.26,(18)Drier,,(18)烘衣機,2.68,4.6900000000000004,16.89,5.53,30.38,33.5,13.98,6.1,6.52,(18)Drier
(19)空氣清淨機,12.1,23.39,9.5299999999999994,16.399999999999999,6.63,14.17,19.989999999999998,(19)Air-clean machine,,(19)空氣清淨機,11.41,6.91,4.5599999999999996,4.5999999999999996,2.5499999999999998,3.06,7.22,6.5,(19)Air-clean machine,,(19)空氣清淨機,3.53,2.48,7.47,5,8.3800000000000008,24.32,15.62,6.07,9.48,(19)Air-clean machine
(20)濾水器,33.51,37.43,37.44,35.520000000000003,16.41,47.13,52.06,(20)Water filter machine,,(20)濾水器,33.6,36.53,18.48,22.33,18.46,27.97,23.71,25.54,(20)Water filter machine,,(20)濾水器,13.61,15.3,22.93,4.4400000000000004,20.96,58.71,48.72,29.3,38.99,(20)Water filter machine
(21)吸塵器,42.16,57.66,40.200000000000003,46.01,37.25,43.7,59.72,(21)Vacuum cleaner,,(21)吸塵器,46.86,42.69,28.39,36.43,19.190000000000001,23.67,29.23,33.380000000000003,(21)Vacuum cleaner,,(21)吸塵器,31.25,31.24,38.159999999999997,30.32,37.58,68.790000000000006,48.28,46.33,37.11,(21)Vacuum cleaner
(22)熱水器,103.85,100.11,100.53,101.35,112.67,109.29,118.07,(22)Geyser,,(22)熱水器,134.63999999999999,107.4,103.84,102.29,100.4,103.29,98,98.52,(22)Geyser,,(22)熱水器,98.31,91.75,100.4,98.5,102.3,127,105.91,102.95,103.8,(22)Geyser
(23)開飲機,54.88,43.94,46.11,61.52,65.03,62.57,65.099999999999994,(23)Hot-warm water fountain,,(23)開飲機,74.319999999999993,56.49,69.989999999999995,46.34,58.95,36.92,37.67,51.34,(23)Hot-warm water fountain,,(23)開飲機,71.84,65.52,52.36,74.45,44.13,56.3,57.45,55.46,36.11,(23)Hot-warm water fountain
(24)微波爐,45.78,60.03,43.58,55.67,30.77,50.14,53.88,(24)Microwave oven,,(24)微波爐,47.46,43.31,36.049999999999997,36.18,26.4,26.02,31.02,33.21,(24)Microwave oven,,(24)微波爐,35.1,25.97,29.37,38.47,37.22,59,54.8,37,46.77,(24)Microwave oven
(25)報紙,22.49,29.91,25.42,19.03,16.420000000000002,21.16,18.170000000000002,(25)Newspaper,,(25)報紙,22.3,22.53,21.57,26.78,15.62,17.489999999999998,19.100000000000001,16.190000000000001,(25)Newspaper,,(25)報紙,24.81,24.11,21.09,21.28,18.97,29.72,29.88,23.6,23.84,(25)Newspaper
(26)期刊雜誌,11.56,20.37,9.5299999999999994,14.12,9.1199999999999992,16.23,15.14,(26)Magazine,,(26)期刊雜誌,6.88,7.52,5.88,9.85,2.99,3.35,7.25,5.25,(26)Magazine,,(26)期刊雜誌,9.64,5.03,8.0299999999999994,5.49,6.76,22.91,11.6,12.65,8.52,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
