appleL0290年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2001"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分,,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household,,,
民 國 90 年,,,,,單位：元,2 0 0 1 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
家庭戶數,6730886,722122,1283293,1176328,1728254,1052988,457706,197367,60662,52166,No. of households
平均每戶人數,3.58,1,2,3,4,5,6,7,8,9.8800000000000008,No. of persons per household
平均每戶成年人數,2.5499999999999998,1,1.92,2.4500000000000002,2.62,3.05,3.89,4.57,5.32,6.17,No. of adults per household
平均每戶就業人數,1.56,0.51,0.91,1.52,1.8,2,2.3199999999999998,2.66,3.36,3.78,No. of persons employed per household
平均每戶所得收入者人數,1.64,1,1.22,1.58,1.74,1.91,2.21,2.5299999999999998,3.02,3.45,No. of income recipients per household
一、所得收入總計,1064136,451459,715171,1066523,1263978,1253718,1425112,1492082,1702591,2099709,A.Total receipts
1.受僱人員報酬,602182,191537,329631,627200,780681,724470,788290,856584,908947,1093083,1.Compensation of employees
(1)本業薪資,466157,146131,225665,482253,611568,573700,620270,693849,751667,915538,(1)Full time payroll
(2)兼業薪資,30157,16672,52682,32174,23080,21887,35898,19696,18671,21201,(2)Part time payroll
(3)其他收入,105867,28734,51284,112773,146033,128882,132122,143040,138610,156344,(3)Other receipts or subsidies
2.產業主所得,176460,57585,90000,161989,208968,241959,279042,267939,346296,432469,2.Entrepreneurial income
3.財產所得收入,64933,33807,64670,68086,66552,63378,83084,68615,115168,177339,3. Property income
4.自用住宅設算租金收入,67941,42921,55984,69552,74619,75929,80623,80752,84288,110816,4.Imputed rent income
5.經常移轉收入,152430,125467,174692,139480,132954,147815,193915,218041,247543,285666,5.Current transfer receipts
(1)從私人,45484,61789,74586,40912,30415,31930,37486,42821,45332,60250,(1)From individuals
(2)從政府,31559,30256,39619,27031,23469,29288,42839,50345,59242,65100,(2)From government
(3)社會保險受益,72554,31185,58112,67247,76889,82861,111966,123817,131864,159703,(3)Benefit of social insurance
(4)從企業,1387,358,726,1283,1476,3031,1296,826,1767,600,(4)From enterprises
(5)從國外,1446,1879,1648,3007,703,705,329,233,9338,13,(5)From abroad
6.雜項收入,190,142,195,217,204,167,158,151,349,337,6.Miscellaneous receipts
二、非消費支出,195485,79612,124429,202546,245884,232272,237659,250060,265617,317902,B.Nonconsumption expenditures
1.利息支出,42149,20311,24342,45111,56421,53656,43257,36419,28146,38841,1.Interest
2.經常移轉支出,153336,59302,100088,157435,189463,178616,194402,213641,237471,279061,2.Current transfer expenditures
(1)對私人,48635,28073,37878,50400,59395,52095,51813,53963,60215,70251,(1)To private
(2)對政府,32033,10981,20308,36478,41318,34523,39871,36012,44929,54955,(2)To government
(3)社會保險,68588,17953,34730,63552,85437,90657,102157,119132,131931,152877,(3)Social insurance
(4)對國外,4081,2295,7171,7006,3313,1342,560,4534,396,979,(4)To abroad
,,,,,,,,,,,
90年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2001"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分(續),,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household (Cont.),,,
民 國 90 年,,,,,單位：元,2 0 0 1 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
三、消費支出,657872,277326,435108,632117,776697,812799,889859,947130,1038320,1350300,C.Consumption expenditures
1.食品費,149253,49363,91139,135647,173795,196611,220017,247232,279292,356553,1.Food
2.飲料費,5721,2430,3990,5415,6538,6998,7740,8868,10648,12529,2.Beverage
3.菸草,5182,2524,3610,5312,5310,6270,7245,8808,10866,13100,3.Tobacco
4.衣著、鞋、襪類,23961,8745,13946,23251,28674,30430,33308,36659,45728,54902,4.Clothing and footwear
5.房地租及水費,143374,93771,117622,147706,160670,157677,165964,160675,171215,208111,5.Rent and water charges
6.燃料及燈光,18453,8973,13419,17388,20422,22697,25222,27268,31932,38190,6.Fuel and light
7.家具及家庭設備,11893,5138,9182,12358,14092,13609,13366,15745,19186,18143,7.Furniture and family facilities
8.家事管理,13852,5790,7656,17933,17247,13672,17878,15716,16696,31278,8.Household operations
9.保健及醫療,75853,34834,62678,72763,77103,85217,114831,130580,138110,185546,9.Health care and medical
10.運輸交通及通訊,76894,24735,43072,76510,96400,97768,99829,113313,130614,170570,10.Transport and communications
(1)交通及通訊工具之購置,10688,2126,5961,11734,13934,12972,10300,18274,21715,30138,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,34682,10033,18498,34267,43531,44097,47824,52718,65989,80188,(2)Operation of transport equipment
(3)乘交通設備之費用,8507,4108,5406,7824,10568,11125,10519,10780,8178,14056,(3)Purchased transportation
(4)其他通訊費,18164,6986,10571,17895,22374,23387,24177,24403,25329,36177,(4)Other communications
(5)汽機車保險費支出,4853,1481,2636,4789,5993,6187,7009,7138,9404,10011,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,87597,23404,37870,72882,122188,126950,122933,116959,109504,144424,"11.Recreation ,education and culture"
(1)旅遊費用,20456,10870,18106,21379,24749,19843,22394,22620,26532,28077,(1)Traveling
(2)娛樂消遣服務,9332,5214,7118,9853,10980,10613,10462,10265,11615,12497,(2)Recreation service
(3)書報雜誌文具,5145,1779,2834,5162,6703,6470,6754,6623,7183,7725,(3)Books and stationery
(4)娛樂器材及附屬品,8322,3827,4678,8783,11123,9662,9533,9561,10087,12608,(4)Recreation facilities
(5)教育與研究費,44342,1714,5134,27706,68632,80361,73790,67890,54086,83516,(5)Education and research
12.什項消費,45840,17620,30925,44953,54259,54901,61526,65307,74528,116955,12.Miscellaneous
可支配所得,868651,371846,590742,863976,1018094,1021447,1187453,1242022,1436974,1781808,Disposable income
消費支出,657872,277326,435108,632117,776697,812799,889859,947130,1038320,1350300,Consumption expenditures
儲蓄,210779,94521,155634,231860,241397,208647,297594,294892,398654,431507,Saving
所得總額,1108461,478339,752061,1112797,1313271,1302191,1477236,1543042,1759426,2168121,Current receipts
