appleL12113年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2024",,113年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2024",,113年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2024"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 113 年,,,,單位：元,2 0 2 4 Unit:NT$,,,,,民 國 113 年,,,,單位：元,2 0 2 4 Unit:NT$,,,,,民 國 113 年,,,,單位：元,2 0 2 4 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
所得收入者人數,16753266,3234124,2077682,1707315,1938881,1280223,2080143,No. of income recipients,,所得收入者人數,292595,405698,354583,669745,310358,410048,299430,No. of income recipients,,所得收入者人數,507777,123882,207877,61061,260534,350382,180926,No. of income recipients
一、所得收入總計(中位數),600078,635106,738516,639683,576708,528516,594195,A.Total receipts(median),,一、所得收入總計(中位數),540965,686834,604300,530836,475871,530067,451468,A.Total receipts(median),,一、所得收入總計(中位數),513565,515919,526621,493457,568578,626604,617833,A.Total receipts(median)
二、所得收入總計(平均數),729991,727971,892650,760670,739599,645583,720140,B.Total receipts(mean),,二、所得收入總計(平均數),619559,968075,721458,604712,560623,598940,547624,B.Total receipts(mean),,二、所得收入總計(平均數),580176,561933,612084,584709,606598,911692,776634,B.Total receipts(mean)
1.受僱人員報酬,433111,457805,544189,480470,412768,381438,420631,1.Compensation of employees,,1.受僱人員報酬,338911,646869,390917,334145,285403,281951,238640,1.Compensation of employees,,1.受僱人員報酬,300243,277800,312401,265455,352549,637834,430298,1.Compensation of employees
(1)本業薪資,315586,356500,391213,345632,301108,275003,297778,(1)Full time payroll,,(1)本業薪資,256578,435503,278060,246373,201112,201539,177600,(1)Full time payroll,,(1)本業薪資,218388,202329,204570,184867,265068,438938,274665,(1)Full time payroll
(2)兼業薪資,27297,13497,40313,29888,30409,27156,26338,(2)Part time payroll,,(2)兼業薪資,23561,17711,20524,30801,35407,22390,21236,(2)Part time payroll,,(2)兼業薪資,32794,27179,58784,33399,25863,22359,71876,(2)Part time payroll
(3)其他收入,90228,87808,112664,104949,81251,79279,96514,(3)Other receipts or subsidies,,(3)其他收入,58772,193655,92332,56970,48885,58023,39804,(3)Other receipts or subsidies,,(3)其他收入,49061,48291,49047,47190,61618,176537,83757,(3)Other receipts or subsidies
2.產業主所得,88535,56018,79363,86789,105273,89021,99327,2.Entrepreneurial income,,2.產業主所得,67209,125489,147879,107954,100550,123771,109360,2.Entrepreneurial income,,2.產業主所得,108232,106919,92709,92771,59163,62647,131527,2.Entrepreneurial income
(1)農業淨收入,9145,199,392,1800,6699,13526,6550,(1)Net agricultural income,,(1)農業淨收入,2597,4426,10912,24815,47554,49891,47895,(1)Net agricultural income,,(1)農業淨收入,43017,49794,11535,14001,0,0,4826,(1)Net agricultural income
(2)營業淨收入,79390,55820,78971,84989,98573,75495,92777,(2)Net operation surplus,,(2)營業淨收入,64612,121063,136967,83139,52995,73880,61465,(2)Net operation surplus,,(2)營業淨收入,65215,57125,81174,78770,59163,62647,126701,(2)Net operation surplus
3.財產所得收入,37123,32782,79846,35809,38188,21867,35299,3. Property income,,3.財產所得收入,15735,64854,25892,18544,22403,11895,17292,3. Property income,,3.財產所得收入,16229,9072,20160,10668,21090,53892,29357,3. Property income
4.自用住宅設算租金收入,41139,44454,51861,52640,46285,38067,35003,4.Imputed rent income,,4.自用住宅設算租金收入,45221,27963,23752,32329,29308,28060,27921,4.Imputed rent income,,4.自用住宅設算租金收入,23038,20350,40038,39016,36784,29045,45503,4.Imputed rent income
5.經常移轉收入,130066,136909,137385,104948,137065,115167,129854,5.Current transfer receipts,,5.經常移轉收入,152436,102901,132934,111727,122955,153154,154411,5.Current transfer receipts,,5.經常移轉收入,132429,147792,146776,176744,137013,128270,139946,5.Current transfer receipts
(1)從私人,34613,42492,42744,21365,44607,25071,32645,(1)From individuals,,(1)從私人,38841,20611,30844,24692,22377,36222,30624,(1)From individuals,,(1)從私人,27492,27328,31780,29662,37588,30218,35205,(1)From individuals
(2)從政府,25826,22144,17885,28118,24950,25880,24856,(2)From government,,(2)從政府,26590,25592,29437,26591,24643,44284,45859,(2)From government,,(2)從政府,36510,45260,37130,57280,25799,30553,21807,(2)From government
(3)社會保險受益,67641,71463,74981,53222,63231,63601,69622,(3)Benefit of social insurance,,(3)社會保險受益,84756,55263,70605,57850,74527,70078,76018,(3)Benefit of social insurance,,(3)社會保險受益,66557,74844,76514,87236,73042,65702,80804,(3)Benefit of social insurance
(4)從企業,1685,810,700,1901,3761,615,2499,(4)From enterprises,,(4)從企業,2249,831,1149,2593,1408,2570,1910,(4)From enterprises,,(4)從企業,1680,360,1352,2566,355,1797,2019,(4)From enterprises
(5)從國外,301,0,1076,342,516,0,232,(5)From abroad,,(5)從國外,0,604,898,0,0,0,0,(5)From abroad,,(5)從國外,191,0,0,0,229,0,110,(5)From abroad
6.雜項收入,17,4,6,14,20,23,27,6.Miscellaneous receipts,,6.雜項收入,47,0,84,14,4,108,0,6.Miscellaneous receipts,,6.雜項收入,5,0,0,55,0,4,4,6.Miscellaneous receipts
