appleL0491年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,"The Survey of Family Income and Expenditure, 2002"
,,,,,,,,,,,,,,,
第4表 平均每戶家庭收支按經濟戶長職業別分,Table 4. Average Family Income and Expenditure per Household,,,,,第4表 平均每戶家庭收支按經濟戶長職業別分(續一),,,Table 4. Average Family Income and Expenditure per Household,,,,,,
,,,,,by Occupation of Household Heads,,,,,,,,by Occupation of Household Heads (Cont.1),,
2.經常移轉支出,156116,343821,293135,209200,162731,129902,2.Current transfer expenditures,,2.經常移轉支出,93759,131359,139081,106555,64238,2.Current transfer expenditures
(1)對私人,47185,101730,94365,59315,46881,41386,(1)To private,,(1)對私人,34366,37204,37158,30390,25055,(1)To private
(2)對政府,34826,101630,82100,51203,35280,25299,(2)To government,,(2)對政府,14666,24752,24646,16769,10551,(2)To government
(3)社會保險,69198,113749,101239,92362,77943,60420,(3)Social insurance,,(3)社會保險,44606,68977,75810,58015,26155,(3)Social insurance
(4)對國外,4908,26712,15431,6319,2627,2797,(4)To abroad,,(4)對國外,121,427,1468,1380,2477,(4)To abroad
,,,,,,,,,,,,,,,
91年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,"The Survey of Family Income and Expenditure, 2002"
,,,,,,,,,,,,,,,
第4表 平均每戶家庭收支按經濟戶長職業別分(續二),,,,Table 4. Average Family Income and Expenditure per Household,,第4表 平均每戶家庭收支按經濟戶長職業別分(續完),,,Table 4. Average Family Income and Expenditure per Household,,,,,,
,,,,,by Occupation of Household Heads (Cont.2),,,,,,,,by Occupation of Household Heads (Cont.End),,
民 國 91 年,,,單位：元,2 0 0 2 Unit:NT$,,,,,民 國 91 年,,單位：元,2 0 0 2 Unit:NT$,,,
,總 平 均,民意代表、行政、企業主管及經理人員,專 業 人 員,技 術 員 及 助    理 專 業 人 員,事務工作人員,服 務 工 作 人    員 及 售 貨 員,,,,農事、畜牧、狩獵、林   業、漁業及有關工作者,技 術 工 及 有     關 工 作 人 員,機 械 設 備 操 作 工 及 組 裝 工,非 技 術 工    及 體 力 工,其  他,
,General average,"Legislators, govern- ment administrators,  business executives and managers",Professionals,Technicians and associate pro-fessionals,Clerks,Service workers and shop and market sales workers,,,,"Agriculturist, animal hus-  bandmen, hunter, forester,    and fishermen",Craft and related      trades workers,Plant and machine operators and assemblers,Elementary occupations,Others,
,,,,,,,,,,,,,,,
三、消費支出,672619,1110743,940372,821719,701727,649863,C.Consumption expenditures,,三、消費支出,441985,644575,639905,553092,420369,C.Consumption expenditures
1.食品費,149335,203676,174669,172578,157895,150030,1.Food,,1.食品費,107916,161694,162052,140469,85446,1.Food
2.飲料費,6208,9549,6698,6910,5899,6458,2.Beverage,,2.飲料費,5493,6639,6681,6232,3102,2.Beverage
3.菸草,6213,6860,3494,5357,4920,6705,3.Tobacco,,3.菸草,6828,8886,8212,7813,2923,3.Tobacco
4.衣著、鞋、襪類,23958,45408,37430,30865,27604,22898,4.Clothing and footwear,,4.衣著、鞋、襪類,13505,21869,23189,17685,10406,4.Clothing and footwear
5.房地租及水費,140356,221506,196662,166043,154281,139811,5.Rent and water charges,,5.房地租及水費,80374,124176,122455,114896,115701,5.Rent and water charges
6.燃料及燈光,19093,25178,21005,20870,20258,19694,6.Fuel and light,,6.燃料及燈光,14899,20295,20197,18010,12820,6.Fuel and light
7.家具及家庭設備,11211,20681,24153,14611,11374,9101,7.Furniture and family facilities,,7.家具及家庭設備,8060,9274,9379,7904,5890,7.Furniture and family facilities
8.家事管理,13750,33261,28377,19399,16012,10080,8.Household operations,,8.家事管理,5292,10677,9141,6335,9195,8.Household operations
9.保健及醫療,82627,100762,86880,90491,75234,77345,9.Health care and medical,,9.保健及醫療,75509,83109,78541,83360,79842,9.Health care and medical
10.運輸交通及通訊,82248,166714,129112,110492,81639,77704,10.Transport and communications,,10.運輸交通及通訊,54737,77694,75686,58308,30487,10.Transport and communications
(1)交通及通訊工具之購置,12659,42687,25947,16866,7439,11265,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,8610,7754,8383,7816,4052,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,35857,63686,54235,49880,36869,33795,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,25317,38415,34730,24011,10479,(2)Operation of transport equipment
(3)乘交通設備之費用,8653,15236,12521,10461,10675,7919,(3)Purchased transportation,,(3)乘交通設備之費用,5476,7446,7851,7407,5798,(3)Purchased transportation
(4)其他通訊費,20219,35635,27836,26726,21943,20276,(4)Other communications,,(4)其他通訊費,11836,19489,20165,15759,8608,(4)Other communications
(5)汽機車保險費支出,4859,9470,8573,6559,4713,4449,(5)Insurance of transport equipment,,(5)汽機車保險費支出,3498,4590,4557,3315,1551,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,90919,185476,153442,123757,96803,86067,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,40605,79864,83644,59757,40223,"11.Recreation ,education and culture"
(1)旅遊費用,21449,54698,46336,30571,21730,16799,(1)Traveling,,(1)旅遊費用,8949,11651,13815,9650,16339,(1)Traveling
(2)娛樂消遣服務,9453,15372,14341,11899,10466,9132,(2)Recreation service,,(2)娛樂消遣服務,5067,8781,9046,7783,5664,(2)Recreation service
(3)書報雜誌文具,5066,9244,9466,7275,5346,4672,(3)Books and stationery,,(3)書報雜誌文具,2595,4232,4325,3205,2509,(3)Books and stationery
(4)娛樂器材及附屬品,7967,16950,16312,11619,9091,6636,(4)Recreation facilities,,(4)娛樂器材及附屬品,4090,6225,6371,4861,3339,(4)Recreation facilities
(5)教育與研究費,46984,89211,66988,62393,50169,48828,(5)Education and research,,(5)教育與研究費,19905,48975,50086,34258,12371,(5)Education and research
12.什項消費,46703,91672,78451,60347,49809,43969,12.Miscellaneous,,12.什項消費,28767,40399,40729,32324,24334,12.Miscellaneous
可支配所得,875919,1562207,1445630,1093620,912623,820350,Disposable income,,可支配所得,572611,781836,821244,677319,475867,Disposable income
消費支出,672619,1110743,940372,821719,701727,649863,Consumption expenditures,,消費支出,441985,644575,639905,553092,420369,Consumption expenditures
儲蓄,203300,451464,505258,271901,210896,170488,Saving,,儲蓄,130626,137262,181339,124227,55499,Saving
所得總額,1111550,2052497,1854490,1405269,1164368,1027560,Current receipts,,所得總額,703162,986643,1030939,843171,589269,Current receipts
