黃麗妃L0899年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 99 年,,2 0 1 0,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,7840923,5780877,2060046,Total
"未滿200,000元",134210,67586,66624,"Under NT$200,000"
"200,000～299,999",312000,161818,150181,"200,000～299,999"
"300,000～399,999",415421,253226,162195,"300,000～399,999"
"400,000～499,999",508547,314819,193728,"400,000～499,999"
"500,000～599,999",484373,319126,165247,"500,000～599,999"
"600,000～699,999",519883,345299,174584,"600,000～699,999"
"700,000～799,999",568552,407086,161466,"700,000～799,999"
"800,000～899,999",528182,394910,133272,"800,000～899,999"
"900,000～999,999",560798,427038,133760,"900,000～999,999"
"1,000,000～1,099,999",500603,409159,91444,"1,000,000～1,099,999"
"1,100,000～1,199,999",465321,376704,88617,"1,100,000～1,199,999"
"1,200,000～1,299,999",420780,334304,86476,"1,200,000～1,299,999"
"1,300,000～1,399,999",367539,297586,69953,"1,300,000～1,399,999"
"1,400,000～1,499,999",292491,239224,53267,"1,400,000～1,499,999"
"1,500,000～1,649,999",373965,294914,79050,"1,500,000～1,649,999"
"1,650,000～1,799,999",306591,245463,61129,"1,650,000～1,799,999"
"1,800,000～1,999,999",296084,242395,53689,"1,800,000～1,999,999"
"2,000,000～2,299,999",288956,240556,48401,"2,000,000～2,299,999"
"2,300,000～2,699,999",230295,188073,42222,"2,300,000～2,699,999"
"2,700,000～3,499,999",168790,138074,30716,"2,700,000～3,499,999"
"3,500,000元及以上",97542,83515,14027,"Above $3,500,000"
