L1192年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2003"
,,,,,,,
第10表家庭住宅及主要設備概況依可支配所得按戶數五等分位分,,,,Table 10. Household Housing and Household Facilities by Five Equal Divisions,,,
,,,,of Households according to Disposable Income,,,
民 國 92 年,,,,2 0 0 3,,,
,總 平 均,依  可  支  配  所  得,,按  戶  數  五  等  分  位  分,,,
,Five equal divisions of,,households according to disposable income,,,,
,General average,1,2,3,4,5,
,,,,,,,
家庭戶數,6961560,1392312,1392312,1392312,1392312,1392312,No. of households
平均每戶人數,3.53,2.0299999999999998,3.13,3.84,4.1900000000000004,4.46,No. of persons per household
平均每戶成年人數,2.6,1.74,2.2599999999999998,2.65,2.98,3.35,No. of adults per household
平均每戶就業人數,1.54,0.62,1.2,1.59,1.94,2.35,No. of persons employed per household
平均每戶所得收入者人數,1.64,1.05,1.29,1.57,1.91,2.39,No. of income recipients per household
一、家庭住宅概況(％),,,,,,,A.Housing (%)
1.住宅所有權,,,,,,,1.By tenure of dwelling
(1)自有,85.11,78.099999999999994,81.39,85.71,88.26,92.09,(1)Self-owned
(2)租押,8.52,10.199999999999999,11.35,9.66,7.16,4.21,(2)Rented
(3)其他(含配住及借用),6.37,11.71,7.26,4.63,4.58,3.69,(3)Issued、lease and others
2.住宅用途,,,,,,,2.By usage of dwelling
(1)專用,95.07,97.15,95.17,93.19,94.58,95.25,(1)Independent
(2)併用,4.93,2.85,4.83,6.81,5.42,4.75,(2)Connected
3.建築式樣,,,,,,,3.By style of building
(1)平房,13.72,33.78,13.69,9.9600000000000009,7.11,4.05,(1)One story
(2)二～三層樓,42.72,41.39,45.97,45.9,42.94,37.4,(2)Two or three stories
(3)四～五層樓,26.75,15.91,25.1,27.99,30.97,33.770000000000003,(3)Four or five stories
(4)六層樓以上,16.809999999999999,8.92,15.23,16.14,18.989999999999998,24.78,"(4)Apartment, six stories or over"
4.具有自來水設備,93.48,89.58,92.64,94.3,94.63,96.26,4.Piped water equipment
