appleL1291年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2002"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),,Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 91 年,,,,單位：元,2 0 0 2 Unit:NT$,,,,,民 國 91 年,,,,單位：元,2 0 0 2 Unit:NT$,,,,,,民 國 91 年,,,,,單位：元,2 0 0 2 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
所得收入者人數,11297826,1458997,801659,2064397,207068,930519,221637,No. of income recipients,,所得收入者人數,259267,705110,583197,256814,303217,241236,538869,601752,No. of income recipients,,所得收入者人數,394278,110497,163437,40562,206377,197934,493137,126699,391167,No. of income recipients
一、所得收入總計,602844,879726,639471,598157,493447,641019,578730,A.Total receipts,,一、所得收入總計,487008,520066,487255,453966,485684,425110,471505,499682,A.Total receipts,,一、所得收入總計,552226,475193,519944,490382,527187,736320,664510,607925,563033,A.Total receipts
1.受僱人員報酬,363709,552191,391327,389199,259086,401721,381613,1.Compensation of employees,,1.受僱人員報酬,266063,310865,270323,243038,240054,185175,257672,307022,1.Compensation of employees,,1.受僱人員報酬,298166,255935,281911,286869,353677,460454,383210,356391,314827,1.Compensation of employees
(1)本業薪資,282305,420952,292782,315876,196066,297772,296001,(1)Full time payroll,,(1)本業薪資,212498,250364,222368,187101,192372,146036,203172,238731,(1)Full time payroll,,(1)本業薪資,229384,189358,221190,218936,277524,321990,288254,242107,252791,(1)Full time payroll
(2)兼業薪資,18384,31516,25413,9726,18667,22631,14651,(2)Part time payroll,,(2)兼業薪資,10561,11650,5632,22443,10498,10503,16780,17950,(2)Part time payroll,,(2)兼業薪資,15356,23644,15858,15499,14829,37398,28784,51941,11282,(2)Part time payroll
(3)其他收入,63020,99722,73133,63598,44353,81318,70961,(3)Other receipts or subsidies,,(3)其他收入,43004,48851,42323,33494,37183,28636,37720,50341,(3)Other receipts or subsidies,,(3)其他收入,53426,42933,44864,52434,61323,101066,66172,62344,50753,(3)Other receipts or subsidies
2.產業主所得,107141,112372,107209,97148,92626,114112,69033,2.Entrepreneurial income,,2.產業主所得,92266,109087,119633,99217,132836,113253,95547,92958,2.Entrepreneurial income,,2.產業主所得,140393,96334,101861,80130,62215,93190,139436,88486,130583,2.Entrepreneurial income
(1)農業淨收入,12253,724,1616,2174,23479,4204,12147,(1)Net agricultural income,,(1)農業淨收入,24648,16864,18772,32987,55834,44543,21113,15978,(1)Net agricultural income,,(1)農業淨收入,55750,45339,11881,39513,623,1624,1164,2078,4963,(1)Net agricultural income
(2)營業淨收入,88517,104459,100389,87238,66931,98168,56074,(2)Net operation surplus,,(2)營業淨收入,65928,85288,96485,64880,71020,64615,72917,71706,(2)Net operation surplus,,(2)營業淨收入,80264,47230,85898,40617,59018,89847,123853,79395,117748,(2)Net operation surplus
(3)執行業務淨收入,6371,7189,5203,7737,2216,11740,811,(3)Net professional income,,(3)執行業務淨收入,1691,6936,4376,1351,5982,4095,1517,5275,(3)Net professional income,,(3)執行業務淨收入,4379,3765,4083,0,2574,1719,14419,7014,7871,(3)Net professional income
3.財產所得收入,30250,67832,35760,28479,28841,21560,12331,3. Property income,,3.財產所得收入,23809,22279,14417,20517,17991,11414,16595,17759,3. Property income,,3.財產所得收入,25011,31773,16692,24782,11231,54300,32374,52432,26577,3. Property income
4.自用住宅設算租金收入,36446,58662,36134,33217,31014,48315,52073,4.Imputed rent income,,4.自用住宅設算租金收入,32732,27665,30260,26112,26784,28528,35833,22364,4.Imputed rent income,,4.自用住宅設算租金收入,16371,20646,35821,14475,25603,40529,39901,33962,33573,4.Imputed rent income
5.經常移轉收入,65227,88554,68967,50095,81865,55290,63511,5.Current transfer receipts,,5.經常移轉收入,72059,50140,52378,65047,68012,86549,65803,59543,5.Current transfer receipts,,5.經常移轉收入,72246,70401,83372,83014,74435,87837,69546,76544,57446,5.Current transfer receipts
(1)從私人,20312,41456,23554,11690,29536,11877,19590,(1)From individuals,,(1)從私人,26723,11636,14529,17066,21506,24490,19378,12012,(1)From individuals,,(1)從私人,24016,22947,25187,29927,18238,24295,24422,18757,15471,(1)From individuals
(2)從政府,14334,14929,15300,11932,17159,13051,16350,(2)From government,,(2)從政府,12773,11585,12101,14202,17736,20871,16095,14504,(2)From government,,(2)從政府,18850,19569,21367,22785,18410,15580,12245,14770,13133,(2)From government
(3)社會保險受益,29050,29731,28779,26001,33588,28593,27572,(3)Benefit of social insurance,,(3)社會保險受益,26394,26702,24329,31972,28724,35149,29518,29723,(3)Benefit of social insurance,,(3)社會保險受益,29312,27848,35284,30126,37649,47446,29161,42602,27595,(3)Benefit of social insurance
(4)從企業,904,665,866,315,1583,133,0,(4)From enterprises,,(4)從企業,5235,218,500,304,46,6040,306,3023,(4)From enterprises,,(4)從企業,21,37,1534,0,138,515,2895,414,597,(4)From enterprises
(5)從國外,628,1774,469,157,0,1635,0,(5)From abroad,,(5)從國外,933,0,918,1503,0,0,507,281,(5)From abroad,,(5)從國外,47,0,0,176,0,0,823,0,650,(5)From abroad
6.雜項收入,70,115,73,19,14,21,169,6.Miscellaneous receipts,,6.雜項收入,79,28,244,35,8,192,54,36,6.Miscellaneous receipts,,6.雜項收入,40,103,287,1112,27,10,44,110,26,6.Miscellaneous receipts
二、非消費支出,105874,163970,111777,107727,85092,113803,89785,B.Nonconsumption expenditures,,二、非消費支出,82770,89184,72897,81281,73894,69011,79085,89318,B.Nonconsumption expenditures,,二、非消費支出,82133,74725,94673,98113,100583,164846,110449,102760,95584,B.Nonconsumption expenditures
1.利息支出,19082,24555,21479,24348,12533,19524,10713,1.Interest,,1.利息支出,10615,15067,8169,16793,6094,11520,16317,18027,1.Interest,,1.利息支出,8062,13315,19945,17718,24860,28024,25982,21238,19455,1.Interest
2.經常移轉支出,86792,139416,90298,83379,72559,94279,79072,2.Current transfer expenditures,,2.經常移轉支出,72155,74117,64728,64488,67799,57491,62769,71291,2.Current transfer expenditures,,2.經常移轉支出,74072,61410,74728,80396,75723,136822,84467,81522,76129,2.Current transfer expenditures
(1)對私人,26791,47254,30254,24155,31126,27552,19913,(1)To private,,(1)對私人,25846,17808,14332,21740,26265,19184,19155,21938,(1)To private,,(1)對私人,26271,21101,26048,36715,25023,45976,17949,26247,22841,(1)To private
(2)對政府,20472,38363,20280,17915,12647,22716,19605,(2)To government,,(2)對政府,16686,16220,14995,12832,12493,11699,12905,15172,(2)To government,,(2)對政府,17403,12096,17241,10343,14718,40663,23371,20229,17547,(2)To government
(3)社會保險,36702,46435,35791,38302,28468,40659,39481,(3)Social insurance,,(3)社會保險,29604,38381,32432,27193,28942,25083,30035,33773,(3)Social insurance,,(3)社會保險,30057,27897,29655,32511,35566,39922,41117,33912,35213,(3)Social insurance
(4)對國外,2827,7363,3973,3006,318,3352,73,(4)To abroad,,(4)對國外,20,1708,2968,2723,99,1525,674,408,(4)To abroad,,(4)對國外,341,316,1783,827,416,10262,2030,1134,529,(4)To abroad
三、可支配所得,496969,715755,527694,490430,408355,527216,488944,C.Disposable income,,三、可支配所得,404238,430882,414358,372685,411791,356099,392419,410364,C.Disposable income,,三、可支配所得,470093,400468,425272,392269,426605,571474,554061,505165,467449,C.Disposable income
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
