appleL02113年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2024",,113年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2024",,113年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2024",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 113 年,,,,單位：元,2 0 2 4 Unit:NT$,,,,,民 國 113 年,,,,單位：元,2 0 2 4 Unit:NT$,,,,,民 國 113 年,,,,單位：元,2 0 2 4 Unit:NT$,,,,,,,,,,,,,,,,,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,,,,,,,,,,,,,,,,,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,,,,,,,,,,,,,,,,,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.其他,37856,33946,41538,40352,47117,30490,39147,13.Miscellaneous goods and services,,13.其他,38038,51588,42826,26935,26428,41655,27451,13.Miscellaneous goods and services,,13.其他,34289,23003,29524,19255,27131,57178,39839,13.Miscellaneous goods and services,,,,,,,,,,,,,,,,
可支配所得(平均數),1165206,1219151,1485461,1240719,1171877,1009768,1143840,Disposable income(mean),,可支配所得(平均數),939611,1481536,1163673,917893,892163,939002,836911,Disposable income(mean),,可支配所得(平均數),907896,782735,903665,792956,919226,1503646,1213216,Disposable income(mean),,,,,,,,,,,,,,,,
可支配所得(中位數),984749,1084557,1325421,1097852,1004386,865241,932068,Disposable income(median),,可支配所得(中位數),766742,1241977,904490,801745,775622,809485,676537,Disposable income(median),,可支配所得(中位數),760180,664959,792385,622549,824157,1244369,978554,Disposable income(median),,,,,,,,,,,,,,,,
消費支出,888699,909382,1136637,922775,973022,776782,878620,Consumption expenditures,,消費支出,772616,1130910,790033,680430,600709,671112,667369,Consumption expenditures,,消費支出,731275,561103,630082,537812,723538,1094975,928867,Consumption expenditures,,,,,,,,,,,,,,,,
儲蓄,276507,309769,348824,317943,198854,232986,265220,Saving,,儲蓄,166996,350627,373640,237463,291454,267890,169542,Saving,,儲蓄,176621,221632,273583,255144,195688,408671,284349,Saving,,,,,,,,,,,,,,,,
所得總額,1479692,1550587,1935978,1552876,1501101,1274846,1443547,Current receipts,,所得總額,1155260,2046284,1442065,1142792,1087362,1142151,1005215,Current receipts,,所得總額,1126977,967784,1096156,957744,1136502,1975794,1496835,Current receipts,,,,,,,,,,,,,,,,
樣本戶數,16528,2500,2000,1500,2000,1500,2200,Numbers of samples,,樣本戶數,347,350,320,573,300,388,323,Numbers of samples,,樣本戶數,477,280,350,200,310,300,310,Numbers of samples,,,,,,,,,,,,,,,,
可支配所得標準差,21639,47319,53089,79034,83593,51052,80704,Disposable income standard deviation,,可支配所得標準差,83660,236440,113141,54651,94352,56213,79908,Disposable income standard deviation,,可支配所得標準差,80659,95403,124641,91455,104206,172607,157827,Disposable income standard deviation,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,,,,,,,,,,,,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,,,,,,,,,,,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,,,,,,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23582.014705000001,69465.272714999999,48269.868137999998,36946.394533999999,16041.301281,18988.735078000002,0,0,0,0,0,T8401,L04,24,3,20
