appleL0285年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1996"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 85 年,,,,單位：元,1 9 9 6 Unit:NT$,,,,,民 國 85 年,,,,單位：元,1 9 9 6 Unit:NT$,,,,,,民 國 85 年,,,,,單位：元,1 9 9 6 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,5908262,843148,434265,963112,118203,415833,98686,No. of households,,家庭戶數,132420,352053,292690,137245,186046,142678,294808,332898,No. of households,,家庭戶數,231875,68244,97908,25204,108719,94885,256481,73732,207129,No. of households
平均每戶人數,3.92,3.79,3.8,4.0599999999999996,3.94,4.04,4.4000000000000004,No. of persons per household,,平均每戶人數,4.05,4.0599999999999996,4.1399999999999997,4.0999999999999996,3.6,3.83,3.8,3.74,No. of persons per household,,平均每戶人數,4.01,3.42,3.71,3.85,3.78,4.07,3.88,3.92,3.92,No. of persons per household
平均每戶成年人數,2.61,2.62,2.63,2.62,2.58,2.59,2.9,No. of adults per household,,平均每戶成年人數,2.7,2.59,2.74,2.7,2.54,2.65,2.6,2.52,No. of adults per household,,平均每戶成年人數,2.67,2.2799999999999998,2.52,2.5299999999999998,2.59,2.66,2.56,2.6,2.6,No. of adults per household
平均每戶就業人數,1.71,1.61,1.66,1.74,1.58,1.69,2.04,No. of persons employed per household,,平均每戶就業人數,1.83,1.79,1.84,1.8,1.75,1.73,1.8,1.7,No. of persons employed per household,,平均每戶就業人數,1.8,1.53,1.64,1.33,1.5,1.78,1.61,1.68,1.78,No. of persons employed per household
平均每戶所得收入者人數,1.71,1.69,1.7,1.76,1.7,1.77,2.02,No. of income recipients per household,,平均每戶所得收入者人數,1.79,1.7,1.7,1.72,1.55,1.54,1.72,1.68,No. of income recipients per household,,平均每戶所得收入者人數,1.77,1.54,1.68,1.46,1.66,1.87,1.63,1.63,1.81,No. of income recipients per household
一、所得收入總計,1008367,1367308,1082014,1020986,882587,1029176,1091199,A.Total receipts,,一、所得收入總計,957207,917262,801128,882643,707736,733549,835227,851052,A.Total receipts,,一、所得收入總計,939607,715299,949032,820811,1005676,1090694,1041258,974319,1006508,A.Total receipts
1.受僱人員報酬,579472,821109,645110,647385,484599,615347,641976,1.Compensation of employees,,1.受僱人員報酬,490500,504775,428111,419223,311509,300620,451199,502343,1.Compensation of employees,,1.受僱人員報酬,495268,343718,487334,483342,631081,651607,550421,525292,560321,1.Compensation of employees
(1)本業薪資,460259,639945,510020,529727,380246,472496,514206,(1)Full time payroll,,(1)本業薪資,381820,412594,352931,332558,250951,240559,372065,398408,(1)Full time payroll,,(1)本業薪資,387017,269491,374527,364737,511636,494734,424071,400240,449009,(1)Full time payroll
(2)兼業薪資,23887,28840,25065,16886,29405,31263,25222,(2)Part time payroll,,(2)兼業薪資,28750,17017,8728,25322,23413,20393,16121,26165,(2)Part time payroll,,(2)兼業薪資,29759,20955,44517,30740,17028,46760,29659,27045,23143,(2)Part time payroll
(3)其他收入,95325,152324,110026,100773,74948,111588,102548,(3)Other receipts or subsidies,,(3)其他收入,79930,75164,66453,61343,37144,39668,63013,77770,(3)Other receipts or subsidies,,(3)其他收入,78493,53272,68290,87866,102417,110114,96691,98006,88169,(3)Other receipts or subsidies
2.產業主所得,186931,209596,177370,154996,139298,181183,178102,2.Entrepreneurial income,,2.產業主所得,189595,223681,191094,239300,178199,189228,173083,152789,2.Entrepreneurial income,,2.產業主所得,199718,173033,189142,141819,135984,183168,241217,218810,226842,2.Entrepreneurial income
3.財產所得收入,59293,123854,77911,49466,46709,53601,44570,3. Property income,,3.財產所得收入,56456,42359,34333,45225,25944,36746,38658,29114,3. Property income,,3.財產所得收入,49894,30412,41083,33011,42802,91800,57146,73263,50608,3. Property income
