黃麗妃L0891年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 91 年,,2 0 0 2,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,6839390,5444127,1395263,Total
"未滿200,000元",116864,59696,57168,"Under NT$200,000"
"200,000～299,999",263882,155364,108518,"200,000～299,999"
"300,000～399,999",340450,227558,112892,"300,000～399,999"
"400,000～499,999",398695,268494,130201,"400,000～499,999"
"500,000～599,999",442714,320841,121873,"500,000～599,999"
"600,000～699,999",493932,366237,127695,"600,000～699,999"
"700,000～799,999",547492,439258,108234,"700,000～799,999"
"800,000～899,999",538881,437955,100926,"800,000～899,999"
"900,000～999,999",523421,432386,91034,"900,000～999,999"
"1,000,000～1,099,999",449482,374135,75347,"1,000,000～1,099,999"
"1,100,000～1,199,999",405862,348702,57160,"1,100,000～1,199,999"
"1,200,000～1,299,999",362143,310863,51279,"1,200,000～1,299,999"
"1,300,000～1,399,999",298816,267516,31299,"1,300,000～1,399,999"
"1,400,000～1,499,999",229325,203627,25698,"1,400,000～1,499,999"
"1,500,000～1,649,999",284219,240280,43939,"1,500,000～1,649,999"
"1,650,000～1,799,999",239192,198830,40362,"1,650,000～1,799,999"
"1,800,000～1,999,999",257590,221340,36250,"1,800,000～1,999,999"
"2,000,000～2,299,999",243693,221079,22613,"2,000,000～2,299,999"
"2,300,000～2,699,999",172404,149380,23024,"2,300,000～2,699,999"
"2,700,000～3,499,999",142672,123566,19106,"2,700,000～3,499,999"
"3,500,000元及以上",87663,77018,10645,"Above $3,500,000"
