appleL02112年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2023",,112年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2023",,112年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2023"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分,,,,,Table 2. Average Family Income and Expenditure per Household by Areas,,第2表 平均每戶家庭收支按區域別分(續一),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.1),,第2表 平均每戶家庭收支按區域別分(續二),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 112 年,,,,單位：元,2 0 2 3 Unit:NT$,,,,,民 國 112 年,,,,單位：元,2 0 2 3 Unit:NT$,,,,,民 國 112 年,,,,單位：元,2 0 2 3 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭戶數,9119999,1655751,1059757,891027,1047164,721550,1144005,No. of households,,家庭戶數,177238,218361,198022,404247,180196,246207,185790,No. of households,,家庭戶數,296396,84425,128496,42807,158167,177461,102932,No. of households
平均每戶人數,2.79,2.72,2.68,3.03,2.83,2.81,2.78,No. of persons per household,,平均每戶人數,2.64,3.01,3.02,2.94,2.78,2.61,2.5499999999999998,No. of persons per household,,平均每戶人數,2.73,2.39,2.36,2.42,2.67,2.89,2.86,No. of persons per household
平均每戶成年人數,2.46,2.44,2.46,2.6,2.46,2.48,2.4500000000000002,No. of adults per household,,平均每戶成年人數,2.2999999999999998,2.44,2.64,2.58,2.52,2.33,2.2999999999999998,No. of adults per household,,平均每戶成年人數,2.38,2.04,2.09,2.13,2.37,2.44,2.5,No. of adults per household
平均每戶就業人數,1.34,1.33,1.27,1.44,1.38,1.39,1.35,No. of persons employed per household,,平均每戶就業人數,1.01,1.38,1.41,1.43,1.49,1.35,1.1599999999999999,No. of persons employed per household,,平均每戶就業人數,1.39,1.07,1.05,0.93,1.19,1.36,1.29,No. of persons employed per household
平均每戶所得收入者人數,1.8,1.87,1.95,1.9,1.79,1.75,1.78,No. of income recipients per household,,平均每戶所得收入者人數,1.58,1.74,1.85,1.77,1.76,1.64,1.56,No. of income recipients per household,,平均每戶所得收入者人數,1.7,1.48,1.51,1.53,1.72,1.86,1.77,No. of income recipients per household
一、所得收入總計,1375097,1440893,1751823,1490814,1346521,1177168,1325786,A.Total receipts,,一、所得收入總計,1114997,1846263,1341195,1164937,1069123,1087755,936713,A.Total receipts,,一、所得收入總計,1081286,930467,1018629,1060432,1136337,1851383,1348030,A.Total receipts
1.受僱人員報酬,758690,850967,1007958,865542,681594,633494,707567,1.Compensation of employees,,1.受僱人員報酬,506515,1226318,816540,621728,474672,482661,360251,1.Compensation of employees,,1.受僱人員報酬,524136,416144,479858,502738,587907,1206796,659307,1.Compensation of employees
(1)本業薪資,551521,666989,731349,627600,504239,441381,485954,(1)Full time payroll,,(1)本業薪資,354731,785910,587271,472244,331916,366125,266408,(1)Full time payroll,,(1)本業薪資,387848,287300,339999,325778,451241,740995,465958,(1)Full time payroll
(2)兼業薪資,48892,24188,68831,50907,47931,48547,66096,(2)Part time payroll,,(2)兼業薪資,66115,45142,64435,37736,64185,20241,38690,(2)Part time payroll,,(2)兼業薪資,49304,63037,63879,87810,25936,56473,71430,(2)Part time payroll
(3)其他收入,158278,159790,207777,187035,129423,143566,155518,(3)Other receipts or subsidies,,(3)其他收入,85669,395266,164834,111748,78571,96296,55153,(3)Other receipts or subsidies,,(3)其他收入,86984,65808,75979,89150,110729,409328,121920,(3)Other receipts or subsidies
2.產業主所得,158897,116243,177973,162114,185083,150945,172970,2.Entrepreneurial income,,2.產業主所得,160529,147346,113933,159511,192200,194812,168515,2.Entrepreneurial income,,2.產業主所得,161100,175589,148756,139897,117046,182502,222049,2.Entrepreneurial income
