一、所得收入總計,1074180,1515793,1126130,1110774,904809,1146080,1281933,A.Total receipts,,一、所得收入總計,926267,926615,890929,978331,744181,741766,841714,951628,A.Total receipts,,一、所得收入總計,877498,805395,808632,851835,1026166,1426854,1040078,836551,1038946,A.Total receipts
1.受僱人員報酬,608940,855997,648220,690500,440102,673685,932045,1.Compensation of employees,,1.受僱人員報酬,534731,503497,440780,455478,346947,292208,430460,555560,1.Compensation of employees,,1.受僱人員報酬,459975,415832,395306,493525,634576,859110,580374,417989,552762,1.Compensation of employees
(1)本業薪資,457531,627488,482422,541017,340211,501980,661141,(1)Full time payroll,,(1)本業薪資,388348,392336,345801,322475,268194,216989,327481,416513,(1)Full time payroll,,(1)本業薪資,338819,302804,266175,367488,489043,599490,427132,283676,429414,(1)Full time payroll
(2)兼業薪資,40335,59691,51666,24819,33459,42067,25678,(2)Part time payroll,,(2)兼業薪資,57193,36710,24570,50068,20681,28192,36005,40415,(2)Part time payroll,,(2)兼業薪資,39875,42706,63624,34908,32496,73287,46331,62791,34873,(2)Part time payroll
(3)其他收入,111074,168818,114132,124664,66432,129638,245225,(3)Other receipts or subsidies,,(3)其他收入,89190,74451,70409,82935,58072,47027,66975,98632,(3)Other receipts or subsidies,,(3)其他收入,81282,70322,65508,91129,113037,186333,106911,71521,88475,(3)Other receipts or subsidies
2.產業主所得,145223,167941,156998,131272,123225,155933,83958,2.Entrepreneurial income,,2.產業主所得,125228,149585,158990,172039,134309,153257,120372,131221,2.Entrepreneurial income,,2.產業主所得,153873,157561,126521,103479,94256,111887,165265,152868,176019,2.Entrepreneurial income
3.財產所得收入,50660,120810,59757,43345,32734,35591,25148,3. Property income,,3.財產所得收入,26894,36765,27263,53170,26497,26635,29368,28974,3. Property income,,3.財產所得收入,31050,26613,28811,28604,26696,122851,54690,49372,54494,3. Property income
4.自用住宅設算租金收入,66407,110729,61030,72155,55166,90542,55116,4.Imputed rent income,,4.自用住宅設算租金收入,49752,46380,54348,45215,39449,40609,54921,40444,4.Imputed rent income,,4.自用住宅設算租金收入,32443,26639,52214,31974,49457,82062,72100,52942,68657,4.Imputed rent income
5.經常移轉收入,202780,260020,199912,173401,253217,190263,185142,5.Current transfer receipts,,5.經常移轉收入,189388,190230,209110,252328,196958,228861,206468,195385,5.Current transfer receipts,,5.經常移轉收入,200023,178568,205676,193742,221047,250853,167509,163289,186943,5.Current transfer receipts
(1)從私人,55435,131773,55143,44302,63296,43339,37328,(1)From individuals,,(1)從私人,44752,30024,37481,44974,45279,54311,36073,47626,(1)From individuals,,(1)從私人,54522,28959,53252,43926,65028,42116,38679,37350,43412,(1)From individuals
(2)從政府,60086,52289,52768,51235,68575,58202,66054,(2)From government,,(2)從政府,67436,56987,68718,76921,71575,91726,79986,62575,(2)From government,,(2)從政府,72914,74999,68232,71122,55775,61250,50276,51599,58691,(2)From government
(3)社會保險受益,84337,72839,89269,75909,112452,85539,79655,(3)Benefit of social insurance,,(3)社會保險受益,76455,97662,99385,119595,78895,81413,88240,82047,(3)Benefit of social insurance,,(3)社會保險受益,70816,73474,82800,76865,97356,137295,77679,73909,84120,(3)Benefit of social insurance
(4)從企業,1895,2001,2558,905,7657,541,1154,(4)From enterprises,,(4)從企業,744,3991,2642,10287,1209,1412,2005,1746,(4)From enterprises,,(4)從企業,317,1137,1392,1830,839,5042,717,431,581,(4)From enterprises
(5)從國外,1027,1118,173,1051,1237,2642,951,(5)From abroad,,(5)從國外,0,1566,884,551,0,0,164,1391,(5)From abroad,,(5)從國外,1454,0,0,0,2049,5150,158,0,139,(5)From abroad
6.雜項收入,170,297,214,101,364,66,525,6.Miscellaneous receipts,,6.雜項收入,274,159,437,101,21,196,126,44,6.Miscellaneous receipts,,6.雜項收入,133,181,105,510,134,91,139,91,71,6.Miscellaneous receipts
二、非消費支出,186575,269483,197916,188085,158548,205137,270900,B.Nonconsumption expenditures,,二、非消費支出,169444,147337,140232,169618,129175,111814,138956,161791,B.Nonconsumption expenditures,,二、非消費支出,150064,137848,152937,162669,163006,293021,182233,149914,174951,B.Nonconsumption expenditures
1.利息支出,14531,21945,19030,14928,10965,19202,27530,1.Interest,,1.利息支出,11152,9776,8294,13266,2739,4925,12815,12549,1.Interest,,1.利息支出,4729,11233,11940,11368,8771,21120,15161,10239,13081,1.Interest
2.經常移轉支出,172044,247538,178887,173156,147583,185935,243370,2.Current transfer expenditures,,2.經常移轉支出,158293,137561,131938,156352,126436,106889,126140,149242,2.Current transfer expenditures,,2.經常移轉支出,145335,126615,140997,151301,154234,271901,167072,139675,161870,2.Current transfer expenditures
(1)對私人,48303,85579,53093,44058,48779,51135,67360,(1)To private,,(1)對私人,47083,22949,28206,52209,44579,33285,29326,37454,(1)To private,,(1)對私人,52033,36763,48350,61018,43277,77403,37381,42056,34261,(1)To private
(2)對政府,32492,52504,34932,29665,22901,36318,58118,(2)To government,,(2)對政府,28212,28112,22354,23847,18871,15696,21256,25317,(2)To government,,(2)對政府,21414,17392,22811,16228,24731,77528,34056,25263,32361,(2)To government
(3)社會保險,87784,101639,84645,97816,70130,95123,111999,(3)Social insurance,,(3)社會保險,82071,86004,79514,76441,62510,57866,75205,86374,(3)Social insurance,,(3)社會保險,69507,68554,68571,73997,81906,109077,89964,68962,86974,(3)Social insurance
(4)對國外,3466,7817,6217,1617,5774,3359,5893,(4)To abroad,,(4)對國外,927,496,1865,3855,476,42,353,98,(4)To abroad,,(4)對國外,2382,3906,1265,58,4320,7892,5671,3394,8273,(4)To abroad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
98年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2009",,98年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2009",,98年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2009"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分(續三),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.3),,,,,第2表 平均每戶家庭收支按區域別分(續四),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.4),,,,,,第2表 平均每戶家庭收支按區域別分(續完),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.End),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 98 年,,,,單位：元,2 0 0 9 Unit:NT$,,,,,民 國 98 年,,,,單位：元,2 0 0 9 Unit:NT$,,,,,,民 國 98 年,,,,單位：元,2 0 0 9 Unit:NT$,,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、消費支出,705680,952723,718732,749608,639174,742050,868677,C.Consumption expenditures,,三、消費支出,608460,643684,590455,650486,482076,521999,592045,571102,C.Consumption expenditures,,三、消費支出,547237,483770,551512,519810,701587,956498,724781,549580,668707,C.Consumption expenditures
1.食品及非酒精飲料,107850,143199,113798,118662,89016,111757,98659,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,74239,89313,104356,99956,70154,100978,101943,81484,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,74601,63739,80892,87038,110576,118471,117477,90652,114830,1.Food and non-alcoholic beverages
2.菸酒及檳榔,9862,8007,10925,10622,11286,10206,11335,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,11488,8295,8364,14066,6987,12295,9222,9681,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,15527,15182,12807,9811,9613,10204,6635,8670,7147,"2.Tobacco,alcoholic beverages and betel nuts"
3.衣著鞋襪及服飾用品,22483,27503,22202,28021,17148,26462,29906,3.Clothing and footwear,,3.衣著鞋襪及服飾用品,18850,22947,16400,18436,13432,16244,13924,18075,3.Clothing and footwear,,3.衣著鞋襪及服飾用品,15579,14863,15706,22178,28140,33210,19877,15627,18164,3.Clothing and footwear
4.住宅服務、水電瓦斯及其他燃料,171482,293503,167973,192794,131458,172012,190086,"4.Housing,water,electricity,gas and other fuels",,4.住宅服務、水電瓦斯及其他燃料,143535,133959,127086,129145,99847,96788,120639,130721,"4.Housing,water,electricity,gas and other fuels",,4.住宅服務、水電瓦斯及其他燃料,108444,107695,117456,112346,148289,216940,176025,143285,157994,"4.Housing,water,electricity,gas and other fuels"
(1)房地租及水費,150999,271731,147899,169671,109432,151251,166974,(1)Rent and water charges,,(1)房地租及水費,122393,116369,107292,110913,81545,79475,101577,111378,(1)Rent and water charges,,(1)房地租及水費,91556,90707,98071,92094,126868,193388,157660,126339,135939,(1)Rent and water charges
(2)電費及燃料,20483,21773,20074,23123,22026,20761,23112,(2)Power and fuel,,(2)電費及燃料,21142,17590,19794,18232,18302,17313,19062,19343,(2)Power and fuel,,(2)電費及燃料,16888,16988,19385,20253,21421,23552,18365,16946,22055,(2)Power and fuel
5.家具設備及家務維護,17850,27933,17256,17645,18079,17387,24272,"5.Furnishings,household equipmentand routine household maintenance",,5.家具設備及家務維護,19241,13043,12256,14340,13815,12587,15208,12352,"5.Furnishings,household equipmentand routine household maintenance",,5.家具設備及家務維護,18772,10430,12181,14978,18948,29451,17383,14892,16456,"5.Furnishings,household equipmentand routine household maintenance"
6.醫療保健,101969,107469,113363,91129,131682,88217,109766,6.Health,,6.醫療保健,95660,118053,109676,129849,95626,98054,107019,95431,6.Health,,6.醫療保健,79237,87254,100659,82461,113272,147030,102669,87473,89866,6.Health
7.交通,66326,71247,63351,62855,70409,84890,116384,7.Transport,,7.交通,75121,69215,52802,69782,53173,53038,59424,60034,7.Transport,,7.交通,53861,49840,55030,46320,55994,107162,58298,47424,68471,7.Transport
(1)個人交通工具之購置,8898,7598,11497,5166,19220,15700,36554,(1)Purchase of vehicles,,(1)個人交通工具之購置,12806,5861,3949,14611,9250,7118,9092,9821,(1)Purchase of vehicles,,(1)個人交通工具之購置,1046,8113,6722,7733,5214,27091,2394,8085,4800,(1)Purchase of vehicles
(2)個人交通設備使用管理及保養費,43567,39947,41701,42108,40894,54739,63414,(2)Operation of transport equipment,,(2)個人交通設備使用管理及保養費,51318,51802,37850,44407,34890,36032,40603,40798,(2)Operation of transport equipment,,(2)個人交通設備使用管理及保養費,39722,33283,36233,26808,28632,61995,45872,31002,52083,(2)Operation of transport equipment
(3)乘交通設備及其他交通服務,9575,20298,6395,11950,5370,9247,10251,(3)Transport services,,(3)乘交通設備及其他交通服務,5601,5888,6056,5905,4954,6231,5630,5270,(3)Transport services,,(3)乘交通設備及其他交通服務,8841,5225,7805,9922,19315,10888,5623,4493,6584,(3)Transport services
(4)汽、機車保險費,4287,3405,3757,3630,4925,5204,6166,(4)Insurance of vehicles,,(4)汽、機車保險費,5396,5664,4946,4859,4078,3657,4098,4145,(4)Insurance of vehicles,,(4)汽、機車保險費,4252,3218,4270,1857,2833,7188,4409,3844,5003,(4)Insurance of vehicles
8.通訊,23526,29467,23048,26608,19733,24995,28561,8.Communication,,8.通訊,24205,24055,18461,20019,16453,15947,18434,21360,8.Communication,,8.通訊,18027,19431,20692,19496,21394,30828,23062,15553,21404,8.Communication
9.休閒與文化,35389,64430,35328,37235,27068,35752,36699,9.Recreation and culture,,9.休閒與文化,29305,28963,23939,25083,16905,16681,20479,24133,9.Recreation and culture,,9.休閒與文化,30782,17590,24809,20560,40935,55230,36730,23774,32268,9.Recreation and culture
(1)套裝旅遊(不含自助旅遊),12091,29637,11956,11185,9632,12084,10053,(1)Package holidays,,(1)套裝旅遊(不含自助旅遊),10964,6463,7306,7132,3557,3527,4956,6701,(1)Package holidays,,(1)套裝旅遊(不含自助旅遊),9296,4528,6609,3706,13452,17004,13723,7580,11645,(1)Package holidays
(2)娛樂消遣及文化服務,8720,12919,8900,9910,5818,8671,9801,(2)Recreational and cultural services,,(2)娛樂消遣及文化服務,7995,9333,5702,6057,5120,4664,5958,6599,(2)Recreational and cultural services,,(2)娛樂消遣及文化服務,8225,4338,6450,7003,10007,10482,8831,6967,8022,(2)Recreational and cultural services
(3)書報雜誌文具,6610,8359,6366,7424,5106,6364,6548,"(3)Newspapers,books and stationery",,(3)書報雜誌文具,4130,7337,5723,6464,4405,4654,4867,5536,"(3)Newspapers,books and stationery",,(3)書報雜誌文具,6321,4436,5846,4154,7070,9947,7418,4506,6186,"(3)Newspapers,books and stationery"
(4)教育消遣康樂器材及其附屬品,7968,13514,8106,8715,6512,8632,10298,(4)Recreational facilities,,(4)教育消遣康樂器材及其附屬品,6217,5830,5209,5430,3823,3835,4699,5298,(4)Recreational facilities,,(4)教育消遣康樂器材及其附屬品,6941,4287,5904,5698,10406,17798,6758,4722,6415,(4)Recreational facilities
10.教育,42510,47232,42767,47414,37908,52123,61509,10.Education,,10.教育,42247,43886,34783,36210,27746,23924,37114,34858,10.Education,,10.教育,30680,22314,30393,33001,37375,70024,45064,31308,38009,10.Education
11.餐廳及旅館,66112,72412,75299,76451,52321,74979,98565,11.Restaurants and hotels,,11.餐廳及旅館,39393,54863,50217,54042,36428,43810,49540,55546,11.Restaurants and hotels,,11.餐廳及旅館,63922,48770,52300,38844,72328,85115,83969,47886,67306,11.Restaurants and hotels
12.什項消費,40321,60319,33423,40172,33066,43269,62936,12.Miscellaneous goods and services,,12.什項消費,35176,37091,32114,39558,31509,31654,39099,27429,12.Miscellaneous goods and services,,12.什項消費,37806,26662,28587,32775,44722,52832,37591,23034,36793,12.Miscellaneous goods and services
可支配所得(平均數),887605,1246310,928214,922690,746261,940942,1011033,Disposable income(mean),,可支配所得(平均數),756823,779278,750697,808713,615006,629952,702759,789837,Disposable income(mean),,可支配所得(平均數),727434,667547,655696,689166,863161,1133833,857845,686637,863995,Disposable income(mean)
可支配所得(中位數),769705,1083151,773859,838306,608192,810271,881008,Disposable income(median),,可支配所得(中位數),658552,681764,647440,654835,491653,543824,629050,693198,Disposable income(median),,可支配所得(中位數),630537,562220,561597,533253,726499,1024342,798738,588051,776984,Disposable income(median)
消費支出,705680,952723,718732,749608,639174,742050,868677,Consumption expenditures,,消費支出,608460,643684,590455,650486,482076,521999,592045,571102,Consumption expenditures,,消費支出,547237,483770,551512,519810,701587,956498,724781,549580,668707,Consumption expenditures
儲蓄,181925,293588,209481,173082,107087,198892,142357,Saving,,儲蓄,148362,135594,160242,158227,132930,107954,110714,218735,Saving,,儲蓄,180197,183777,104183,169356,161574,177335,133063,137057,195288,Saving
所得總額,1128201,1620452,1179819,1177787,934946,1178459,1364985,Current receipts,,所得總額,972236,972148,923620,1026574,770043,765188,867334,1002303,Current receipts,,所得總額,916128,848155,830338,891923,1072815,1489633,1089653,877581,1078151,Current receipts
樣本戶數,13776,2000,1500,1502,347,830,350,Numbers of samples,,樣本戶數,320,745,573,300,388,323,612,695,Numbers of samples,,樣本戶數,477,280,350,200,310,300,556,310,508,Numbers of samples
可支配所得標準差,15930,43857,93225,36610,60103,59678,245330,Disposable income standard deviation,,可支配所得標準差,57532,62749,44085,88897,53890,36919,52713,59680,Disposable income standard deviation,,可支配所得標準差,82178,133244,81410,235036,92993,130293,56984,126779,80078,Disposable income standard deviation
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
