appleL12107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018",,107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018",,107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 107 年,,,,單位：元,2 0 1 8 Unit:NT$,,,,,民 國 107 年,,,,單位：元,2 0 1 8 Unit:NT$,,,,,民 國 107 年,,,,單位：元,2 0 1 8 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
所得收入者人數,15304387,2883667,1946102,1489007,1718583,1191013,1953546,No. of income recipients,,所得收入者人數,267934,358187,317901,686337,303290,363005,287518,No. of income recipients,,所得收入者人數,459648,120524,190529,58580,244991,301737,162288,No. of income recipients
一、所得收入總計,655771,651380,843577,688785,668568,578242,634578,A.Total receipts,,一、所得收入總計,616852,777732,564274,516872,515302,504183,533385,A.Total receipts,,一、所得收入總計,555932,553548,568606,596065,605313,735939,657174,A.Total receipts
1.受僱人員報酬,396112,420245,520522,458668,379754,341571,380483,1.Compensation of employees,,1.受僱人員報酬,305652,516710,340654,290331,275424,227638,255731,1.Compensation of employees,,1.受僱人員報酬,294108,276158,282783,322291,375190,476281,373560,1.Compensation of employees
(1)本業薪資,295312,324098,385462,338683,288473,259574,283031,(1)Full time payroll,,(1)本業薪資,224618,341510,249949,225291,196793,162794,185822,(1)Full time payroll,,(1)本業薪資,215051,189202,196199,237134,288574,325772,258593,(1)Full time payroll
(2)兼業薪資,24270,17567,30598,20669,26305,21345,24711,(2)Part time payroll,,(2)兼業薪資,25858,37286,25594,15289,29770,23905,24744,(2)Part time payroll,,(2)兼業薪資,28867,41689,42829,26172,15542,30122,42780,(2)Part time payroll
(3)其他收入,76530,78580,104462,99316,64976,60651,72741,(3)Other receipts or subsidies,,(3)其他收入,55176,137914,65111,49750,48861,40939,45164,(3)Other receipts or subsidies,,(3)其他收入,50190,45267,43755,58985,71074,120388,72187,(3)Other receipts or subsidies
