appleL17,,,,"The Survey of Family Income and Expenditure, 1994"
,,,,
第6表 所得收入者人數按性別及可支配所得組別分,,,,
Table 6. Numbers of Income Recipients by Sex,,,,
and Disposable Income Groups,,,,
,,,,單位：人
,民 國 83 年,,1 9 9 4,Unit：persons
可支配所得組別,合 計Total,性 別 Sex,Disposable income groups,
,,,,
男,女,,,
Male,Female,,,
總   計,9568121,6218535,3349586,Total
"未滿160,000元",971126,463133,507993,"Under NT$160,000"
"160,000～179,999",263777,112729,151048,"160,000～179,999"
"180,000～199,999",361478,143363,218115,"180,000～199,999"
"200,000～219,999",378808,138043,240765,"200,000～219,999"
"220,000～239,999",366496,135782,230714,"220,000～239,999"
"240,000～259,999",407266,166753,240513,"240,000～259,999"
"260,000～279,999",393757,185076,208681,"260,000～279,999"
"280,000～299,999",355199,188547,166652,"280,000～299,999"
"300,000～319,999",328195,184359,143836,"300,000～319,999"
"320,000～339,999",336231,209093,127138,"320,000～339,999"
"340,000～359,999",329222,223151,106071,"340,000～359,999"
"360,000～379,999",354809,248900,105909,"360,000～379,999"
"380,000～399,999",326321,230555,95766,"380,000～399,999"
"400,000～419,999",328431,241063,87368,"400,000～419,999"
"420,000～439,999",296817,223127,73690,"420,000～439,999"
"440,000～459,999",277153,216442,60711,"440,000～459,999"
"460,000～479,999",272013,215877,56136,"460,000～479,999"
"480,000～499,999",252910,197766,55144,"480,000～499,999"
"500,000～519,999",226212,176044,50168,"500,000～519,999"
"520,000～539,999",226113,190323,35790,"520,000～539,999"
"540,000～559,999",200508,166678,33830,"540,000～559,999"
"560,000～579,999",187254,151919,35335,"560,000～579,999"
"580,000～599,999",178333,144765,33568,"580,000～599,999"
"600,000～619,999",156780,127787,28993,"600,000～619,999"
"620,000～639,999",148629,122240,26389,"620,000～639,999"
"640,000～659,999",129732,107502,22230,"640,000～659,999"
"660,000～689,999",182176,158039,24137,"660,000～689,999"
"690,000～719,999",152629,127950,24679,"690,000～719,999"
"720,000～749,999",140170,112712,27458,"720,000～749,999"
"750,000～789,999",151313,126832,24481,"750,000～789,999"
"790,000～829,999",132807,115046,17761,"790,000～829,999"
"830,000～879,999",129805,110945,18860,"830,000～879,999"
"880,000～939,999",136918,117718,19200,"880,000～939,999"
"940,000～999,999",93618,82328,11290,"940,000～999,999"
"1,000,000～1,069,999",84767,75218,9549,"1,000,000～1,069,999"
"1,070,000～1,149,999",62112,54035,8077,"1,070,000～1,149,999"
"1,150,000～1,249,999",59195,52911,6284,"1,150,000～1,249,999"
"1,250,000～1,399,999",59826,53694,6132,"1,250,000～1,399,999"
"1,400,000～1,799,999",70034,64699,5335,"1,400,000～1,799,999"
"1,800,000～2,499,999",36285,34507,1778,"1,800,000～2,499,999"
"2,500,000元及以上",22896,20884,2012,"Above $2,500,000"
