appleL01109年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2020"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分,,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household,,,
民 國 109 年,,,,,單位：元,2 0 2 0 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
家庭戶數,8829466,1269063,2735747,2036481,1688879,642858,303375,104554,30398,18112,No. of households
平均每戶人數,2.92,1,2,3,4,5,6,7,8,9.7200000000000006,No. of persons per household
平均每戶成年人數,2.48,1,1.96,2.67,3.1,3.8,4.34,5,5.51,5.84,No. of adults per household
平均每戶就業人數,1.37,0.47,0.81,1.55,1.99,2.31,2.46,3.03,3.54,3.85,No. of persons employed per household
平均每戶所得收入者人數,1.76,1,1.41,1.86,2.17,2.5299999999999998,2.81,3.18,3.91,3.78,No. of income recipients per household
一、所得收入總計,1293719,559907,951611,1447609,1767373,1840071,2035581,2292475,2557972,3209265,A.Total receipts
1.受僱人員報酬,725932,235674,418364,859116,1143228,1132614,1164869,1231252,1599949,1477037,1.Compensation of employees
(1)本業薪資,537318,172107,281541,640449,865996,869206,892522,959953,1261189,1133057,(1)Full time payroll
(2)兼業薪資,46561,22423,65999,47848,38055,34783,44504,28346,21814,49197,(2)Part time payroll
(3)其他收入,142053,41144,70824,170819,239177,228625,227842,242953,316946,294783,(3)Other receipts or subsidies
2.產業主所得,155828,51471,112487,176321,203324,218107,291774,456181,264003,878201,2.Entrepreneurial income
3.財產所得收入,56716,26777,59169,58976,65192,64554,65808,67512,114391,150036,3. Property income
4.自用住宅設算租金收入,76072,46717,70682,82066,87800,91995,95728,97398,108801,106811,4.Imputed rent income
5.經常移轉收入,279122,199217,290860,271090,267776,332747,417321,439982,470819,597180,5.Current transfer receipts
(1)從私人,71247,88047,93749,58992,45409,54580,65946,53050,67542,73976,(1)From individuals
(2)從政府,61052,43948,55095,58360,64368,83599,104485,120146,134767,160213,(2)From government
(3)社會保險受益,143566,64467,139243,150905,153208,190595,243731,264883,267627,359153,(3)Benefit of social insurance
(4)從企業,2767,2014,2347,2375,4331,3191,3159,1903,882,3838,(4)From enterprises
(5)從國外,489,742,426,458,460,782,0,0,0,0,(5)From abroad
6.雜項收入,50,50,49,39,52,54,81,150,9,0,6.Miscellaneous receipts
二、非消費支出,214071,84653,140914,247814,319195,310450,314055,357374,424902,459026,B.Nonconsumption expenditures
1.利息支出,10589,4905,7571,12802,16226,12549,12242,8737,9973,4962,1.Interest
2.經常移轉支出,203481,79748,133343,235012,302969,297901,301813,348638,414930,454064,2.Current transfer expenditures
(1)對私人,47164,28299,39270,52587,64248,51999,49530,55820,59806,76187,(1)To private
(2)對政府,34291,13477,25188,43494,49330,39784,40631,42890,45615,60778,(2)To government
(3)社會保險,120668,36912,67372,137626,187363,205502,211543,249928,309508,317100,(3)Social insurance
(4)對國外,1358,1059,1512,1305,2028,615,109,0,0,0,(4)To abroad
,,,,,,,,,,,
109年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2020"
