L0996年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2007",,96年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2007",,96年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2007"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 96 年,,,,,2 0 0 7,,,,,民 國 96 年,,,,,2 0 0 7,,,,,,民 國 96 年,,,,,,2 0 0 7,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
6.每戶建坪平均數(坪),43.34,30.49,43.24,32.14,46.03,47.5,54.06,6.Space per household average (pin),,6.每戶建坪平均數(坪),54.87,56.39,57.07,55.3,45.3,43.79,48.4,47.45,6.Space per household average (pin),,6.每戶建坪平均數(坪),48.88,44.8,46.55,39.82,30.13,51.47,46.63,48.88,47.92,6.Space per household average (pin)
7.每戶建坪中位數(坪),37,30,38,30,45,42,51,7.Space per household median (pin),,7.每戶建坪中位數(坪),52,54,51,52,40,40,45,45,7.Space per household median (pin),,7.每戶建坪中位數(坪),48,40,42,35,30,45,40,45,44,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.37,99.05,98.98,99.61,99.71,99.52,100,(1)Color TV,,(1)彩色電視機,99.35,99.47,99.47,99.68,98.95,99.39,99.22,99.11,(1)Color TV,,(1)彩色電視機,99.8,99.26,99.39,98.04,99.66,98.69,99.28,100,99.61,(1)Color TV
(2)數位影音光碟機,52.68,62.95,57.03,70.510000000000005,40.93,57.16,54.69,(2)DVD player,,(2)數位影音光碟機,52.35,47.97,39.409999999999997,40.54,33.24,26.31,34.869999999999997,37.18,(2)DVD player,,(2)數位影音光碟機,39.24,40.24,38.57,33.549999999999997,52.34,73.02,48.52,48.31,50.94,(2)DVD player
(3)攝影機,8.7100000000000009,15.29,9.39,11.16,2.33,10.77,9.65,(3)Movies camera,,(3)攝影機,5.94,7.17,5.01,5.29,1.82,2.14,3.24,4.38,(3)Movies camera,,(3)攝影機,2.86,8.18,5.98,3.99,3.21,13.01,11.52,7.09,10.7,(3)Movies camera
(4)音響,43.02,52.57,44.5,52.34,31.64,49.26,44.56,(4)Stereo,,(4)音響,38.85,38.01,28.28,34.08,32.799999999999997,24.16,27.89,28.12,(4)Stereo,,(4)音響,38.49,35.89,36.18,28.36,39.53,50.04,51.51,47.3,47.72,(4)Stereo
(5)鋼琴(含電子琴),10.58,17.04,15.08,8.7100000000000009,9.3000000000000007,11.1,6.58,(5)Piano,,(5)鋼琴(含電子琴),9.57,8.68,8.17,6.32,6.15,3.53,6.12,6.62,(5)Piano,,(5)鋼琴(含電子琴),8.83,9.93,10.83,1.46,6.79,20.100000000000001,16.25,7.84,12.22,(5)Piano
(6)數位相機,46.5,62.77,43.82,59.41,27.06,53.5,49.08,(6)Digital camera,,(6)數位相機,42.1,45.68,35.49,29.99,27.88,23.03,31.62,30.04,(6)Digital camera,,(6)數位相機,39.4,25.55,29.79,18.57,32.229999999999997,54.04,55.68,36.44,47.15,(6)Digital camera
(7)電視遊樂器,10.71,16.87,7.85,16.96,5.72,13.07,13.69,(7)Video game,,(7)電視遊樂器,9.85,8,5.86,5.03,5.66,4.1900000000000004,5.46,4.29,(7)Video game,,(7)電視遊樂器,3.78,4.96,5.48,2.46,8.1199999999999992,13.65,13.34,10.66,8.31,(7)Video game
(8)有線電視頻道設備,79.930000000000007,85.94,88.17,90.09,67.42,82.2,82.19,(8)Cable TV,,(8)有線電視頻道設備,83.13,73.84,65.83,66.680000000000007,59.31,52.09,62.96,81.3,(8)Cable TV,,(8)有線電視頻道設備,67.650000000000006,71.180000000000007,72.7,81.19,88.03,89.76,82.17,80.150000000000006,87.59,(8)Cable TV
(9)家用電腦,67.13,80.89,70.650000000000006,75.73,56.71,73.03,68.599999999999994,(9)Personal computer,,(9)家用電腦,62.96,70.709999999999994,58.25,50.37,44.8,40.090000000000003,56.2,54.69,(9)Personal computer,,(9)家用電腦,53.63,43.45,51.03,42.72,64.41,72.709999999999994,73.27,58.73,71.59,(9)Personal computer
(10)電話機,96.69,98.65,97.12,98.2,96.18,96.18,94.21,(10)Telephone,,(10)電話機,95.98,96.79,97.64,93.47,95.11,95.44,96.18,92.37,(10)Telephone,,(10)電話機,95.61,91.69,92,96.04,97.05,95.98,97.1,97.43,98.81,(10)Telephone
(11)行動電話,88.94,93.15,92.12,93.57,83.94,93.54,87.69,(11)Cell phone,,(11)行動電話,85.5,91.81,84.25,86.32,77.05,75.05,82.07,82.8,(11)Cell phone,,(11)行動電話,85.45,79.94,80.13,69.12,88.34,90.37,89.48,82.94,93.1,(11)Cell phone
(12)上網際網路,61.57,76.599999999999994,66,71.72,50.25,68.430000000000007,64.06,(12)Internet facility,,(12)上網際網路,56.49,62.2,51.63,39.31,36.1,35.08,50.63,50.56,(12)Internet facility,,(12)上網際網路,50.61,38.1,44.56,39.659999999999997,57.4,64.459999999999994,64.430000000000007,50.65,65.03,(12)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
96年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2007",,96年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2007",,96年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2007"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 96 年,,,,,2 0 0 7,,,,,民 國 96 年,,,,,2 0 0 7,,,,,,民 國 96 年,,,,,,2 0 0 7,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(13)汽車,58.69,51.69,60.1,49.95,59.05,69.73,73.66,(13)Sedan vehicle,,(13)汽車,68.680000000000007,72.61,67.31,66.099999999999994,51.57,48.34,62.57,52.58,(13)Sedan vehicle,,(13)汽車,58.78,53.96,58.9,34.99,33.72,70.38,66.97,61.25,60.69,(13)Sedan vehicle
(14)機車,82.98,65.53,91.6,80.2,85.05,84.05,83.71,(14)Motorcycle,,(14)機車,77.510000000000005,91.78,89.77,87.47,82.88,79.209999999999994,88.52,89.47,(14)Motorcycle,,(14)機車,92.9,80.760000000000005,87.4,74,62.85,87.4,84.76,89.96,92.52,(14)Motorcycle
(15)電磁爐,43.05,52.97,35.47,62.65,31.37,47.63,39.93,(15)Electro-magnetic oven,,(15)電磁爐,40.270000000000003,43.19,37.450000000000003,31.03,36.619999999999997,24.44,27.22,23.46,(15)Electro-magnetic oven,,(15)電磁爐,25.59,24.62,27.11,14.33,44.06,47.01,46.9,47.64,33.9,(15)Electro-magnetic oven
(16)冷暖氣機,87.64,94.61,94.32,94.37,87.59,90.94,82.32,(16)Air conditioner,,(16)冷暖氣機,78.09,79.89,87.02,56.73,81.63,70.75,82.24,81.41,(16)Air conditioner,,(16)冷暖氣機,85.22,74.290000000000006,75.72,73.53,84.12,93.63,88.64,88.71,93.1,(16)Air conditioner
(17)除濕機,30.63,52.74,12.98,43.62,49.38,54.74,44.7,(17)Dehumidifier,,(17)除濕機,36.200000000000003,19.8,12.13,18.43,6.87,7.92,9.8699999999999992,5.62,(17)Dehumidifier,,(17)除濕機,3.34,11.36,22.8,22.31,65.58,56.66,24.11,15.26,17.989999999999998,(17)Dehumidifier
(18)洗衣機,97.45,98.04,96.49,99.02,98.56,98.2,94.84,(18)Washing machine,,(18)洗衣機,97.45,98.66,94.36,96.04,95.4,95.69,94.6,96.81,(18)Washing machine,,(18)洗衣機,99.16,93.47,96.27,93.98,98.07,97.65,98.19,96.45,98.66,(18)Washing machine
(19)烘衣機,18.59,29.28,4.66,22.66,29.66,36.21,33.700000000000003,(19)Drier,,(19)烘衣機,41.15,16.61,12.55,17.02,7.28,8.83,4.33,2.4,(19)Drier,,(19)烘衣機,3.62,4.63,18.88,4.5199999999999996,30.25,38.369999999999997,15.04,7.44,5.71,(19)Drier
(20)空氣清淨機,11.16,20.11,10.17,15.24,4.5999999999999996,12.55,10.56,(20)Air-clean machine,,(20)空氣清淨機,10.09,8.6999999999999993,6.42,7.68,4.05,1.54,5.59,4.47,(20)Air-clean machine,,(20)空氣清淨機,3.85,5.69,5.44,5.39,8.35,16.03,14.6,10.16,11.9,(20)Air-clean machine
(21)濾水器,33.409999999999997,33.369999999999997,42.74,34.51,14.73,46.8,44.3,(21)Water filter machine,,(21)濾水器,29.63,43.53,20.45,14.81,24.14,25.29,27.96,17.27,(21)Water filter machine,,(21)濾水器,17.88,20.87,23.62,4.9000000000000004,23.66,56.28,48.13,35.799999999999997,41.45,(21)Water filter machine
(22)吸塵器,42.37,55.15,43.1,49.89,37.43,44.17,49.86,(22)Vacuum cleaner,,(22)吸塵器,43.47,41.76,32.67,33.24,23.47,22.19,30.45,25,(22)Vacuum cleaner,,(22)吸塵器,33.049999999999997,28.27,39.76,22.7,35.840000000000003,58.16,52.25,38.880000000000003,43.46,(22)Vacuum cleaner
(23)熱水器,97.22,98.01,97.16,99.06,94.45,99.16,98.01,(23)Geyser,,(23)熱水器,95.21,99.35,98.08,93.31,97.61,94.32,92.88,94.16,(23)Geyser,,(23)熱水器,94.83,89.95,95.82,94.5,100,98.35,97.52,96.45,96.47,(23)Geyser
(24)開飲機,55.96,46.71,49.1,61.57,66.14,66.45,69.81,(24)Hot-warm water fountain,,(24)開飲機,65.14,58.34,64.06,45.15,60.35,35.57,38.49,49.41,(24)Hot-warm water fountain,,(24)開飲機,76.37,72.67,55.15,81.36,45.66,58.05,56.04,60.27,42.1,(24)Hot-warm water fountain
(25)微波爐,45.62,61.63,45.13,56.24,30.83,49.03,52.8,(25)Microwave oven,,(25)微波爐,44.55,41.38,37.54,35.729999999999997,30.62,19.82,28.67,26.77,(25)Microwave oven,,(25)微波爐,36.35,31.21,30.86,28.29,43.23,65.489999999999995,53.76,35.61,44.8,(25)Microwave oven
(26)報紙,26.6,33.14,25.26,25.42,19.43,24.26,20.84,(26)Newspaper,,(26)報紙,31.56,29.91,27.89,24.89,19.05,20.079999999999998,23.76,18.59,(26)Newspaper,,(26)報紙,30.09,20.95,25.45,18.649999999999999,12.89,31.63,35.909999999999997,25.21,34.380000000000003,(26)Newspaper
(27)期刊雜誌,11.05,17.36,9.48,16.190000000000001,4.8499999999999996,17.79,4.51,(27)Magazine,,(27)期刊雜誌,8.14,7.22,6.07,5.36,3.3,1.91,7.28,3.81,(27)Magazine,,(27)期刊雜誌,6.15,7.13,8.83,4,3.65,15.99,12.61,17.489999999999998,9.81,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,152.38999999999999,151.63,155.03,149.93,165.42,150.66999999999999,158.19,(1)Color TV,,(1)彩色電視機,162.01,157.85,156.16,154.46,135.26,132.29,154.54,150.04,(1)Color TV,,(1)彩色電視機,140.21,153.1,158.05000000000001,147.12,143.76,184.06,157.78,139.25,158.43,(1)Color TV
(2)數位影音光碟機,59.23,72.02,64.760000000000005,78.03,46.58,61.99,60.72,(2)DVD player,,(2)數位影音光碟機,59.31,53.81,45.08,45.23,34.29,30.09,38.79,42.4,(2)DVD player,,(2)數位影音光碟機,41.15,49.14,44.92,36.89,56.54,91.62,57.21,52.52,58.85,(2)DVD player
(3)攝影機,9.0299999999999994,15.74,9.59,11.48,2.33,10.77,9.9499999999999993,(3)Movies camera,,(3)攝影機,6.25,7.3,5.7,5.63,2.04,2.4500000000000002,3.24,4.55,(3)Movies camera,,(3)攝影機,2.86,8.9,6.27,3.99,3.21,13.35,13.12,7.42,10.89,(3)Movies camera
(4)音響,46.44,59.22,47.37,55.23,33.090000000000003,52.28,48.84,(4)Stereo,,(4)音響,41.06,40.520000000000003,31.57,37.44,35.619999999999997,25.08,29.12,29.43,(4)Stereo,,(4)音響,39.119999999999997,40.89,39.93,29.32,41.72,60.35,57.3,50.57,52.26,(4)Stereo
(5)鋼琴(含電子琴),10.79,17.29,15.28,8.7799999999999994,9.3000000000000007,11.58,6.58,(5)Piano,,(5)鋼琴(含電子琴),10.19,8.68,8.49,6.32,6.15,3.53,6.12,6.76,(5)Piano,,(5)鋼琴(含電子琴),9.02,10.29,10.83,1.46,7.11,21.52,16.98,7.84,12.22,(5)Piano
(6)數位相機,52.06,75.37,48.27,64.98,28.81,57.98,52.48,(6)Digital camera,,(6)數位相機,49.59,50.53,39.61,33.06,31.2,24.57,34.6,31.22,(6)Digital camera,,(6)數位相機,41.81,29.5,36.94,20.010000000000002,34.47,69.34,63.32,39.33,52.45,(6)Digital camera
(7)電視遊樂器,11.55,19.27,8.44,17.760000000000002,6.3,13.69,14.53,(7)Video game,,(7)電視遊樂器,9.85,8.75,6.03,5.34,6.14,4.49,5.79,4.7300000000000004,(7)Video game,,(7)電視遊樂器,3.78,5.68,5.48,2.46,8.44,15.97,14.6,10.98,9.08,(7)Video game
(8)有線電視頻道設備,80.03,86.24,88.37,90.09,67.7,82.2,82.19,(8)Cable TV,,(8)有線電視頻道設備,84.15,73.84,65.83,66.680000000000007,59.31,52.09,63.13,81.3,(8)Cable TV,,(8)有線電視頻道設備,67.650000000000006,71.180000000000007,72.7,81.19,88.03,90.12,82.35,80.150000000000006,87.59,(8)Cable TV
(9)家用電腦,86.86,116.79,90.63,96.05,69.94,96.4,90.84,(9)Personal computer,,(9)家用電腦,85.29,84.07,73.13,63.2,53.2,44.88,70.34,64.48,(9)Personal computer,,(9)家用電腦,61.01,56.27,63.77,54.37,77.319999999999993,109.77,98.78,72.33,93.6,(9)Personal computer
(10)電話機,113.18,133.63,112.96,118.73,106.51,106.41,109.42,(10)Telephone,,(10)電話機,114.09,110.61,113.62,106.62,101.92,101.69,105.97,98.58,(10)Telephone,,(10)電話機,97.96,105.14,100.62,114.2,107.11,125.7,114.71,101,113.36,(10)Telephone
(11)行動電話,214.01,240.12,225.41,240.69,199.56,230.92,219.4,(11)Cell phone,,(11)行動電話,209.26,222.53,194.09,199.62,147.94999999999999,145.85,185.17,180.14,(11)Cell phone,,(11)行動電話,181.37,160.09,164.63,155.5,202.21,233.15,224.59,180.42,216.09,(11)Cell phone
(12)汽車,69.989999999999995,55.5,68.900000000000006,54.72,67.709999999999994,88.66,103.09,(12)Sedan vehicle,,(12)汽車,94.31,92.04,87.31,86.81,64.02,57.05,74.19,61.81,(12)Sedan vehicle,,(12)汽車,66.14,63.82,68.930000000000007,39.04,37.31,90.97,85.05,73.62,69.64,(12)Sedan vehicle
(13)機車,142.62,95.22,179.06,140.30000000000001,142.76,137.26,129.97,(13)Motorcycle,,(13)機車,135.35,162.4,154.86000000000001,138.1,129.36000000000001,127.63,157.81,167.67,(13)Motorcycle,,(13)機車,171.77,124.21,131.75,122.6,84.32,161.44,149.91999999999999,151.18,178.73,(13)Motorcycle
(14)電磁爐,43.87,54.17,35.869999999999997,63.79,31.94,48.35,40.78,(14)Electro-magnetic oven,,(14)電磁爐,42.12,44.41,38,31.69,37.200000000000003,25.09,27.55,23.74,(14)Electro-magnetic oven,,(14)電磁爐,25.79,24.98,27.11,14.33,45.38,48.39,47.99,47.96,34.29,(14)Electro-magnetic oven
(15)冷暖氣機,196.22,228.39,228.47,210.06,188.91,205.17,191.51,(15)Air conditioner,,(15)冷暖氣機,184.79,163.33000000000001,186.93,108.84,152.22999999999999,131.94,176.75,173.45,(15)Air conditioner,,(15)冷暖氣機,175.67,158.18,160.68,156.84,165.98,267.23,212.14,197.07,210.05,(15)Air conditioner
(16)除濕機,36.090000000000003,61.98,14.57,49.16,65.78,67.819999999999993,53.6,(16)Dehumidifier,,(16)除濕機,42.89,22.6,13.33,20.399999999999999,7.13,8.51,10.71,5.94,(16)Dehumidifier,,(16)除濕機,3.34,14.59,26.75,27.91,85.37,77.59,27.84,18.45,19.579999999999998,(16)Dehumidifier
