appleL13110年家庭收支調查報告,,,,
,,,,
第5表 所得收入者平均每人所得來源按農家、非農家分,,,,
Table 5. Income Sources of Income Recipients by Farm or Non-farm,,,,
,,,,單位：元
,民 國 110 年,,2 0 2 1,Unit：NT$
,,,,
,總 平 均,農 家,非 農 家,
,General average,Farm,Non-farm,
,,,,
所得收入者人數,15955797,1217404,14738393,No. of income recipients
一、所得收入總計,681768,528383,694437,A.Total receipts
1.受僱人員報酬,406587,195821,423996,1.Compensation of employees
(1)本業薪資,301390,141809,314571,(1)Full time payroll
(2)兼業薪資,24748,13845,25648,(2)Part time payroll
(3)其他收入,80449,40167,83777,(3)Other receipts or subsidies
2.產業主所得,86235,167906,79489,2.Entrepreneurial income
(1)農業淨收入,10522,125513,1023,(1)Net agricultural income
(2)營業淨收入,75714,42394,78466,(2)Net operation surplus
3.財產所得收入,30018,15226,31240,3. Property income
4.自用住宅設算租金收入,40145,28436,41112,4.Imputed rent income
5.經常移轉收入,118769,120973,118587,5.Current transfer receipts
(1)從私人,31651,25462,32162,(1)From individuals
(2)從政府,27144,40562,26036,(2)From government
(3)社會保險受益,58327,53475,58728,(3)Benefit of social insurance
(4)從企業,1151,1181,1149,(4)From enterprises
(5)從國外,496,292,512,(5)From abroad
6.雜項收入,14,21,13,6.Miscellaneous receipts
二、非消費支出,113599,73524,116909,B.Nonconsumption expenditures
1.利息支出,5849,1064,6244,1.Interest
2.經常移轉支出,107749,72459,110664,2.Current transfer expenditures
(1)對私人,24368,16993,24977,(1)To private
(2)對政府,18671,11537,19260,(2)To government
(3)社會保險,63708,43309,65393,(3)Social insurance
(4)對國外,1003,621,1034,(4)To abroad
三、可支配所得,568169,454860,577528,C.Disposable income
