黃麗妃L08106年家庭收支調查報告,,,,
,,,,
第11表 家庭戶數按所得總額組別及經濟戶長性別分,,,,
Table 11. Numbers of Households by Current Receipts,,,,
,Groups and Sex of Household Heads,,,
,,,,單位：戶
,民 國 106 年,,2 0 1 7,Unit：Households
所 得 總 額 組 別,合 計Total,經濟戶長性別,,Current receipts groups
Sex of Household Head,,,,
男,女,,,
Male,Female,,,
總 計,8559187,6064046,2495141,Total
"未滿200,000元",77182,37911,39271,"Under NT$200,000"
"200,000～299,999",242488,125872,116616,"200,000～299,999"
"300,000～399,999",367359,198023,169336,"300,000～399,999"
"400,000～499,999",476954,256363,220591,"400,000～499,999"
"500,000～599,999",451240,270398,180842,"500,000～599,999"
"600,000～699,999",485656,301969,183688,"600,000～699,999"
"700,000～799,999",486750,307415,179335,"700,000～799,999"
"800,000～899,999",531856,359709,172147,"800,000～899,999"
"900,000～999,999",513381,351250,162131,"900,000～999,999"
"1,000,000～1,099,999",519455,356723,162732,"1,000,000～1,099,999"
"1,100,000～1,199,999",484745,351564,133181,"1,100,000～1,199,999"
"1,200,000～1,299,999",495275,382425,112849,"1,200,000～1,299,999"
"1,300,000～1,399,999",439694,345422,94272,"1,300,000～1,399,999"
"1,400,000～1,499,999",407106,316811,90296,"1,400,000～1,499,999"
"1,500,000～1,649,999",513369,416394,96975,"1,500,000～1,649,999"
"1,650,000～1,799,999",359201,287152,72050,"1,650,000～1,799,999"
"1,800,000～1,999,999",405699,322945,82754,"1,800,000～1,999,999"
"2,000,000～2,299,999",459496,375885,83611,"2,000,000～2,299,999"
"2,300,000～2,699,999",375773,304350,71423,"2,300,000～2,699,999"
"2,700,000～3,499,999",281377,234064,47313,"2,700,000～3,499,999"
"3,500,000元及以上",185129,161400,23730,"Above $3,500,000"
