appleL13113年家庭收支調查報告,,,,
,,,,
第5表 所得收入者平均每人所得來源按農家、非農家分,,,,
Table 5. Income Sources of Income Recipients by Farm or Non-farm,,,,
,,,,單位：元
,民 國 113 年,,2 0 2 4,Unit：NT$
,,,,
,總 平 均,農 家,非 農 家,
,General average,Farm,Non-farm,
,,,,
所得收入者人數,16753266,1018677,15734589,No. of income recipients
一、所得收入總計(中位數),600078,496365,607697,A.Total receipts(median)
二、所得收入總計(平均數),729991,574595,740052,B.Total receipts(mean)
1.受僱人員報酬,433111,228275,446373,1.Compensation of employees
(1)本業薪資,315586,167149,325196,(1)Full time payroll
(2)兼業薪資,27297,16924,27969,(2)Part time payroll
(3)其他收入,90228,44201,93208,(3)Other receipts or subsidies
2.產業主所得,88535,173136,83058,2.Entrepreneurial income
(1)農業淨收入,9145,128691,1405,(1)Net agricultural income
(2)營業淨收入,79390,44444,81653,(2)Net operation surplus
3.財產所得收入,37123,19743,38248,3. Property income
4.自用住宅設算租金收入,41139,28844,41935,4.Imputed rent income
5.經常移轉收入,130066,124555,130423,5.Current transfer receipts
(1)從私人,34613,21429,35466,(1)From individuals
(2)從政府,25826,44135,24641,(2)From government
(3)社會保險受益,67641,57206,68317,(3)Benefit of social insurance
(4)從企業,1685,1370,1705,(4)From enterprises
(5)從國外,301,415,294,(5)From abroad
6.雜項收入,17,42,15,6.Miscellaneous receipts
三、非消費支出,124102,78292,127067,C.Nonconsumption expenditures
1.利息支出,7079,1458,7442,1.Interest
2.經常移轉支出,117023,76834,119625,2.Current transfer expenditures
(1)對私人,26346,15808,27028,(1)To private
(2)對政府,20436,11561,21011,(2)To government
(3)社會保險,69434,49374,70733,(3)Social insurance
(4)對國外,807,91,853,(4)To abroad
四、可支配所得(平均數),605889,496303,612984,D.Disposable income(mean)
五、可支配所得(中位數),499891,421566,506224,E.Disposable income(median)
