appleL12103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 103 年,,,,單位：元,2 0 1 4 Unit:NT$,,,,,民 國 103 年,,,,單位：元,2 0 1 4 Unit:NT$,,,,,民 國 103 年,,,,單位：元,2 0 1 4 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
所得收入者人數,14180085,2663669,1757299,1357599,1538968,1144164,1798141,No. of income recipients,,所得收入者人數,270480,330369,324792,625518,276427,365403,275204,No. of income recipients,,所得收入者人數,417214,115333,181244,54422,241829,280346,161665,No. of income recipients
一、所得收入總計,630690,598664,881224,661559,630559,533583,609742,A.Total receipts,,一、所得收入總計,581188,705818,570971,516055,528358,501960,464980,A.Total receipts,,一、所得收入總計,506201,539536,540591,582894,541280,815221,655378,A.Total receipts
1.受僱人員報酬,388086,401613,565976,436366,364045,318096,372689,1.Compensation of employees,,1.受僱人員報酬,300080,478040,354706,295413,282174,237888,198136,1.Compensation of employees,,1.受僱人員報酬,275879,258572,290139,297842,327257,508785,358422,1.Compensation of employees
(1)本業薪資,288763,311814,410881,324890,276569,240577,273659,(1)Full time payroll,,(1)本業薪資,217456,339684,253192,225896,192494,173665,149963,(1)Full time payroll,,(1)本業薪資,205647,177024,206403,213539,247773,359346,245052,(1)Full time payroll
(2)兼業薪資,23857,13211,36090,18484,24688,19664,27602,(2)Part time payroll,,(2)兼業薪資,33473,22769,32827,16221,44067,18339,15900,(2)Part time payroll,,(2)兼業薪資,23871,39842,37235,28303,22906,32281,39523,(2)Part time payroll
(3)其他收入,75466,76588,119005,92991,62788,57855,71427,(3)Other receipts or subsidies,,(3)其他收入,49151,115587,68686,53297,45613,45884,32273,(3)Other receipts or subsidies,,(3)其他收入,46361,41705,46501,56000,56579,117159,73847,(3)Other receipts or subsidies
2.產業主所得,88607,63764,93623,83897,114261,88779,89032,2.Entrepreneurial income,,2.產業主所得,88422,90021,73064,99664,106294,105859,99443,2.Entrepreneurial income,,2.產業主所得,112231,127193,82766,122938,65686,72774,99228,2.Entrepreneurial income
(1)農業淨收入,10552,1776,510,3564,7248,15251,6667,(1)Net agricultural income,,(1)農業淨收入,12131,6578,17266,18370,41690,52492,42763,(1)Net agricultural income,,(1)農業淨收入,51457,52150,19992,31314,0,1564,1853,(1)Net agricultural income
(2)營業淨收入,78055,61988,93113,80334,107013,73529,82365,(2)Net operation surplus,,(2)營業淨收入,76291,83443,55798,81295,64604,53367,56680,(2)Net operation surplus,,(2)營業淨收入,60774,75043,62774,91625,65686,71210,97375,(2)Net operation surplus
3.財產所得收入,28282,18395,59390,21104,30266,18185,25864,3. Property income,,3.財產所得收入,30255,28947,21416,19175,19071,18393,23165,3. Property income,,3.財產所得收入,15939,25355,19851,15915,17779,81928,54164,3. Property income
4.自用住宅設算租金收入,38429,41170,60015,46802,35160,35735,30329,4.Imputed rent income,,4.自用住宅設算租金收入,35049,34547,30092,31297,22747,27446,23589,4.Imputed rent income,,4.自用住宅設算租金收入,23272,25704,33592,31562,23770,41547,35862,4.Imputed rent income
5.經常移轉收入,87236,73704,102175,73322,86801,72746,91768,5.Current transfer receipts,,5.經常移轉收入,127272,73998,91626,70434,98054,112343,120608,5.Current transfer receipts,,5.經常移轉收入,78779,102693,114241,114626,106705,110128,107659,5.Current transfer receipts
(1)從私人,29257,27486,45690,19991,32997,19206,29486,(1)From individuals,,(1)從私人,37406,17319,21556,20488,24168,33676,31908,(1)From individuals,,(1)從私人,25124,24817,34456,29734,38120,30680,37068,(1)From individuals
(2)從政府,17952,14245,17073,16596,15582,19507,17493,(2)From government,,(2)從政府,22801,16280,19382,16699,23043,28521,33766,(2)From government,,(2)從政府,21582,30692,22544,34333,17427,19701,22989,(2)From government
(3)社會保險受益,37907,31057,37927,32566,36240,33316,42657,(3)Benefit of social insurance,,(3)社會保險受益,58273,32762,47392,32299,48542,47445,53383,(3)Benefit of social insurance,,(3)社會保險受益,32042,45906,56895,48396,48885,52488,46878,(3)Benefit of social insurance
(4)從企業,1329,486,295,1874,1260,555,1877,(4)From enterprises,,(4)從企業,7555,4886,2765,225,930,2702,1552,(4)From enterprises,,(4)從企業,31,1278,345,1470,2020,4526,723,(4)From enterprises
(5)從國外,791,430,1190,2296,722,162,255,(5)From abroad,,(5)從國外,1238,2750,531,724,1371,0,0,(5)From abroad,,(5)從國外,0,0,0,693,253,2733,0,(5)From abroad
6.雜項收入,50,18,46,67,25,43,60,6.Miscellaneous receipts,,6.雜項收入,110,265,67,71,18,30,38,6.Miscellaneous receipts,,6.雜項收入,100,20,2,10,83,60,42,6.Miscellaneous receipts
二、非消費支出,105797,100785,152657,116335,103866,83744,103338,B.Nonconsumption expenditures,,二、非消費支出,86725,139089,93149,82240,74503,73942,68485,B.Nonconsumption expenditures,,二、非消費支出,76106,77400,87128,95522,81795,168936,109477,B.Nonconsumption expenditures
1.利息支出,6723,6340,10741,7702,7197,6121,7238,1.Interest,,1.利息支出,4163,12036,4499,2641,3138,1490,2065,1.Interest,,1.利息支出,1955,3517,7395,3692,3432,11908,5552,1.Interest
2.經常移轉支出,99074,94445,141916,108633,96669,77623,96100,2.Current transfer expenditures,,2.經常移轉支出,82562,127053,88649,79599,71365,72452,66419,2.Current transfer expenditures,,2.經常移轉支出,74151,73884,79733,91830,78363,157028,103925,2.Current transfer expenditures
(1)對私人,24831,21421,36406,24816,24946,15408,27803,(1)To private,,(1)對私人,26010,27224,23019,15968,18694,23517,18134,(1)To private,,(1)對私人,23419,19578,24827,38132,24070,34227,31559,(1)To private
(2)對政府,18027,13895,31008,19336,17003,14027,16785,(2)To government,,(2)對政府,13363,26789,16210,13981,14355,11331,9910,(2)To government,,(2)對政府,11509,11825,13086,11976,10402,48502,17680,(2)To government
(3)社會保險,54854,58561,71509,61079,54018,48021,50657,(3)Social insurance,,(3)社會保險,42635,66697,48206,48521,38145,37602,33744,(3)Social insurance,,(3)社會保險,39216,42066,41585,41094,43822,73261,54644,(3)Social insurance
(4)對國外,1362,569,2993,3402,701,166,854,(4)To abroad,,(4)對國外,553,6343,1214,1129,171,2,4631,(4)To abroad,,(4)對國外,6,415,235,628,68,1038,42,(4)To abroad
三、可支配所得,524893,497879,728568,545224,526693,449839,506404,C.Disposable income,,三、可支配所得,494463,566729,477822,433815,453855,428017,396495,C.Disposable income,,三、可支配所得,430095,462136,453463,487372,459485,646286,545901,C.Disposable income
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
