appleL0389年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2000"
,,,,,,,
第3表 平均每戶家庭收支按農家、非農家及都市化程度別分,Table 3. Average Family Income and Expenditure per Household,,,,,,
,,,,by Farm or Non-farm and Degree of Urbanization,,,
民 國 89 年,,,單位：元,2 0 0 0,Unit:NT$,,
,,,,都  市  化  程  度,,,
,總 平 均,農 家,非 農 家,Degree   of   urbanization,,,
,General average,Farm,Non-farm,都 市,城 鎮,鄉 村,
,City,Town,Village,,,,
,,,,,,,
家庭戶數,6588644,727834,5860810,4031004,1731175,826465,No. of households
平均每戶人數,3.62,4.0599999999999996,3.56,3.54,3.85,3.47,No. of persons per household
平均每戶成年人數,2.54,2.99,2.4900000000000002,2.5099999999999998,2.63,2.5299999999999998,No. of adults per household
平均每戶就業人數,1.58,2.1800000000000002,1.51,1.52,1.69,1.67,No. of persons employed per household
平均每戶所得收入者人數,1.66,1.88,1.63,1.64,1.73,1.61,No. of income recipients per household
一、所得收入總計,1091478,886594,1116921,1194758,988595,803245,A.Total receipts
1.受僱人員報酬,631808,372479,664013,709114,580905,361382,1.Compensation of employees
(1)本業薪資,489553,299831,513114,541777,461653,293277,(1)Full time payroll
(2)兼業薪資,30053,24280,30770,35571,22448,19070,(2)Part time payroll
(3)其他收入,112202,48368,120129,131766,96804,49036,(3)Other receipts or subsidies
2.產業主所得,174654,239090,166652,176813,159580,195698,2.Entrepreneurial income
3.財產所得收入,69573,41427,73068,86966,46198,33701,3. Property income
4.自用住宅設算租金收入,66676,51904,68511,74007,61431,41906,4.Imputed rent income
5.經常移轉收入,148572,181355,144501,147668,140292,170328,5.Current transfer receipts
(1)從私人,46162,45257,46274,51079,34924,45718,(1)From individuals
(2)從政府,32519,54436,29798,28166,34810,48953,(2)From government
(3)社會保險受益,68184,80517,66653,66213,69286,75494,(3)Benefit of social insurance
(4)從企業,986,586,1035,1143,1013,163,(4)From enterprises
(5)從國外,721,560,741,1067,260,0,(5)From abroad
6.雜項收入,195,338,177,190,189,230,6.Miscellaneous receipts
二、非消費支出,200033,136591,207912,225353,178835,120940,B.Nonconsumption expenditures
1.利息支出,42411,16202,45666,48685,40748,15297,1.Interest
2.經常移轉支出,157622,120390,162246,176669,138087,105642,2.Current transfer expenditures
(1)對私人,51472,39297,52984,59391,40838,35126,(1)To private
(2)對政府,33102,19369,34807,39423,26311,16495,(2)To government
(3)社會保險,69106,59977,70240,72360,69171,53100,(3)Social insurance
(4)對國外,3941,1747,4214,5494,1766,922,(4)To abroad
,,,,,,,
89年家庭收支調查報告,,,,,,,"The Survey of Family Income and Expenditure, 2000"
,,,,,,,
第3表 平均每戶家庭收支按農家、非農家及都市化程度別分(續),Table 3. Average Family Income and Expenditure per Household,,,,,,
,,,,by Farm or Non-farm and Degree of Urbanization (Cont.),,,
民 國 89 年,,,單位：元,2 0 0 0,Unit:NT$,,
,,,,都  市  化  程  度,,,
,總 平 均,農 家,非 農 家,Degree   of   urbanization,,,
,General average,Farm,Non-farm,都 市,城 鎮,鄉 村,
,City,Town,Village,,,,
,,,,,,,
三、消費支出,662722,542225,677686,726507,602983,476751,C.Consumption expenditures
1.食品費,149319,136229,150945,160117,138973,118328,1.Food
2.飲料費,6021,6016,6022,6260,5770,5381,2.Beverage
3.菸草,5079,6084,4954,4832,5527,5342,3.Tobacco
4.衣著、鞋、襪類,25399,19432,26140,27965,23843,16142,4.Clothing and footwear
5.房地租及水費,148204,101305,154028,171451,124000,85518,5.Rent and water charges
6.燃料及燈光,18486,16642,18715,19443,18086,14655,6.Fuel and light
7.家具及家庭設備,12401,10073,12690,13583,11459,8607,7.Furniture and family facilities
8.家事管理,13859,5362,14914,16989,10150,6361,8.Household operations
9.保健及醫療,73464,83072,72271,72321,73874,78177,9.Health care and medical
10.運輸交通及通訊,75370,64854,76676,79115,74302,59343,10.Transport and communications
(1)交通及通訊工具之購置,11811,10852,11931,11554,11711,13275,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,33152,31340,33377,33882,34906,25920,(2)Operation of transport equipment
(3)乘交通設備之費用,9260,5646,9709,10905,7096,5766,(3)Purchased transportation
(4)其他通訊費,16037,12065,16530,17603,15170,10214,(4)Other communications
(5)汽機車保險費支出,5110,4950,5130,5171,5418,4167,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,89509,58000,93422,103283,76981,48569,"11.Recreation ,education and culture"
(1)旅遊費用,23570,12693,24920,29307,16589,10209,(1)Traveling
(2)娛樂消遣服務,9489,6151,9903,10903,8206,5279,(2)Recreation service
(3)書報雜誌文具,5421,3644,5642,6179,4683,3269,(3)Books and stationery
(4)娛樂器材及附屬品,8181,5915,8462,9113,7372,5331,(4)Recreation facilities
(5)教育與研究費,42848,29597,44494,47781,40131,24482,(5)Education and research
12.什項消費,45611,35156,46910,51148,40016,30327,12.Miscellaneous
可支配所得,891445,750003,909010,969404,809760,682306,Disposable income
消費支出,662722,542225,677686,726507,602983,476751,Consumption expenditures
儲蓄,228723,207778,231324,242898,206777,205555,Saving
所得總額,1139336,917623,1166870,1251871,1025456,828997,Current receipts
